role_1,role_2
3749,7256
6920,7261
3222,7212
3222,7211
3751,7198
3751,7201
3222,7215
3221,7249
12003,13531
9036,7206
6922,7212
9036,7215
3751,7206
9036,7217
9035,7249
3751,7210
3751,7212
9884,13703
3751,7215
3751,7217
6921,7249
3751,7219
9036,7219
3751,7220
3220,7303
4278,7276
6921,7261
1109,7211
9035,7261
6920,7295
3222,7249
7980,7212
9036,7249
6920,7303
4281,7198
6921,7276
9038,7193
3222,7264
3751,7249
6720,13511
7247,13565
7247,13563
1108,7267
4281,7210
9038,7201
3751,7259
9036,7259
9038,7198
4281,7212
9036,7261
7980,7231
6715,13684
9038,7212
6921,7303
3751,7267
3751,7266
9038,7217
9038,7219
7980,7249
9038,7215
12006,13511
3751,7276
4282,7198
4282,7203
4282,7211
4282,7212
7249,13538
4282,7215
6925,7203
3751,7297
4281,7249
6925,7211
6925,7215
9038,7249
6925,7212
12007,13511
6722,13511
7249,13563
7249,13562
9038,7258
7249,13565
7249,13564
4282,7244
4282,7242
9038,7261
7980,7295
12002,13683
10416,13707
4282,7249
4282,7259
9038,7284
12008,13511
6925,7249
4282,7261
7250,13563
4282,7269
7251,13538
10946,13684
3756,7211
4282,7295
3228,7201
4282,7303
13061,13679
6925,7294
3757,7203
3228,7217
6925,7303
3228,7219
12004,13700
7252,13562
3756,7249
7252,13565
11482,13511
3228,7242
3228,7249
12011,13511
9043,7217
3228,7261
3757,7249
9043,7219
3229,7242
3229,7249
12012,13511
10421,13683
9898,13511
9043,7249
588,7206
9043,7242
3759,7212
588,7211
6727,13511
3759,7219
7254,13562
3760,7191
3760,7193
12007,13684
7255,13538
3759,7232
3760,7212
12013,13511
5346,7198
13065,13679
13599,13509
5346,7201
6728,13511
5346,7208
6932,7193
588,7249
6932,7191
6932,7198
5346,7212
4084,13563
6932,7196
6932,7201
5346,7214
6932,7206
588,7261
9900,13511
7989,7212
6932,7217
12014,13511
7256,13562
6932,7222
6932,7219
3760,7252
3760,7256
9372,13511
5346,7242
3760,7257
5346,7247
6932,7233
6724,13679
6932,7242
7989,7242
6930,7303
3759,7303
6730,13511
6932,7249
10958,13511
6932,7247
7257,13562
6932,7253
3762,7219
6932,7257
7257,13565
6932,7256
7991,7203
10430,13511
12010,13683
6934,7206
6934,7212
6934,7210
7991,7211
6934,7215
5346,7295
6934,7219
7991,7220
6731,13511
4290,7261
5346,7294
6934,7217
7989,7284
5346,7303
7991,7227
6934,7232
7259,13538
12017,13511
7991,7238
6934,7242
7991,7249
6732,13511
6934,7249
7259,13562
6934,7259
7990,7294
3765,7198
6934,7261
3762,7295
3762,7303
3237,7206
5880,7198
3237,7211
11484,13703
7994,7212
5880,7210
5880,7212
9899,13703
10428,13684
5880,7219
4295,7203
11491,13511
3238,7206
4295,7207
5881,7198
4295,7212
4295,7210
3238,7212
4295,7211
3238,7211
5881,7203
4295,7215
4295,7220
3237,7249
3238,7220
3238,7219
5881,7211
5881,7215
4295,7229
9052,7212
5880,7249
5880,7250
4295,7231
7994,7249
12015,13684
13072,13679
7994,7261
4295,7249
7996,7203
7996,7207
7996,7214
3765,7303
7996,7212
7996,7211
7995,7249
3768,7212
6939,7215
7996,7215
3238,7259
3238,7261
7996,7226
4092,13562
7263,13562
3238,7267
7995,7261
9379,13511
5880,7295
7996,7236
7996,7242
9908,13511
5880,7303
7996,7249
3769,7212
7996,7247
7264,13562
6939,7261
9903,13683
7265,13538
9052,7303
7996,7269
7996,7271
7996,7278
12023,13511
6738,13511
6939,7284
10960,13703
6942,7193
7996,7293
6942,7203
7996,7295
6942,7201
9381,13511
10432,13707
6733,13684
6942,7212
6942,7211
6942,7210
6942,7215
6942,7214
10961,13703
9057,7191
6942,7219
6942,7217
7266,13563
6942,7226
3772,7194
12018,13707
7266,13565
6942,7232
6942,7231
6942,7229
4300,7212
7267,13538
6942,7235
9057,7201
12019,13684
12025,13511
6943,7207
9057,7215
6942,7242
3772,7212
6943,7215
9057,7217
6943,7219
6942,7249
9057,7219
7267,13562
6942,7260
6942,7259
4300,7249
6942,7269
6943,7249
4300,7261
6942,7277
7268,13562
9057,7249
3772,7250
3772,7249
9057,7261
10441,13511
7268,13563
6942,7295
6942,7294
10964,13684
12027,13511
6942,7303
6943,7276
6742,13511
7269,13565
5360,7220
6737,13684
3772,7303
6743,13511
7270,13562
8004,7211
12029,13511
10427,14020
13081,13679
12024,13683
3777,7201
6947,7243
6745,13511
3777,7212
8004,7249
10973,13511
12030,13511
3777,7219
3776,7249
8004,7261
6947,7258
6740,13684
3777,7249
7273,13562
6947,7289
9912,13684
3777,7261
12032,13511
6747,13511
12026,13707
10447,13511
12027,13684
6748,13511
7275,13562
12028,13684
9391,13511
8006,7303
10977,13511
6749,13511
13086,13679
3573,13679
9392,13511
1138,7249
9067,7215
9067,7217
9067,7212
4311,7198
9067,7219
4311,7203
7277,13565
4311,7206
9393,13511
4311,7212
4311,7211
4311,7215
4311,7219
9067,7249
10451,13511
12031,13683
4311,7249
6752,13511
6954,7249
3256,7203
7280,13538
10452,13511
9395,13511
3256,7212
3256,7211
12021,14020
6954,7261
3256,7224
12038,13511
4311,7294
6955,7261
6957,7198
6793,12284
3256,7249
3257,7220
3257,7224
10982,13511
12034,13684
6753,13562
12040,13511
6755,13511
6957,7249
13092,13679
9073,7206
9073,7201
9927,13511
9073,7217
10450,13684
11507,13684
9073,7219
7264,14153
7283,13562
7284,13538
10456,13511
6751,13684
9073,7242
9073,7249
12037,13683
9073,7259
9400,13511
9929,13511
10980,13703
6758,13511
10452,13684
7286,13538
4318,7262
4111,13679
7286,13565
13096,13679
6754,13684
4112,13669
12045,13511
9397,13684
10460,13511
10454,13703
6761,13511
3265,7203
12041,13684
3265,7211
9927,13684
3794,7203
3265,7220
3265,7224
12047,13511
6762,13511
3794,7215
3794,7222
6757,13679
10462,13511
3265,7246
3265,7249
10985,13703
3265,7261
3794,7249
3266,7249
10992,13511
12033,14020
7291,13564
7291,13563
7291,13562
12044,13684
9930,13684
8025,7215
8025,7212
8025,7219
8025,7217
9936,13511
7292,13562
8025,7220
7292,13565
8025,7224
13102,13679
3798,7193
3798,7196
3798,7201
3798,7206
8025,7249
3798,7215
3798,7217
3798,7219
8025,7259
7293,13565
9084,7201
7294,13538
8027,7203
3798,7233
8027,7206
628,7203
10995,13511
9084,7215
9084,7217
11518,13683
628,7206
9084,7224
9084,7219
7294,13563
3798,7249
7294,13562
8028,7198
7294,13565
7295,13538
3798,7261
8025,7303
8028,7210
8028,7208
9939,13511
8028,7212
9084,7249
11519,13684
8027,7249
6768,13511
8028,7219
7295,13565
628,7249
7295,13563
7295,13562
8027,7261
11525,13511
6763,13679
8028,7235
9084,7267
8027,7270
9086,7220
6769,13511
8028,7249
8028,7247
8028,7261
8028,7266
10469,13511
8028,7263
6764,13684
9941,13511
3274,7203
13107,13679
12039,14020
3274,7206
7297,13564
3274,7220
3803,7215
6771,13511
3803,7219
13108,13679
6766,13684
3274,7249
3276,7196
3803,7242
3803,7249
6772,13511
6976,7193
7299,13562
13109,13679
6976,7196
6976,7201
3803,7261
6976,7212
3277,7194
6976,7211
6773,13511
6976,7217
9944,13511
7300,13562
6976,7219
13110,13679
7301,13538
6976,7227
6976,7233
6976,7242
3803,7303
6976,7249
10468,13684
7301,13562
6976,7261
13111,13679
11526,13683
3804,7303
6775,13511
10998,13684
7303,13538
6776,13511
7303,13565
7303,13563
7303,13562
7304,13538
11005,13511
9095,7203
9095,7198
10477,13511
9095,7210
9095,7211
9095,7212
9095,7207
9415,13683
9095,7215
9095,7217
9095,7224
9095,7235
9095,7237
9095,7242
6779,13511
9950,13511
9095,7249
6982,7217
9095,7259
9097,7198
9095,7266
9097,7212
9095,7270
9416,13703
9097,7210
9417,13683
9097,7219
9095,7291
12049,14020
7307,13562
3812,7224
9097,7232
9095,7294
3812,7232
9095,7295
3813,7200
9095,7305
6984,7211
10475,13683
9952,13511
3812,7249
3813,7220
6984,7224
10481,13511
3812,7254
8042,7203
3812,7261
3286,7189
3285,7224
8042,7214
6782,13511
8041,7249
3813,7249
3813,7250
3812,7284
10482,13511
3286,7212
8041,7261
9097,7303
435,13679
3813,7267
8042,7249
3813,7284
6987,7201
8042,7261
2550,13679
8044,7210
6987,7206
9955,13511
11012,13511
8044,7212
6987,7217
6987,7215
9410,14020
6987,7219
5929,7249
6784,13511
3817,7201
3817,7210
9103,7189
6785,13511
6987,7249
3817,7212
11013,13511
3817,7215
8044,7247
9103,7194
3817,7219
3287,7267
9103,7190
9103,7191
9103,7193
9428,13511
6987,7261
9103,7203
9103,7199
9103,7200
9103,7201
9103,7210
6780,13684
9103,7212
3287,7280
9103,7213
9103,7219
9103,7220
9103,7221
9103,7215
11014,13511
9103,7217
3817,7249
9103,7222
9103,7223
9103,7224
3817,7259
9103,7237
3817,7261
9103,7232
10486,13511
9103,7245
6787,13511
9103,7249
5405,7201
7295,14153
9103,7259
13124,13679
9103,7267
9103,7268
9103,7269
9103,7262
3817,7294
9103,7274
5405,7222
9103,7277
5406,7194
5405,7225
9103,7278
5405,7233
9103,7287
9103,7296
5405,7249
6992,7210
11017,13511
6992,7214
6992,7212
6789,13511
5405,7261
5405,7267
6992,7219
5407,7203
5407,7208
5407,7212
5407,7210
5407,7211
5407,7224
5407,7231
5407,7234
10490,13511
5407,7249
5407,7253
6994,7212
6791,13511
5407,7266
10491,13511
3824,7194
3824,7193
3824,7198
6992,7291
3824,7201
5407,7284
3824,7203
10486,13684
3824,7210
6992,7303
3824,7212
5407,7293
3824,7211
5407,7291
3824,7216
3824,7215
5407,7294
5407,7295
3824,7217
3824,7220
4148,13562
3824,7219
3824,7222
652,7259
3824,7232
3825,7203
3824,7234
3824,7238
9429,13703
3825,7211
11021,13511
3824,7249
7301,14153
3824,7259
3824,7262
6997,7201
3824,7261
6997,7206
6788,13684
8054,7212
6994,7303
3824,7270
6997,7215
3825,7242
6997,7212
6997,7219
8054,7219
655,7212
6997,7217
11022,13511
9965,13511
3825,7249
8054,7224
13131,13679
8054,7228
5941,7198
3827,7198
8055,7203
6998,7201
6998,7206
8055,7206
6998,7212
8055,7212
8055,7211
8054,7242
6998,7215
3825,7275
3824,7305
3827,7212
6998,7219
6997,7249
6998,7217
8054,7249
6997,7261
6790,13684
6997,7269
10490,13679
5941,7242
8055,7249
3827,7249
6998,7249
6998,7261
11019,13683
655,7294
3827,7267
9962,13703
9968,13511
11554,13511
9115,7201
9115,7194
9115,7203
9115,7215
5941,7303
11026,13511
9115,7211
8058,7219
7849,13702
9115,7220
10492,13703
9115,7234
9970,13511
9115,7249
13711,12232
9115,7261
1189,7215
9115,7286
8589,7210
3832,7217
8589,7219
8589,7212
8589,7215
8589,7233
6267,13679
7005,7198
8589,7249
10501,13511
7005,7219
7005,7217
7006,7212
13140,13679
8589,7303
8592,7215
9122,7193
8592,7242
9447,13511
8592,7249
991,13511
9122,7215
9122,7212
9122,7217
3837,7217
11556,13683
9122,7219
10505,13511
9122,7231
9122,7232
13142,13679
8066,7212
11028,13703
3837,7249
9122,7249
11563,13511
9449,13511
9122,7259
3837,7261
3837,7303
8069,7191
8069,7193
3841,7190
10508,13511
3841,7201
3841,7203
7012,7203
7012,7212
3841,7211
3841,7210
3841,7212
3841,7219
9452,13511
8069,7229
3842,7201
3842,7210
7012,7249
3842,7215
3841,7249
3842,7219
8069,7252
8069,7257
8069,7256
7012,7261
3842,7242
8600,7206
11039,13511
9982,13511
3842,7249
13148,13679
3841,7295
3841,7303
6807,13679
8600,7249
3842,7295
8600,7261
3842,7303
9450,13684
9456,13511
9979,13684
11042,13511
9985,13511
7018,7212
11043,13511
8602,7261
7017,7249
9458,13511
7018,7231
13153,13679
7018,7249
9459,13511
7018,7261
10512,13684
7020,7250
9989,13511
13155,13679
7022,7203
7022,7212
7022,7211
7022,7214
7022,7219
7022,7242
7022,7247
7022,7249
7022,7263
9463,13511
9463,13531
11572,13703
3325,7219
3324,7249
5439,7224
7022,7303
8612,7191
8083,7203
8612,7193
8083,7206
8083,7211
8612,7201
8083,7216
8612,7196
3854,7249
8083,7224
8084,7198
8612,7217
8084,7203
8612,7219
10518,13684
8612,7233
8084,7211
8083,7249
8612,7242
3325,7303
8612,7249
8612,7265
8084,7249
8612,7261
13162,13679
3857,7217
3857,7219
3857,7220
3857,7224
3329,7212
8084,7270
3857,7232
3344,6760
3857,7242
7883,13511
11054,13511
3857,7246
3328,7261
3857,7249
3857,7259
3329,7242
7030,7203
3329,7249
7030,7207
7030,7211
7030,7210
5974,7203
8617,7198
5974,7206
5974,7211
5974,7212
5974,7210
5974,7215
8617,7206
5974,7219
8617,7201
3329,7295
7030,7249
3329,7294
5974,7224
5974,7222
3329,7303
8617,7211
7032,7201
7030,7262
7032,7206
8617,7217
8617,7219
3861,7211
7032,7212
3861,7212
7032,7217
3861,7215
3333,7198
7032,7215
5974,7249
7032,7219
8617,7242
3333,7212
5974,7262
3333,7214
8617,7249
3333,7219
3862,7203
8617,7261
3862,7212
3862,7211
7032,7249
3862,7215
3861,7249
11581,13684
3862,7220
3862,7219
10530,13511
5974,7291
7032,7261
8089,7261
3333,7247
3862,7235
3333,7250
5974,7303
3862,7242
3862,7247
3862,7249
3333,7266
3333,7268
3862,7261
3861,7294
3333,7291
3333,7295
3333,7303
3862,7288
3862,7291
3865,7198
3862,7294
3656,13679
3862,7297
3865,7210
3865,7215
3865,7217
3865,7219
11056,13683
3866,7201
8946,13562
9471,13684
3865,7242
3865,7249
3866,7217
3866,7219
10534,13511
3866,7242
10006,13511
3866,7249
8624,7210
8624,7219
10535,13511
9478,13511
8624,7217
3865,7303
8624,7242
7038,7267
8624,7249
10002,13684
8417,13679
10008,13511
8626,7210
8626,7212
10531,13703
8626,7224
8626,7217
8626,7219
8626,7231
8626,7228
3342,7201
6308,13565
8626,7242
13175,13679
8628,7191
8628,7193
3342,7215
8626,7249
3341,7249
3342,7217
8628,7200
8628,7201
8626,7259
8628,7198
8098,7249
8628,7203
8628,7215
9482,13511
8628,7217
8628,7212
13176,13679
8628,7219
3342,7249
8628,7231
13177,13679
1021,13679
8626,7297
8628,7247
13177,13686
8628,7249
13177,13685
8628,7264
8628,7266
8628,7261
3345,7198
8421,13679
8628,7267
8628,7268
3345,7212
8628,7277
8628,7284
8628,7294
8628,7302
7046,7198
7046,7212
3875,7212
3345,7261
7046,7219
9486,13511
8104,7212
7046,7249
7046,7259
3345,7303
10544,13511
7048,7212
7048,7215
7048,7219
11602,13511
3349,7211
9488,13511
8635,7198
3349,7220
8635,7201
8635,7206
7048,7249
3141,13679
8635,7208
8635,7215
9489,13511
8635,7217
7048,7261
8635,7212
8635,7213
8635,7224
8635,7219
7051,7212
11076,13511
7048,7303
13185,13679
8637,7204
8637,7217
8637,7219
8637,7215
8635,7284
7051,7249
8637,7242
10014,13703
7051,7261
8637,7249
8639,7202
8639,7219
8639,7215
8639,7217
8637,7285
8639,7249
7907,13562
10023,13511
3357,7203
7057,7194
3357,7212
3357,7219
8643,7198
8643,7201
7057,7215
7057,7212
8643,7206
7057,7219
7057,7217
8643,7215
8643,7217
13191,13679
8115,7198
8643,7224
3678,13679
3357,7249
8643,7219
3357,7253
8115,7212
8644,7201
8115,7210
8115,7219
7057,7249
3888,7191
8644,7217
8643,7249
8643,7242
3888,7198
7057,7261
7059,7203
8115,7235
3888,7201
8644,7231
7059,7211
3888,7210
8644,7234
3888,7212
7059,7217
8643,7259
7059,7215
8644,7229
7059,7220
7059,7219
1528,14842
7059,7224
3888,7219
3887,7250
8643,7267
8117,7192
8117,7199
9499,13511
7057,7294
7059,7237
8115,7266
7057,7303
7588,7224
3888,7242
7059,7242
7059,7249
8644,7260
8117,7229
3888,7261
8115,7303
8644,7295
8644,7296
3888,7276
3362,7198
8644,7294
8647,7206
6005,7198
3362,7212
8117,7267
3362,7214
8647,7215
3888,7294
9501,13511
8647,7217
1568,13679
7062,7208
7059,7305
3888,7303
3363,7198
7062,7219
6005,7219
10030,13511
7062,7217
7062,7225
8117,7295
3362,7242
3363,7212
10559,13511
8647,7249
8117,7303
8117,7307
6005,7242
7062,7242
3362,7259
6005,7249
7062,7249
7062,7261
6005,7261
3362,7282
11089,13511
3893,7211
3893,7212
3362,7291
3362,7294
13198,13679
3363,7274
3362,7308
9498,13703
11084,13684
3893,7249
3366,7203
3366,7211
3895,7203
10028,13684
3366,7219
11091,13511
3367,7193
10034,13511
3895,7211
3895,7212
4215,13679
3895,7220
8652,7217
3366,7242
8652,7212
3366,7244
8976,13563
8652,7219
3366,7249
7596,7193
8653,7201
3893,7303
3367,7228
7596,7206
3895,7249
3366,7264
7596,7203
7596,7210
8653,7206
7596,7214
9507,13511
8653,7217
7596,7212
8652,7249
8653,7219
8653,7212
7596,7217
7596,7215
8653,7215
7596,7219
10036,13511
3895,7270
3367,7257
8652,7261
3366,7294
1252,7291
3897,7219
7596,7235
3896,7249
7596,7242
11087,13703
8653,7249
7596,7244
3366,7303
7596,7249
11077,14020
3896,7259
8655,7191
8655,7193
7596,7261
3898,7212
7596,7259
8653,7261
10037,13511
8655,7201
8655,7219
8655,7216
8655,7217
7596,7284
8655,7224
7596,7294
6013,7215
11095,13511
10038,13511
7596,7295
8655,7242
13204,13679
8128,7198
7600,7189
8655,7249
8128,7210
8655,7259
8655,7254
3897,7303
8128,7212
3900,7211
8655,7267
7600,7200
8657,7206
11096,13511
10039,13511
8657,7201
6013,7249
8128,7219
7600,7210
10034,13679
8657,7215
7072,7191
7600,7212
8658,7189
6013,7261
8657,7217
7601,7194
7601,7193
8658,7193
7072,7213
8658,7196
3898,7303
7601,7201
3900,7249
3698,13511
7072,7219
7601,7212
8658,7212
7601,7219
7600,7249
9512,13511
7601,7222
8657,7249
7601,7220
7601,7234
7072,7249
8658,7239
7601,7232
7600,7267
12150,13679
7074,7203
7601,7249
7074,7201
8658,7252
7601,7259
7074,7211
8657,7295
5489,7198
7601,7262
7074,7219
5489,7203
7600,7300
8658,7268
5489,7210
8132,7198
5489,7211
5489,7214
5489,7215
5489,7212
13208,13679
7074,7229
8132,7206
8661,7193
7074,7240
5489,7222
8132,7208
8661,7201
8132,7212
7601,7295
5489,7231
8661,7198
5489,7235
7074,7249
8132,7219
5489,7236
7074,7253
8658,7300
5489,7242
9515,13511
8661,7217
7601,7305
8661,7219
8661,7212
7074,7263
8661,7215
8661,7225
7074,7267
5489,7249
8661,7220
10567,13684
8132,7249
5489,7266
8661,7242
8661,7249
8132,7261
7074,7295
3697,13679
206,7212
5489,7282
8661,7259
206,7217
7074,7303
3906,7212
5489,7294
5489,7295
8132,7279
12154,13679
8664,7190
3698,13679
8664,7198
8664,7193
8661,7286
8132,7303
8664,7206
8664,7201
3906,7247
8664,7219
8664,7215
8664,7217
7079,7212
7079,7219
11627,13684
12156,13679
8664,7249
12685,13679
8664,7267
7079,7261
12157,13679
9515,13684
13215,13679
3909,7261
8668,7201
8668,7198
8668,7217
13718,14505
12159,13679
8668,7211
8668,7212
8668,7219
8668,7221
11108,13511
8140,7212
10580,13511
8668,7268
741,7249
9524,13511
7085,7201
12690,13679
741,7261
8142,7206
7614,7195
8142,7211
8142,7215
10565,14020
8142,7219
7085,7217
7614,7201
8668,7294
8142,7217
8668,7303
13219,13679
7614,7212
8671,7219
7086,7198
7614,7219
7086,7203
8671,7217
7614,7217
7086,7208
8671,7228
7086,7212
7086,7211
8142,7242
7086,7210
8672,7203
7086,7215
8671,7232
7085,7249
8142,7249
8672,7211
12163,13679
8671,7242
7087,7201
8142,7261
8672,7215
8671,7246
8142,7266
8671,7249
7087,7206
7087,7217
7087,7215
8672,7231
7087,7219
8144,7219
12164,13679
8672,7241
8672,7242
8144,7231
8672,7254
8673,7217
8672,7249
8673,7219
12693,13679
8673,7225
7087,7249
7614,7295
7614,7294
7614,7303
7087,7261
8673,7242
7087,7259
8672,7284
7086,7294
8675,7192
8673,7249
8675,7198
8672,7291
8675,7201
7618,7201
8672,7295
8675,7203
8675,7215
8675,7217
8675,7212
12166,13679
8675,7219
7090,7206
9513,14020
7618,7227
8676,7201
7618,7231
7090,7219
8676,7203
8676,7215
8676,7217
8675,7249
12167,13679
8676,7211
7619,7215
7618,7245
8677,7193
7618,7249
8676,7219
8677,7191
6034,7211
6034,7212
8677,7201
9001,13538
8675,7261
7618,7261
7090,7249
8677,7211
8677,7217
7619,7242
8677,7219
7619,7249
12168,13679
8675,7276
8677,7215
7090,7261
8675,7286
9526,13684
8676,7261
6034,7249
10054,13707
8677,7242
8677,7249
6034,7264
7619,7286
6034,7270
7093,7219
7619,7302
6034,7303
7093,7249
10591,13511
12700,13679
3396,7203
4248,13562
12172,13679
3396,7211
8473,13679
12701,13679
7625,7201
10059,13679
10593,13511
13230,13679
10587,13703
7625,7217
3396,7247
753,7261
3396,7249
11122,13511
10059,13703
11651,13511
753,7291
3718,13679
753,7295
8684,7201
4294,12217
12703,13679
8684,7198
8684,7210
6365,13562
8684,7215
8684,7217
8684,7212
7625,7277
8685,7193
8684,7225
8684,7219
8685,7191
8685,7201
3400,7196
7625,7295
7625,7294
8685,7198
8684,7241
8684,7242
3400,7204
7625,7302
8685,7217
8684,7249
8685,7219
8685,7215
3400,7228
13234,13679
3192,13679
12177,13679
8685,7249
8158,7203
12706,13679
8158,7212
8158,7211
8158,7215
8685,7267
8687,7201
8158,7224
13235,13679
8687,7219
8687,7217
8158,7242
8158,7246
3400,7292
10070,13511
8158,7249
8158,7256
12179,13679
8687,7242
8687,7249
8689,7196
8687,7261
8689,7195
6046,7220
4252,13679
6046,7217
9537,13703
10600,13511
6046,7242
10066,13703
6046,7249
10601,13511
13238,13679
6046,7259
12181,13679
3934,7201
3934,7206
3934,7208
8691,7201
12710,13679
3934,7212
3933,7242
8691,7206
3934,7215
3934,7217
6046,7284
3934,7219
8691,7215
8691,7217
12182,13679
6046,7294
8689,7292
3934,7249
8691,7249
12183,13679
3934,7261
3933,7294
8691,7261
11127,13683
12184,13679
3728,13679
13242,13679
3409,7203
4261,13563
8164,7261
3409,7211
3409,7210
3409,7212
3409,7215
3409,7214
11662,13511
3410,7191
3410,7193
3410,7196
8695,7198
8695,7210
3410,7201
8695,7212
3410,7203
8695,7219
3409,7247
9549,13511
3410,7215
3409,7249
3410,7217
3410,7219
8695,7225
8695,7235
10601,13684
9544,13684
10072,13707
12187,13679
3410,7233
3409,7266
10607,13511
3410,7249
8695,7261
3412,7203
3410,7267
13245,13679
3412,7212
3412,7211
3412,7215
12717,13679
10080,13511
9546,13684
3412,7238
8695,7303
12189,13679
3412,7244
3412,7247
3412,7249
8699,7201
10603,13707
3942,7212
3412,7261
7961,13702
8699,7215
8699,7217
12190,13679
3412,7288
12719,13679
3412,7291
3412,7295
3412,7297
8699,7249
3735,13679
7644,7206
12192,13679
7968,13562
8699,7284
10606,13703
6913,13511
8702,7206
8702,7217
7644,7249
8702,7215
11654,14020
12194,13679
13251,13679
10079,13703
3947,7215
3947,7217
3947,7219
6062,7198
10615,13511
6062,7212
8176,7212
6062,7210
3948,7211
8705,7206
6062,7219
8702,7294
3947,7246
10610,13684
3947,7261
6062,7235
6062,7242
3947,7275
4269,13679
6062,7249
3949,7219
13254,13679
6062,7259
1304,7303
9560,13511
8705,7249
8707,7201
11675,13511
8707,7215
9561,13511
8707,7217
8707,7211
8707,7224
6062,7294
11141,13684
8707,7219
8176,7300
6062,7303
11147,13511
8707,7230
11670,13684
8707,7228
12727,13679
8180,7189
10619,13511
8707,7246
8707,7249
8180,7203
3949,7303
3424,7194
8180,7212
8709,7203
8709,7198
8180,7215
8707,7261
8709,7208
8709,7210
8709,7211
8709,7206
8709,7219
8709,7212
3424,7212
8709,7213
8709,7215
8709,7224
3423,7246
8707,7284
8709,7235
10615,13684
8180,7249
7978,13511
11149,13511
3423,7267
8709,7236
3220,13563
8709,7249
8180,7261
6068,7201
8709,7247
8709,7266
6068,7212
6068,7217
8709,7262
3425,7230
3954,7219
13259,13679
8709,7269
11145,13684
3426,7212
8709,7291
8183,7211
3954,7242
8183,7215
11151,13511
8709,7295
8709,7304
8709,7300
8709,7303
11680,13511
8713,7198
8713,7194
8183,7242
8713,7201
10095,13511
8713,7212
8713,7215
6068,7294
3957,7198
3954,7294
8713,7217
3957,7208
3954,7303
9567,13531
3427,7267
3958,7193
8713,7242
8715,7191
8183,7294
8713,7249
3958,7201
3958,7203
8715,7198
11154,13511
8715,7201
3958,7210
3958,7212
8715,7196
8715,7206
8713,7265
3958,7219
8715,7215
8715,7217
8187,7201
13263,13679
8715,7222
8713,7284
3958,7229
3958,7231
8715,7225
8187,7209
8715,7219
3958,7235
11155,13511
8187,7212
8713,7294
8716,7201
8715,7232
8715,7233
3959,7212
8187,7214
8188,7189
8187,7219
3958,7247
3958,7249
8716,7206
8188,7198
8716,7215
8716,7217
8187,7226
8715,7249
8715,7242
3958,7259
10082,14020
3957,7295
8187,7235
8715,7256
1637,13679
8715,7257
8716,7219
8715,7252
8188,7214
8188,7212
8187,7249
8187,7247
8715,7261
3958,7277
8715,7273
8715,7267
8715,7268
8716,7249
3958,7294
10100,13511
8718,7201
3960,7242
3960,7241
3958,7303
8716,7261
8188,7247
8718,7211
12254,12284
3960,7249
8718,7212
8718,7206
9572,13511
8718,7217
8188,7261
8718,7219
8188,7266
8187,7295
8718,7215
12738,13679
8187,7303
8718,7235
8718,7231
8718,7249
12738,13702
11687,13511
8718,7259
3960,7300
9568,13683
8718,7266
8718,7261
10631,13511
11672,14020
793,7201
12740,13679
793,7212
6078,7217
8192,7219
793,7217
793,7219
