award_nominee_1,award_nominee_2
2143,3208
6446,892
2134,3489
6454,642
6433,1293
2126,3742
6459,492
6430,1391
6452,708
6452,714
6372,3192
6428,1456
6374,3129
6446,904
6439,1120
6446,903
6369,3288
6435,1249
4314,1464
6431,1370
6370,3261
6463,378
6462,416
6446,915
6374,3151
6446,918
6451,762
6453,706
6373,3184
6367,3370
4231,4057
6453,710
2232,490
6448,868
6367,3378
6369,3323
4186,5457
6370,3296
2073,5429
6446,937
6431,1409
6435,1284
6459,539
6441,1097
6433,1351
6460,514
6445,979
6463,420
6441,1100
6373,3208
6369,3338
6445,982
2222,825
2120,3989
4234,3995
6374,3196
6459,560
6460,528
6370,3318
6445,992
6371,3297
4144,6798
6373,3233
1990,8036
6463,446
6446,973
6446,979
6454,729
6462,481
6453,766
1998,7797
6451,827
6433,1384
6372,3282
6455,712
6433,1394
6462,495
6433,1393
6433,1392
6370,3351
6446,995
6446,994
2061,5859
6369,3387
6373,3263
6367,3449
6463,472
6453,781
2214,1120
6453,780
6448,944
6463,479
6446,1010
6453,792
6454,768
6369,3403
6354,3868
6459,612
6370,3370
6379,3095
6370,3374
2049,6255
6461,559
6460,589
6374,3255
4231,4150
6463,495
6431,1487
6454,773
6451,866
2030,6847
6367,3481
6452,844
2203,1495
6446,1035
6367,3484
6373,3297
6460,600
6373,3296
4229,4230
4266,3084
6449,946
6445,1068
6378,3152
6455,768
6435,1388
6460,612
6380,3092
6371,3370
6455,773
4243,3809
2152,3091
6463,523
6380,3095
6380,3102
6373,3318
6460,620
6370,3416
6435,1401
6455,781
6445,1090
2235,532
6460,634
6374,3300
6445,1097
2146,3296
6446,1065
6367,3521
2126,3918
4230,4229
6435,1411
6445,1100
6446,1075
6454,825
6435,1421
6369,3466
1987,8234
6376,3254
6379,3160
6455,803
6446,1082
6433,1485
6460,647
6465,492
6373,3351
6369,3473
4142,6979
6379,3169
6448,1028
6372,3390
6445,1127
6460,660
6460,659
6446,1099
6459,696
2136,3635
2144,3387
6463,571
6372,3391
6446,1097
2138,3575
6455,825
6368,3522
6462,608
6448,1041
6445,1133
6454,860
6373,3370
4251,3614
6454,858
6380,3151
6452,926
6367,3561
6369,3499
6367,3560
6373,3374
6448,1048
6463,583
6460,682
6459,712
6378,3223
6459,710
6377,3259
6370,3474
2055,6169
6454,876
4144,6950
6460,687
6370,3484
6367,3575
6370,3481
2240,444
6376,3300
6369,3517
4232,4233
6459,732
6463,608
6453,917
4231,4263
6459,730
6454,892
6462,642
6446,1144
6374,3376
6370,3498
6454,893
6374,3380
6460,713
6435,1488
4263,3282
6367,3595
6463,618
6462,649
6381,3160
6454,904
6454,903
6378,3264
6370,3511
6381,3169
6435,1495
6373,3416
6355,3981
6462,664
6460,726
6367,3608
6460,730
6378,3272
6460,734
6439,1384
4233,4232
2031,6961
6476,241
6448,1108
6384,3091
6460,742
6475,274
6439,1390
6448,1116
6379,3254
6460,743
2008,7685
6460,749
6459,780
6448,1119
4257,3510
6374,3420
6379,3264
6374,3418
6384,3107
6369,3572
6380,3238
4231,4321
6369,3578
6463,662
6384,3118
6370,3556
6385,3091
1984,8448
2085,5317
12604,6911
4250,3738
6384,3119
6368,3615
6385,3094
6452,1016
6455,922
6385,3098
6476,276
6370,3561
2083,5388
6448,1150
6373,3474
6372,3505
6372,3504
6370,3565
6370,3575
6446,1219
6476,288
6373,3481
6403,2550
6373,3487
6379,3300
6453,1005
6373,3484
4261,3427
6454,979
2083,5409
2064,5997
6430,1726
6454,982
6452,1043
6458,857
6373,3498
6379,3317
6454,992
4258,3532
6446,1239
6452,1053
6370,3595
6381,3254
6402,2608
6454,995
6460,809
2010,7685
2133,3872
6456,931
4239,4128
6452,1062
6373,3511
6460,812
2143,3569
6445,1283
6380,3297
6463,724
6362,3855
6445,1281
6454,1001
6453,1032
6451,1100
6380,3300
6473,416
6476,328
6454,1009
6376,3434
6451,1109
6369,3651
4250,3804
6448,1200
6370,3624
6475,369
6384,3190
6370,3623
4239,4146
6478,274
6454,1017
6446,1265
2090,5233
6453,1053
6449,1177
6374,3501
6462,773
6387,3098
2008,7777
6459,872
6455,995
6446,1273
6376,3450
6378,3387
6379,3355
6459,875
6463,750
6455,1005
6367,3732
6225,8134
6446,1281
2089,5278
4152,6865
4152,6866
6465,696
6381,3300
6444,1354
6374,3521
6367,3738
6455,1017
6378,3403
6459,891
6374,3532
6385,3190
6374,3531
6379,3376
6373,3561
6367,3747
2064,6069
6452,1118
6446,1303
6301,5797
6453,1085
6463,775
6373,3565
6445,1332
4200,5395
6369,3693
6453,1088
6373,3575
6476,380
6388,3107
6374,3541
6379,3393
6460,880
6370,3676
6386,3180
6370,3674
6445,1348
6385,3208
6476,394
6462,825
6444,1390
6453,1110
6376,3496
4239,4212
6367,3778
4266,3379
6446,1336
6448,1274
6454,1092
6455,1061
2064,6108
6386,3199
6374,3569
6374,3576
4270,3264
6385,3233
6371,3667
6378,3456
6380,3393
6454,1097
6453,1135
2083,5531
6455,1070
6445,1380
6374,3588
6462,860
6374,3587
6390,3091
6462,858
6445,1391
6448,1298
6373,3623
6390,3095
6390,3094
6378,3466
6453,1140
6374,3596
4266,3405
6390,3098
6389,3129
6373,3624
6387,3190
6381,3376
6478,369
2089,5360
6476,442
6462,876
4266,3416
2089,5364
2038,6945
6478,378
6385,3261
6452,1183
6370,3732
6463,849
6454,1127
6384,3297
6379,3450
6448,1316
6381,3393
6389,3151
6367,3833
6445,1414
6476,452
2226,1131
6462,892
6390,3128
6452,1206
6461,926
6476,460
2087,5449
6460,955
6462,893
6384,3318
6448,1333
6301,5889
6462,904
6460,966
6376,3569
6462,903
6387,3233
6448,1342
6385,3294
6473,566
2005,8003
6373,3664
6459,1004
6448,1345
6386,3267
6385,3297
6385,3296
6374,3637
6455,1133
6373,3674
6462,915
2089,5404
6463,883
6446,1409
2006,7979
4261,3614
6367,3863
6462,918
2128,4202
6369,3800
6373,3676
6388,3218
6379,3496
6463,892
6385,3310
6455,1139
6376,3588
4149,7089
6475,518
6379,3501
6453,1206
2235,892
6446,1427
6385,3318
6376,3596
6453,1209
2150,3532
6374,3657
6387,3261
6463,904
6463,903
6389,3196
6384,3358
6455,1157
6381,3450
6368,3851
6452,1254
6476,510
6478,446
4210,5224
6453,1225
6463,915
6374,3680
6374,3679
6459,1043
6476,516
6379,3522
6393,3094
6387,3280
6374,3681
6452,1263
4242,4243
6463,929
6476,526
6380,3501
6390,3190
6385,3351
6470,716
6459,1056
6384,3385
6459,1060
6453,1245
6367,3911
6455,1183
2147,3661
6379,3538
2037,7070
2147,3660
6475,569
6367,3917
6376,3637
6387,3296
6385,3358
6388,3264
6376,3635
6452,1286
6390,3208
6475,572
6373,3732
6370,3831
6462,979
6368,3892
6393,3117
6478,481
6460,1046
2075,5907
2073,5969
6385,3370
6462,982
6478,485
6460,1043
6451,1322
6370,3833
6387,3310
6383,3434
6389,3248
6384,3403
6381,3496
6462,992
6372,3782
6389,3255
6376,3657
6454,1239
6385,3378
4243,4242
6380,3532
6381,3501
6367,3935
6385,3377
4248,4088
6379,3569
6376,3661
6388,3289
6462,994
6372,3783
6387,3318
6378,3597
6465,906
6391,3199
6460,1060
6463,973
2128,4284
6463,972
6390,3233
6376,3674
6455,1225
6478,511
6465,914
6368,3921
6448,1441
6462,1006
6386,3362
2150,3608
6453,1284
6379,3585
6455,1228
6381,3522
6370,3863
6476,576
6460,1078
6376,3682
6379,3588
6376,3680
6388,3307
6370,3872
6387,3344
6373,3778
6454,1265
6462,1017
6386,3373
6460,1086
6367,3969
6379,3596
6455,1239
2073,6013
6381,3538
6387,3351
6454,1273
2235,992
4266,3572
6460,1093
6369,3912
6459,1122
6390,3261
6373,3788
6369,3919
6454,1283
6380,3576
6454,1281
6370,3892
6369,3922
6455,1256
2158,3392
6463,1006
6389,3300
6373,3796
6388,3338
6463,1013
6448,1478
6473,703
6382,3524
6391,3245
2099,5224
6378,3651
6396,3092
6476,612
6382,3525
4158,6939
6373,3811
6373,3810
4250,4086
6396,3095
6387,3374
6385,3436
4245,4246
6396,3102
6379,3629
2154,3530
6384,3473
6454,1303
6380,3596
6461,1085
6387,3378
6489,216
6381,3569
6379,3637
6368,3978
6390,3296
6478,567
6385,3449
6370,3913
6463,1035
6390,3297
6476,631
6475,662
6455,1282
6370,3917
6372,3855
6381,3576
6373,3831
6385,3459
4266,3612
6470,826
6381,3585
6373,3833
6397,3088
6370,3932
6390,3310
6381,3588
6454,1332
6379,3657
6455,1301
6452,1393
6376,3748
6462,1082
6463,1057
6379,3661
4276,3315
4246,4245
6372,3876
6386,3442
6381,3596
6462,1092
6381,3602
6455,1308
6460,1151
6460,1158
6380,3637
6374,3822
6393,3233
6385,3481
6476,660
6388,3387
6370,3952
6491,200
6369,3982
6462,1099
6462,1097
6476,663
6385,3484
6451,1438
6373,3863
6447,1568
6379,3674
6452,1411
6373,3860
6488,301
6379,3680
6471,826
6396,3151
6459,1205
6387,3436
6452,1421
6398,3095
6453,1388
6379,3682
6373,3875
6455,1333
6451,1457
4277,3315
6451,1456
2076,6007
6473,773
6463,1082
6368,4027
6369,4003
6380,3661
6397,3133
6381,3629
6460,1179
6387,3449
6398,3107
6453,1401
6454,1370
2160,3413
6462,1127
6381,3637
6370,3978
6453,1411
6380,3674
6376,3796
6376,3795
2138,4103
6485,423
6460,1198
6398,3119
6385,3521
6373,3892
6459,1233
6380,3681
6460,1200
6380,3680
6370,3989
6399,3096
6398,3127
6454,1391
6476,708
6375,3839
6399,3094
6382,3621
6367,4086
6476,714
6476,712
6381,3657
6390,3378
6478,649
6453,1431
6394,3260
6374,3880
6381,3661
6385,3536
6387,3481
2137,4157
2150,3754
6373,3913
6452,1464
6386,3509
6374,3881
6476,726
6452,1470
6387,3484
6373,3917
6393,3296
6370,4009
6376,3823
6489,320
6397,3179
6476,730
6399,3117
6381,3674
6478,665
6456,1354
2083,5843
6451,1508
6399,3119
6454,1414
6473,825
6397,3180
6381,3682
6493,210
6488,363
6381,3680
6491,276
6461,1206
6463,1144
2158,3525
6369,4057
6385,3561
6385,3560
6373,3932
6455,1390
6397,3195
6370,4032
2136,4212
6454,1427
6393,3318
4249,4250
6455,1401
4267,3690
6385,3575
6370,4039
6476,751
6399,3145
6280,6833
6452,1500
6459,1288
6373,3952
6476,766
6396,3246
6473,859
6489,363
6473,858
4266,3738
6455,1414
6456,1390
4255,4085
6397,3222
6380,3748
6369,4089
6370,4058
6453,1488
4285,3166
6374,3944
4285,3167
6460,1277
6463,1184
6465,1122
6483,564
6374,3943
4250,4249
6491,314
6478,724
6369,4103
6462,1219
6373,3978
6463,1187
6487,442
6390,3449
4164,6925
6398,3208
6379,3796
6370,4074
6460,1284
6368,4135
6453,1500
6376,3894
2242,974
6386,3581
6456,1411
6394,3338
6462,1230
6373,3989
6385,3623
6459,1329
2084,5880
6457,1390
6394,3343
6387,3560
6398,3218
6370,4086
6473,892
6387,3565
4275,3501
6462,1239
6463,1208
6455,1456
6367,4183
6385,3624
6394,3351
6476,809
6377,3878
6374,3970
6463,1216
6368,4161
6459,1339
6478,750
6476,812
6476,811
6463,1214
6378,3849
6473,904
6475,849
6397,3267
6390,3484
6396,3297
6373,4009
6379,3823
6387,3575
2162,3480
6390,3481
6397,3264
2260,444
6390,3487
6376,3921
4264,3855
6378,3858
6396,3300
6369,4136
6370,4112
6378,3868
6403,3093
2003,8419
6489,426
2048,7026
6475,858
6455,1478
2048,7027
6462,1265
2010,8207
6388,3564
6386,3626
6473,929
6384,3693
6377,3908
6462,1273
6373,4039
6388,3574
6399,3233
6376,3946
6455,1495
6389,3541
6385,3664
6462,1283
6462,1281
6368,4195
6280,6923
6489,451
2004,8412
6487,512
6489,450
6475,883
6459,1378
6381,3796
6373,4051
2164,3456
2011,8199
4285,3243
6386,3647
6368,4205
6403,3125
2093,5661
2105,5290
6460,1361
6368,4213
6475,895
6459,1390
6460,1366
6462,1303
6403,3131
6399,3261
6379,3881
6391,3509
4278,3476
6391,3508
6476,872
6389,3569
6380,3848
6489,469
6388,3599
6398,3289
4263,3944
6378,3916
6381,3823
6403,3141
6381,3820
4262,3980
2174,3172
6389,3576
2086,5899
6394,3428
6374,4048
6378,3923
6397,3333
6388,3612
6368,4231
6391,3518
6388,3611
6374,4045
6460,1379
6389,3587
6398,3307
6476,887
6374,4056
6390,3560
2152,3864
6373,4086
6389,3588
6462,1332
6386,3688
6489,495
6370,4183
6390,3561
6405,3096
6382,3809
6372,4126
6476,902
6393,3474
6405,3102
6396,3380
6460,1396
6398,3318
6487,558
6473,992
6475,937
6379,3913
6382,3819
6475,935
6399,3297
6399,3296
6403,3172
6460,1405
6491,444
6370,4195
2175,3166
6372,4132
6403,3171
6393,3481
6460,1404
6372,4131
6393,3487
6380,3889
6385,3732
6393,3484
2004,8473
6372,4142
6385,3738
6475,948
6386,3706
4167,6959
6386,3705
6367,4301
6398,3338
6478,858
6372,4143
6385,3747
6371,4181
6382,3839
6393,3498
6491,460
6397,3373
6376,4023
6460,1419
6378,3967
6403,3192
2178,3093
6405,3129
6379,3941
6398,3351
6458,1489
6488,559
6399,3318
6376,4038
6396,3418
6473,1030
6462,1370
6461,1401
6381,3881
6484,687
6397,3384
6407,3081
6475,972
6396,3420
6389,3637
6379,3946
6459,1473
6370,4231
4167,6986
6476,944
6407,3082
6372,4167
6404,3181
6475,979
6465,1288
6489,551
6398,3371
6404,3185
6398,3370
6407,3091
6475,982
6475,988
6374,4119
6403,3219
6391,3590
6476,955
4170,6911
4275,3655
6379,3966
6407,3098
6460,1462
6478,903
6380,3941
6399,3351
6389,3661
6475,1001
2173,3288
4267,3910
6380,3944
6381,3913
6380,3943
6494,416
6487,633
6379,3981
6368,4321
6387,3732
6379,3978
6484,730
6381,3921
2174,3268
6473,1068
6374,4144
6400,3337
6460,1476
6463,1383
2110,5256
6384,3831
6386,3776
6374,4146
6408,3092
6389,3680
6399,3370
6388,3711
6386,3780
6373,4183
6374,4150
6374,4149
6408,3095
2235,1388
6494,436
6380,3970
6462,1427
6393,3565
2160,3718
6404,3223
6478,929
6369,4308
2160,3717
6398,3416
6374,4160
6498,316
6389,3695
2158,3782
6478,935
6463,1399
6388,3724
6476,996
6381,3941
2158,3783
6373,4195
6381,3946
2170,3413
6405,3207
4200,6026
6394,3547
6398,3422
6374,4166
6473,1097
6334,5405
6385,3831
6489,605
6407,3153
6388,3740
6384,3864
6465,1358
2254,825
6379,4023
6381,3966
6408,3129
6396,3501
6475,1052
6378,4057
6462,1453
6403,3282
6397,3475
2158,3809
2011,8368
6491,565
6394,3572
6378,4068
6399,3416
6403,3291
6403,3290
6397,3476
6381,3978
6379,4039
6404,3264
2008,8470
6405,3232
6378,4069
6373,4231
6400,3393
6465,1378
6396,3515
6403,3305
6385,3863
6396,3522
6386,3832
6483,825
6404,3272
6473,1133
6376,4144
6404,3275
6403,3306
6408,3151
6376,4149
6387,3808
6476,1049
4285,3433
6372,4271
6476,1054
2035,7651
6396,3532
6384,3904
6475,1082
6374,4213
6473,1144
6394,3599
6404,3289
6374,4218
6463,1459
6487,714
6380,4038
6410,3107
6397,3509
6380,4042
6390,3732
6374,4228
6378,4103
6489,662
6378,4102
6478,1001
4259,4260
6380,4046
6504,202
6374,4231
2111,5312
6372,4298
6387,3831
6379,4078
6485,792
6408,3179
6493,551
6488,705
6407,3216
2144,4298
6491,617
2265,549
6476,1081
6380,4056
6487,738
6478,1017
2182,3125
6385,3911
2180,3192
4264,4126
6488,716
6408,3196
2158,3876
6399,3474
6407,3233
6399,3481
6374,4255
2236,1459
2145,4280
6404,3323
6374,4260
6402,3392
6374,4258
6385,3917
6396,3576
6374,4263
4260,4259
6491,635
6473,1192
6402,3393
6381,4051
2081,6276
2115,5222
6397,3553
6387,3863
2022,8108
6372,4327
6502,297
6381,4048
6393,3676
6476,1110
6403,3370
6385,3935
6387,3872
6398,3530
6478,1050
2181,3187
6385,3932
6399,3498
6498,435
6476,1116
6388,3850
6407,3261
2179,3254
6386,3910
6489,716
6383,4002
6403,3389
6389,3822
6403,3388
6377,4194
6396,3604
6400,3480
6487,783
6377,4193
6373,4316
4292,3297
6373,4322
2102,5649
4266,4101
6498,451
6381,4078
6487,792
6379,4139
6504,270
6379,4145
6411,3152
6478,1075
6379,4144
2182,3180
4279,3712
6498,460
6379,4149
6390,3808
6397,3590
6374,4303
6407,3280
6408,3248
6374,4302
6476,1140
6468,1387
4293,3282
6473,1239
6478,1082
6379,4157
6403,3413
4292,3318
6386,3939
4295,3222
6380,4124
6385,3969
6408,3255
6403,3417
6378,4191
6397,3601
6330,5684
6476,1158
6396,3637
6398,3574
6376,4255
6404,3387
2174,3450
6504,292
6374,4321
6393,3732
6400,3522
4179,6834
4263,4231
6385,3984
6498,488
6380,4146
6412,3153
6374,4330
6470,1354
6388,3902
6399,3561
6400,3530
6380,4149
6387,3932
6491,708
6473,1265
6404,3403
6502,365
6399,3565
6397,3626
6388,3904
6400,3531
6407,3320
6396,3661
6398,3599
6381,4130
6380,4161
4298,3166
4291,3388
6473,1282
6504,321
6398,3612
6396,3674
6381,4139
6398,3611
6498,510
6408,3300
6475,1222
6390,3863
4267,4138
6491,730
6468,1443
6396,3681
6396,3680
6381,4145
6398,3618
6381,4144
6488,827
6396,3679
2111,5447
6476,1205
6381,4150
6392,3809
6381,4149
6470,1390
6376,4303
6412,3187
6473,1303
6485,931
6387,3969
4275,3903
6381,4157
6385,4032
6378,4249
4182,6795
6385,4039
4182,6796
6411,3231
6381,4161
6411,3230
6502,416
6407,3358
2059,7076
2015,8440
6410,3272
6379,4231
6393,3796
6376,4330
6493,703
6410,3275
6475,1265
4182,6812
4212,5880
6400,3587
6404,3463
6491,766
6498,549
6478,1176
6380,4213
6385,4058
6498,559
6404,3473
6381,4185
2263,773
6381,4184
6397,3688
6473,1332
6388,3967
6404,3478
6498,564
6491,781
6389,3943
6478,1184
6403,3507
6381,4195
6405,3451
6502,444
6475,1279
6388,3975
6389,3944
4182,6831
6416,3113
6379,4260
6416,3112
6489,849
6502,451
6411,3272
2180,3362
6380,4231
6416,3115
6386,4052
6494,703
6489,858
6411,3275
6403,3522
6416,3126
6417,3095
6385,4086
6407,3404
6417,3093
6386,4053
4285,3654
6391,3905
6390,3935
6388,3997
6408,3376
6396,3748
6476,1268
6290,7033
6476,1274
6475,1305
6491,809
6504,406
6387,4032
6384,4124
6475,1303
2157,4090
6478,1216
6485,998
6410,3323
6473,1370
6416,3137
6391,3910
6398,3693
6379,4287
6387,4039
6379,4286
6379,4293
6381,4231
6489,883
6403,3549
2167,3793
2070,6800
2070,6799
4290,3519
6393,3863
4290,3520
6399,3676
6494,729
6397,3736
6487,952
6398,3711
6410,3338
6504,423
6386,4081
6385,4112
6416,3158
6476,1298
6473,1391
6416,3157
6379,4303
6488,923
2170,3711
6397,3751
2174,3590
6414,3223
6403,3564
6475,1332
6413,3254
6488,928
6386,4090
6489,897
6493,773
6380,4275
6411,3321
6489,903
6416,3165
6391,3939
6416,3164
6390,3969
6407,3449
6381,4255
6411,3323
4271,4132
6409,3391
6416,3174
4299,3265
6409,3390
6379,4320
6390,3978
4271,4131
6504,450
6478,1256
6397,3765
2181,3391
6381,4260
6398,3740
6398,3739
6383,4203
6383,4202
6494,768
4215,5881
6388,4053
6488,952
6379,4330
6510,276
2266,766
6388,4057
6382,4242
2152,4302
4182,6906
6387,4086
2152,4303
2174,3621
6512,216
2157,4151
6489,928
6397,3780
6494,773
6510,284
6386,4127
6398,3754
6381,4287
6417,3171
6414,3264
6381,4286
6403,3604
6388,4069
4279,3910
6504,472
6489,937
6399,3732
6389,4042
4179,7014
6393,3917
6380,4320
4301,3233
6388,4071
6417,3172
6414,3272
4182,6928
6389,4046
6389,4045
6407,3487
6489,945
6381,4293
6386,4138
4271,4167
6416,3207
6380,4330
6388,4081
6504,485
6414,3275
6489,948
6388,4079
6381,4303
6410,3403
2189,3180
6400,3711
6385,4183
4273,4117
6389,4056
6513,212
6407,3498
6397,3815
6478,1303
6404,3597
4292,3532
6412,3347
6513,222
6513,227
6386,4164
6390,4039
2173,3692
6416,3232
6513,225
6478,1309
6488,1005
6381,4320
6489,972
6513,235
6418,3180
6396,3860
4182,6958
6513,239
6381,4330
6477,1354
6494,825
6405,3584
6421,3095
6411,3403
6421,3093
6421,3092
6498,705
6397,3836
6487,1053
6494,835
6476,1393
6476,1392
6403,3655
6489,988
6487,1056
6412,3386
6418,3199
6396,3881
6338,5679
6383,4283
6489,1001
6408,3521
6513,266
6396,3892
2154,4326
6393,3989
6398,3833
6403,3678
6386,4205
6389,4119
4270,4272
6510,367
6421,3125
6410,3466
6421,3124
6404,3651
6417,3255
6421,3130
6475,1456
6417,3254
6510,371
6417,3253
6387,4183
6488,1052
2109,5731
6408,3531
6513,283
6513,282
6485,1150
6386,4219
6409,3505
6409,3504
6410,3473
4215,5988
6408,3541
4280,3971
6478,1370
6398,3850
6394,3974
6412,3416
6504,564
6513,284
6397,3887
6412,3422
6421,3142
6513,290
6385,4258
6393,4009
6475,1467
6421,3141
4285,3821
6396,3915
2126,5215
6477,1411
6420,3178
6397,3895
2125,5253
6389,4146
6475,1480
6481,1294
6510,394
6397,3896
6403,3717
6423,3095
2070,6968
6411,3473
2070,6969
6403,3718
6421,3160
6404,3693
6408,3569
6487,1120
6396,3941
2262,1021
6423,3102
6400,3822
6421,3171
6414,3387
6498,783
6513,318
6396,3944
6388,4191
6411,3478
6498,781
4301,3358
6418,3267
6408,3576
6385,4289
6421,3172
6398,3892
6513,327
6498,792
6403,3735
6410,3517
6417,3300
6478,1416
4190,6808
6399,3863
2277,574
4272,4270
6414,3403
6491,1016
6413,3434
6408,3588
6385,4301
6512,364
6405,3681
6512,363
6421,3184
6408,3587
6394,4028
6408,3594
6510,432
6423,3129
6476,1485
6498,803
6398,3902
6498,801
6424,3095
6396,3970
4300,3410
6417,3318
6403,3752
6478,1427
6421,3193
6476,1488
6510,434
2262,1052
4301,3377
6421,3192
6504,619
6400,3850
6487,1150
6513,344
6510,444
6491,1032
2280,499
6400,3852
6400,3851
2258,1183
6411,3517
6396,3981
6425,3082
2071,6985
6510,452
6422,3180
2261,1097
6513,358
4190,6833
6425,3085
6491,1039
6391,4138
6498,821
6398,3928
6397,3959
6398,3927
6498,827
6397,3957
6417,3337
6423,3151
4271,4327
6498,825
6502,708
6421,3219
6425,3094
6396,3993
2180,3615
2116,5599
6403,3775
6388,4240
4190,6847
6403,3781
2179,3651
6390,4183
6389,4213
6272,7840
6517,251
6513,374
6491,1056
6513,373
2194,3192
2098,6167
6425,3107
6403,3789
6410,3572
6513,378
4272,4311
6487,1183
6404,3755
2261,1118
6403,3793
6408,3637
2190,3321
6397,3977
6517,257
6491,1062
4306,3267
6426,3084
6272,7856
4287,3855
6420,3267
6426,3081
6405,3738
6425,3118
6513,390
6400,3892
6513,388
6418,3333
6426,3085
6387,4301
6426,3091
6426,3090
6513,393
6513,392
6403,3802
6400,3902
6417,3375
6489,1143
6426,3096
6426,3095
6426,3094
6396,4023
6491,1085
6494,992
6421,3255
6421,3254
6426,3099
6417,3377
6489,1145
6426,3098
6426,3097
6405,3748
6513,400
6423,3196
6412,3536
6391,4187
6512,436
6418,3349
6396,4038
6424,3169
6426,3107
6411,3572
6414,3478
6513,409
6404,3787
4308,3233
6510,508
6396,4042
6513,414
6517,290
6398,3978
6513,413
6421,3264
6513,412
6510,505
2027,8408
6512,450
6396,4046
6421,3271
6399,3952
6425,3145
6510,510
6417,3393
6394,4105
6391,4205
6510,516
2277,665
6426,3119
4279,4138
6426,3118
6396,4048
2047,7797
6426,3117
6512,451
6513,420
6510,520
6408,3681
6408,3680
6396,4051
6394,4113
6488,1206
6426,3128
6426,3127
6421,3282
6396,4056
6491,1110
6513,434
6396,4066
6388,4314
6513,438
2274,773
6426,3134
6517,312
2253,1426
6513,442
6403,3852
6403,3851
6512,472
6403,3850
6408,3695
6416,3453
6513,446
6403,3855
6416,3452
6502,792
6420,3333
6411,3611
6421,3300
6399,3989
6421,3306
6510,546
6407,3738
6389,4303
6498,923
6410,3651
6389,4302
6412,3589
4308,3275
6426,3153
6393,4183
6498,926
6511,523
6407,3747
6403,3871
4276,4277
6400,3970
6398,4032
6421,3318
6404,3845
6421,3317
6416,3472
6412,3595
6426,3161
6481,1463
6425,3198
6404,3849
6498,934
6489,1219
6399,4009
6417,3450
6513,473
6513,472
6404,3858
6513,479
6494,1068
6389,4321
6504,762
6420,3366
6513,481
6420,3363
6397,4076
2048,7825
6519,301
6512,518
6397,4083
6416,3491
6420,3367
6520,274
6404,3870
6426,3188
6392,4242
6426,3187
6404,3868
6397,4084
6398,4053
6424,3254
6426,3191
6426,3190
6398,4058
6426,3189
6392,4243
6403,3902
6396,4119
6513,492
6504,777
4277,4276
6513,497
6391,4279
6396,4124
6302,7038
6410,3689
6513,503
6494,1090
