award_winner_1,award_winner_2
3113,3914
3135,3235
7357,3427
7357,3426
7336,4077
3119,3732
7364,3214
7364,3213
3136,3210
3223,512
1937,7613
3136,3211
2157,792
1117,266
4192,3249
7337,4059
1078,1479
7357,3437
7435,1019
7341,3933
3223,520
1097,892
1010,3589
7435,1025
4289,247
7357,3442
7358,3410
3119,3748
3121,3686
1025,3127
7358,3409
1025,3128
3132,3349
2161,682
7455,413
3135,3258
7363,3264
7337,4070
7365,3200
3209,969
7340,3982
7352,3609
7341,3950
1093,1030
4163,4162
7363,3267
7341,3949
3139,3140
3136,3235
7369,3086
7358,3427
7337,4077
7337,4076
3109,4077
3209,977
2001,5657
3134,3301
3135,3270
1016,3428
7455,428
7357,3471
7361,3347
7335,4151
998,3992
7350,3685
7453,492
1004,3808
7455,436
7352,3627
3133,3349
1025,3161
1009,3657
1009,3658
7351,3663
7336,4128
7336,4127
3215,811
7352,3638
1000,3940
7342,3947
7429,1250
1994,5895
3140,3139
4192,3295
7350,3702
7364,3267
7346,3825
7350,3701
7348,3770
3136,3270
7346,3830
6367,1411
6369,1348
3132,3396
7332,4270
7358,3464
2054,4048
2084,3117
7455,454
7348,3771
7453,523
6384,892
3141,3125
7357,3503
3117,3868
7358,3471
7357,3502
7455,463
7341,3997
1025,3187
3134,3343
7332,4282
3135,3314
7350,3723
6373,1242
6388,777
998,4027
7350,3728
1940,7597
7437,1035
7352,3670
3216,811
1002,3912
7462,257
4165,4166
4191,3360
7361,3395
3132,3419
7361,3394
7358,3486
3141,3142
3071,5312
6378,1097
7345,3895
2004,5626
7339,4079
6377,1133
7350,3737
7369,3148
3135,3335
3133,3396
7426,1387
7346,3865
6400,423
7336,4182
3134,3369
7365,3282
7335,4211
7444,832
3126,3622
3142,3125
1100,892
7371,3100
3132,3438
7435,1115
6377,1145
3132,3437
7342,3997
7336,4183
7358,3508
7437,1059
7343,3971
3197,1426
3134,3379
3071,5332
2146,1239
7435,1118
8423,3267
7349,3790
3143,3105
8423,3268
3143,3104
5219,4283
2152,1057
7358,3509
7355,3602
2048,4284
6378,1127
7435,1127
3212,969
3142,3141
2082,3233
7357,3550
7455,512
7370,3147
4166,4165
1000,4010
7455,510
7350,3772
7336,4205
3051,5969
7359,3491
7435,1135
3212,977
1937,7734
7437,1072
7437,1078
1097,1010
4167,4143
7360,3463
7366,3277
6385,926
7435,1142
7357,3567
4172,3998
7346,3906
7455,527
3198,1426
1089,1269
2152,1085
7349,3816
7372,3103
3144,3104
3135,3383
3143,3135
3144,3105
3143,3136
1101,903
7371,3144
7367,3268
3137,3327
7367,3267
7348,3855
7429,1350
7457,481
7337,4201
3143,3144
1097,1035
7436,1138
7361,3461
7350,3801
7361,3460
3120,3863
7435,1172
7371,3156
7335,4272
7337,4209
7358,3557
6398,549
7337,4215
3141,3219
7346,3934
7369,3221
7337,4212
6370,1421
7368,3251
7342,4064
1025,3281
7342,4063
6398,559
6377,1210
3142,3192
7342,4062
7342,4061
7372,3138
6398,564
3142,3193
4289,407
7372,3137
7370,3199
7361,3477
3144,3136
7342,4072
6377,1219
3144,3135
3136,3383
7343,4040
7372,3140
7372,3139
3138,3327
6384,1010
3144,3143
6394,698
3134,3458
7342,4082
7359,3555
7361,3492
7373,3120
7369,3251
7428,1421
7437,1142
7342,4087
7352,3777
7371,3186
7338,4215
7467,216
1103,892
1919,8365
1097,1080
7455,593
1032,3096
6384,1025
7335,4311
7353,3763
7452,692
7369,3265
1118,440
7450,753
6302,3580
7371,3209
1117,473
6302,3579
7357,3640
6384,1035
7371,3212
3137,3395
7350,3862
7358,3614
3137,3394
1097,1100
3143,3210
7437,1170
7435,1232
1100,1010
1097,1103
7438,1144
3132,3558
7337,4273
3132,3557
6385,1016
6370,1488
4168,4214
3132,3559
6378,1239
7455,619
3141,3282
7346,3997
7337,4282
6384,1057
3132,3566
7337,4281
7467,257
7437,1187
3132,3567
6370,1495
1025,3352
3134,3512
7442,1034
3134,3511
3143,3235
6373,1411
3135,3482
2061,4008
7356,3705
3143,3236
4170,4171
1100,1035
3138,3394
1002,4074
3144,3210
7354,3770
7346,4018
3146,3147
3138,3395
3133,3553
7350,3900
1122,358
3144,3211
7338,4271
3147,3121
7463,394
1025,3368
1117,516
7352,3842
1025,3369
7352,3841
7429,1454
6384,1080
6373,1421
7361,3560
7339,4242
7455,653
6384,1085
6385,1054
3132,3594
7373,3199
2173,559
1105,899
1031,3194
6411,257
7337,4318
3209,1215
7369,3325
6371,1495
2076,3569
3134,3542
7369,3331
7366,3424
3143,3262
7366,3423
6378,1283
6384,1097
3136,3482
5251,3450
3134,3543
1033,3139
1033,3140
7455,669
7374,3180
3144,3235
2169,692
7435,1288
6384,1100
3125,3826
3146,3178
3143,3270
3147,3146
7455,672
4171,4170
1919,8449
7435,1291
7341,4205
7374,3181
6384,1103
3148,3120
1031,3210
7359,3653
7358,3684
7358,3683
6387,1016
4167,4298
6302,3650
3148,3121
6302,3649
6398,673
1035,3090
3135,3526
5319,1361
7363,3532
7373,3222
3117,4086
1025,3403
7453,740
7372,3251
1920,8428
6384,1118
1009,3901
1100,1080
7452,777
3133,3594
3135,3535
3148,3132
6388,998
1106,899
7372,3259
7346,4072
7467,320
7357,3728
7453,752
7437,1254
7357,3734
7369,3362
6373,1470
1034,3139
3125,3855
6192,7080
3134,3575
1034,3140
7359,3677
1031,3235
7437,1258
7361,3614
1100,1097
3144,3270
7350,3960
7366,3464
6412,270
3147,3178
7435,1324
6384,1135
1103,1010
1100,1103
7359,3685
7342,4211
1019,3616
7437,1265
7352,3900
7360,3651
7442,1116
6385,1115
6378,1332
7341,4247
5319,1390
7361,3625
7374,3221
3134,3593
7371,3319
7364,3536
6373,1488
6373,1495
7375,3199
6385,1124
7462,512
7377,3146
7364,3549
3148,3176
1103,1035
3148,3175
2088,3267
7370,3367
7373,3274
7349,4017
7377,3148
2068,3892
7462,520
7342,4239
3149,3150
7361,3653
7358,3751
7358,3756
4177,4063
7437,1306
3146,3256
6228,6016
3146,3257
7379,3108
6378,1370
3212,1215
7437,1313
7359,3731
7372,3327
7374,3265
6414,257
7369,3427
6378,1380
3148,3206
3148,3205
7370,3400
1031,3299
7453,825
7341,4297
4174,4175
7359,3745
6390,1016
7373,3311
3150,3149
6407,488
3146,3276
1114,731
7352,3960
3129,3805
3072,5572
7376,3222
3146,3277
7344,4212
3223,892
3120,4088
3132,3715
7369,3442
1093,1390
3148,3222
1103,1080
7366,3534
1114,740
1114,741
1035,3190
1035,3191
6387,1120
3147,3257
3147,3256
3125,3938
6387,1118
3143,3383
7361,3699
2083,3474
3142,3418
3126,3914
7375,3267
7467,414
1122,505
3122,4041
7380,3117
3132,3734
7379,3147
1103,1097
7379,3146
7373,3332
7358,3804
7358,3803
1103,1100
6378,1414
3137,3582
3133,3706
3242,330
7435,1421
7350,4055
4175,4174
3147,3277
6384,1232
3151,3152
3147,3276
7467,426
7346,4177
7465,488
3130,3805
1972,6935
3133,3715
7377,3221
7371,3406
3153,3097
3153,3096
6378,1427
6377,1456
3133,3721
1035,3223
3144,3383
7361,3730
3131,3789
6302,3790
6390,1062
7372,3394
7374,3331
3123,4041
3131,3793
7357,3857
7373,3360
4195,3581
2015,5622
6399,792
3146,3332
3130,3828
5266,3145
2095,3145
1925,8415
3135,3672
3133,3734
7379,3178
7372,3395
7467,450
3138,3582
7466,488
7356,3898
3130,3829
7455,828
6398,825
7377,3251
3152,3151
3217,1136
7455,830
7346,4209
7344,4271
6377,1480
8423,3590
7437,1392
3137,3625
6302,3816
7455,839
7350,4094
3148,3285
7374,3349
6390,1085
1114,805
7361,3758
7360,3787
3154,3105
7346,4227
7372,3421
3172,2550
7377,3265
7369,3513
7361,3767
7435,1473
6385,1254
7343,4323
7382,3120
7377,3274
7351,4080
8423,3621
7457,792
7357,3899
7350,4116
1970,7053
7365,3649
7464,579
7350,4113
6384,1291
1105,1106
3232,705
7367,3590
7372,3435
7357,3906
7346,4247
7373,3410
1122,583
7373,3409
3151,3223
3138,3625
1117,743
3209,1428
1117,745
2180,559
7455,876
7453,938
7439,1370
7370,3509
3148,3324
7453,942
7358,3887
3151,3233
1035,3293
3209,1434
6393,1032
7352,4071
1117,752
7361,3799
7360,3830
7373,3427
3151,3234
3030,6985
7467,512
7373,3426
3207,1501
7369,3549
7376,3332
6386,1260
1114,850
7352,4081
7375,3367
7453,948
1035,3302
7462,676
7367,3621
7361,3807
3223,1010
7369,3558
7467,520
4178,4179
7384,3098
7368,3594
7353,4058
7453,956
1122,613
7379,3257
6411,497
7379,3256
7373,3442
7358,3906
7378,3286
7373,3441
3154,3162
7352,4098
3152,3223
4190,3816
7361,3818
7362,3787
2993,8155
7369,3569
7455,903
3148,3349
3154,3163
7310,5397
7358,3909
7373,3444
7360,3854
7369,3574
14618,8227
4187,3910
7369,3573
2084,3569
7437,1464
7358,3920
6412,478
7352,4106
3217,1216
3137,3699
3152,3234
3152,3233
2083,3604
7455,910
7476,259
7358,3917
3223,1035
7370,3551
6404,729
3240,510
6225,6277
7374,3426
3132,3857
7377,3332
4211,3180
7379,3277
7437,1479
3146,3425
7379,3276
7372,3492
7437,1477
7350,4173
3153,3215
6387,1263
2100,3092
7373,3471
3153,3216
7373,3470
4179,4178
1107,1108
4188,3900
7453,988
2100,3096
7453,995
7374,3444
7361,3847
1035,3344
3137,3719
7374,3442
7453,992
7466,589
3154,3194
7369,3602
7466,594
7369,3601
7455,941
7438,1467
7475,320
7349,4225
7357,3976
7371,3549
7473,386
7437,1501
7373,3485
3138,3699
7453,1011
7377,3366
7369,3614
3147,3425
3223,1068
3241,510
7462,729
7367,3674
3155,3181
3154,3211
1107,1133
7455,957
7465,646
3144,3526
6404,768
7370,3590
6228,6229
7359,3936
2101,3095
7382,3222
3223,1080
2101,3094
7357,3996
1035,3374
3233,773
7453,1026
6404,777
7348,4280
3138,3719
3212,1428
2094,3318
7379,3325
2074,3940
7357,4005
7455,966
3151,3323
7357,4011
2074,3941
1012,4096
3212,1434
1117,845
3148,3419
7348,4293
3223,1097
7314,5346
7357,4012
7365,3771
7373,3523
6393,1135
7369,3646
7365,3770
7369,3645
6384,1412
3223,1100
7379,3334
7385,3148
7376,3427
3223,1103
1114,948
7379,3345
7475,369
7468,585
7368,3685
6385,1390
3156,3186
7358,4000
7357,4030
7377,3410
3148,3438
3157,3158
3148,3437
7379,3346
1122,709
1012,4121
7352,4188
7376,3444
3154,3258
7371,3603
1117,871
7374,3509
3154,3262
3152,3323
1114,967
7359,3978
7372,3582
7385,3179
1132,414
5341,1005
3006,7855
6398,1005
1046,3081
6385,1415
6404,825
2034,5224
3156,3209
7385,3180
3156,3212
7372,3590
7357,4053
7373,3557
1118,857
7358,4028
1114,983
7358,4026
7368,3716
3131,3992
4182,4183
3158,3157
7358,4031
3223,1144
7362,3905
5353,653
7352,4226
4206,3445
7365,3821
7360,3976
1035,3445
1046,3107
3218,1312
3154,3298
2074,4010
7457,979
7467,668
6425,202
3148,3486
2989,8415
3161,3085
3161,3084
1041,3269
7457,982
1122,759
6302,4017
7442,1445
6387,1388
7444,1387
7377,3471
7363,3905
3146,3557
7372,3625
3217,1359
7476,400
7369,3716
3154,3314
3131,4027
3036,6972
7455,1057
3154,3313
7369,3722
7370,3691
4183,4182
7374,3566
3159,3160
6407,781
3036,6975
7360,4005
3137,3847
7317,5336
7363,3910
7453,1127
1046,3134
6414,566
7369,3728
7379,3425
6411,665
7318,5315
7357,4106
5330,1411
7373,3614
1035,3484
7369,3737
6387,1411
7369,3736
7368,3767
7378,3464
7352,4270
6416,518
7377,3494
6410,703
3154,3335
1032,3583
7379,3437
7353,4243
7360,4026
7372,3653
7360,4025
6404,893
3147,3557
7372,3652
7352,4272
6404,892
3139,3807
7455,1085
1035,3495
3161,3127
1034,3528
4184,4185
3160,3159
3161,3128
2099,3282
6426,218
3162,3104
1937,8311
7453,1153
3138,3847
7377,3508
7377,3514
7377,3513
7385,3265
7476,444
3143,3696
7377,3519
1122,815
7358,4106
7314,5470
7467,726
7476,447
2077,3981
3141,3764
4187,4109
7385,3274
7374,3614
6412,668
3151,3456
7377,3520
6425,264
7361,4023
7462,892
7357,4146
6412,673
7385,3277
7467,734
7355,4206
3148,3558
3148,3557
7361,4024
7475,497
3148,3559
1122,830
7385,3286
7374,3627
7365,3905
7483,247
7467,742
3156,3316
7476,469
4185,4184
3148,3566
7374,3630
3148,3567
3156,3319
7362,4007
3163,3105
7373,3665
3163,3104
3154,3383
3162,3135
6426,253
7373,3671
1135,440
6412,692
3237,814
7372,3699
7377,3551
3152,3456
7453,1199
7377,3554
6387,1476
7356,4205
4187,4138
2038,5224
6404,947
7385,3311
3154,3397
3162,3154
3161,3187
3220,1360
3079,5731
7377,3567
7354,4280
7467,775
7360,4092
6254,5616
1039,3439
3153,3443
3139,3877
7476,500
3162,3163
7373,3692
3163,3135
7364,3978
6426,288
6403,998
3238,814
7373,3702
7380,3484
7353,4327
7376,3614
3151,3517
1142,259
7373,3705
1117,1035
6404,982
7357,4205
1046,3240
6404,979
1046,3241
7357,4211
3148,3617
1117,1043
7374,3688
6411,773
3163,3154
7356,4244
1035,3589
7357,4212
7384,3375
1114,1141
7385,3349
2011,6104
7383,3410
3163,3162
6398,1183
6240,6080
1114,1148
3140,3877
1118,1025
7385,3357
7361,4100
1046,3261
3143,3791
1114,1153
7374,3704
2029,5556
7357,4230
7357,4229
7385,3360
7363,4049
6407,917
1142,290
7377,3614
7385,3366
7379,3551
3152,3517
7374,3705
7372,3767
7357,4239
7379,3557
3242,731
1039,3490
7358,4212
3148,3647
1141,330
7311,5667
7380,3528
7465,893
7371,3806
7358,4209
7377,3627
7383,3441
4189,4151
7358,4215
3141,3871
3156,3406
3242,740
6400,1150
3242,741
2094,3561
7453,1274
7487,220
7374,3722
1127,773
7383,3442
7365,4007
3163,3194
7357,4254
7365,4006
6412,781
7376,3665
7357,4253
3164,3165
12758,663
7368,3917
7372,3792
7455,1218
2993,8473
7372,3797
7488,200
7377,3647
7475,608
7462,1010
2110,3083
3163,3211
1132,635
1046,3301
7369,3899
7377,3651
3163,3210
7369,3898
3151,3585
7455,1231
7310,5725
6393,1390
3161,3281
3148,3686
7319,5455
7379,3594
7383,3470
3146,3749
7357,4282
3162,3258
7374,3760
3165,3164
7464,969
7374,3759
6390,1495
4206,3662
7370,3888
2172,1183
7462,1035
7387,3360
7370,3887
7390,3266
7365,4040
7390,3265
3163,3235
1041,3480
7465,947
1031,3791
1938,8441
7464,977
3165,3174
3162,3270
3233,1068
3226,1288
3222,1411
7467,892
7451,1387
6411,859
1127,825
7475,642
7377,3687
2179,982
7385,3438
7369,3934
7388,3345
3155,3497
5275,3310
6394,1390
7385,3442
3147,3749
7385,3441
3242,805
7467,904
7358,4282
7365,4065
3020,7689
7372,3847
6414,777
7383,3513
3163,3258
3153,3568
7395,3139
3166,3167
7395,3138
6426,416
3163,3262
7455,1284
6404,1097
7374,3794
7369,3954
7455,1288
3234,1068
7369,3953
6426,418
7363,4138
7476,635
6433,200
6404,1099
7369,3959
6408,982
3227,1288
7382,3553
7462,1080
7310,5791
6407,1016
1118,1135
7472,768
2074,4267
2013,6160
7453,1362
6425,460
3162,3314
2101,3436
7377,3722
7372,3877
7379,3665
6426,440
2108,3223
2036,5455
1122,1023
1046,3379
1031,3846
3161,3352
3167,3166
7380,3637
1114,1275
7462,1100
7462,1097
6404,1127
7366,4073
3242,850
7374,3832
7464,1042
3163,3298
7462,1103
6426,451
6404,1133
7455,1324
7370,3959
6407,1043
6426,454
3162,3335
6414,825
3161,3369
6433,243
3161,3368
6407,1053
7366,4092
6414,835
3163,3313
1118,1172
3044,7001
1033,3807
7476,686
3163,3314
3233,1144
7363,4187
7378,3722
6393,1488
7398,3109
4209,3670
6407,1069
4209,3671
1145,350
2101,3483
7385,3523
1142,447
4213,3549
3156,3549
3163,3335
7466,1016
3147,3830
7476,705
7380,3680
6426,492
3161,3403
1057,3091
7466,1017
7373,3900
4206,3779
7369,4031
7369,4030
7385,3534
3234,1144
1034,3807
7476,712
1994,6815
7466,1028
7384,3569
7397,3166
7379,3728
3162,3383
7467,998
4193,4194
1142,469
2096,3664
7374,3888
1117,1245
7455,1376
3169,3170
6426,505
2043,5311
6426,512
4195,4137
6426,510
3233,1192
2999,8446
1142,479
2169,1411
7397,3181
7467,1010
7373,3924
6426,520
6414,892
7486,425
7377,3804
7379,3749
7376,3842
7376,3841
1118,1232
6421,676
1114,1357
3156,3592
2169,1421
7369,4063
7323,5489
6425,559
6411,992
7369,4060
7455,1394
7476,747
3163,3383
5247,4316
7369,4071
1033,3877
7397,3202
7397,3201
7362,4286
7486,442
4192,4252
7379,3765
7466,1068
3156,3603
3170,3169
3148,3854
4194,4193
2088,3946
7467,1035
7455,1406
7369,4072
1117,1280
7376,3862
7377,3830
12758,856
7379,3767
7369,4077
7379,3766
7381,3704
12758,854
7379,3772
3242,948
1142,511
3163,3397
5261,3892
7395,3274
1142,514
4223,3306
6433,333
1148,330
7373,3960
6424,617
2084,4086
4216,3528
6398,1421
7390,3437
3149,3847
7453,1493
7369,4097
12758,881
7465,1120
3233,1245
1034,3877
7374,3947
2202,440
7373,3977
3242,967
7396,3263
6410,1068
7455,1440
1046,3511
7383,3671
3171,3172
1046,3512
7383,3670
7379,3801
7385,3614
6426,575
3173,3114
3159,3548
3154,3703
7373,3984
1059,3114
7377,3866
3051,6901
7402,3096
7467,1080
7487,460
1118,1291
3240,1046
7372,4024
7394,3342
3242,983
1122,1171
7385,3630
6404,1273
7488,435
7389,3511
7467,1097
7321,5622
7466,1127
6404,1281
7395,3327
1122,1184
7455,1466
7453,1528
4196,4197
1046,3542
3172,3171
7467,1100
3141,4135
7390,3486
1143,537
2116,3141
3160,3548
6414,979
7467,1103
3174,3115
7379,3830
8432,3963
7470,1016
8432,3964
6414,982
1122,1196
7397,3282
3241,1046
1118,1324
7370,4117
1114,1449
6414,992
3146,3996
7374,3997
6407,1206
7401,3167
7326,5489
6404,1303
1142,590
7455,1496
7464,1215
7385,3671
6411,1097
1117,1369
3076,6175
1046,3575
4197,4196
7379,3859
1059,3173
7373,4050
7467,1135
1122,1224
7475,892
3011,8205
7369,4177
6433,425
3162,3526
4221,3470
7385,3691
7487,528
6399,1488
7460,1365
5273,3624
3147,3996
1062,3096
7401,3192
7487,526
7486,564
7476,874
7475,904
3162,3535
3175,3132
2103,3596
7377,3947
3174,3165
2080,4314
7466,1186
6411,1127
6426,662
4198,4199
3165,3453
7379,3893
7330,5410
7395,3395
7385,3705
6404,1348
7395,3394
1117,1408
7374,4050
3175,3148
4227,3308
7373,4087
3166,3432
7380,3868
7390,3558
7404,3130
3163,3526
3166,3433
6411,1144
4223,3435
7373,4088
6228,6822
3171,3282
7465,1242
7394,3442
7390,3566
3164,3501
1122,1268
3176,3132
3163,3535
6404,1370
7378,3942
6412,1120
7395,3421
7476,909
5266,3887
6410,1192
3177,3113
7401,3243
3177,3112
4199,4198
7371,4171
7465,1257
3175,3176
3171,3300
3261,510
7374,4077
3176,3148
3240,1166
7406,3096
3239,1201
1153,330
3236,1294
2105,3587
6426,705
7377,3999
3028,7743
2105,3588
7405,3130
3172,3282
12758,1021
3177,3126
3165,3501
3242,1114
7377,4000
7467,1216
7389,3634
6414,1090
7379,3942
7379,3949
7470,1127
6435,444
7383,3824
7385,3760
1122,1309
7377,4014
6404,1409
7379,3950
6414,1097
7376,4050
6404,1414
3176,3175
1142,696
7374,4109
6426,729
7312,6038
7499,241
7381,3899
7396,3433
12758,1048
7396,3432
1141,731
3241,1166
7375,4082
6199,7777
2099,3802
3156,3806
1142,705
3242,1141
7475,992
7376,4059
1141,740
1141,741
7369,4282
7373,4158
3155,3845
3242,1148
7397,3418
1117,1490
3006,8468
3242,1153
6414,1127
2109,3510
7466,1281
7375,4109
7400,3334
2025,6116
7379,3984
1144,662
5372,664
7406,3145
3178,3146
7369,4299
7373,4175
7395,3492
7379,3988
7373,4174
3178,3147
7405,3180
7379,3986
7486,676
7397,3433
7379,3996
7499,276
6196,7900
4210,3935
6411,1239
6430,649
7373,4191
7476,997
7373,4189
7373,4188
2113,3413
1122,1366
7377,4070
1142,747
7369,4317
6426,781
7476,1006
1041,3882
7379,4011
6404,1467
4214,3827
3177,3207
3162,3672
3232,1501
4202,4203
4220,3645
7399,3401
6411,1261
6425,827
4215,3801
1039,3952
7377,4081
7385,3832
4297,1260
4317,640
7373,4209
7399,3402
6431,642
7486,710
7377,4089
7409,3103
7409,3102
6410,1303
1154,400
7377,4092
1141,805
8432,4165
8432,4166
7499,314
6411,1281
7475,1065
7495,444
7499,320
7409,3115
3177,3232
6431,664
5353,1312
3148,4133
1122,1405
3163,3672
4203,4202
2085,4327
3179,3180
3182,3087
3259,705
6426,835
7314,6074
7405,3253
1041,3931
7373,4244
2099,3903
3240,1299
7399,3444
7476,1057
7464,1428
7496,436
7375,4187
6426,837
7464,1434
1135,1025
6433,624
1151,532
7377,4133
3165,3636
3171,3450
7402,3363
7373,4261
7385,3888
3163,3703
7404,3306
7465,1415
2086,4321
1141,850
7476,1072
3183,3087
4204,4205
3183,3086
3180,3179
7409,3153
6431,703
7392,3679
7377,4151
3181,3155
7466,1390
7465,1421
7499,367
3260,705
7379,4093
6433,650
3241,1299
3011,8429
7504,216
7407,3222
7390,3756
6435,592
3175,3349
3178,3256
7385,3909
7379,4094
3178,3257
7409,3170
7409,3169
3242,1275
7375,4229
7476,1097
7379,4104
6446,257
7383,3985
6411,1348
7375,4230
1151,571
7405,3306
7412,3089
1143,820
7395,3615
7412,3088
7383,3986
7374,4272
6426,892
3178,3276
4205,4204
2125,3151
6423,982
7373,4300
1068,3151
7395,3625
1068,3152
3178,3277
7468,1360
7374,4274
7323,5854
3166,3654
7467,1394
7378,4153
6433,680
6433,687
7377,4189
3176,3349
6414,1273
7406,3296
1154,500
5273,3881
4213,3978
1132,1183
3080,6332
6435,633
1142,874
7394,3670
7381,4072
7404,3365
7412,3121
1144,821
7412,3120
7398,3554
1143,853
7406,3312
7395,3653
7476,1142
3171,3522
7406,3311
7467,1419
3182,3183
7410,3185
7377,4215
7344,5237
7386,3934
7374,4311
7396,3629
7393,3722
7412,3133
7406,3317
3240,1396
7476,1154
7465,1495
2035,5984
7384,4003
3166,3694
1135,1118
2099,4003
7316,6118
7377,4226
7495,567
7398,3574
3175,3419
6433,726
3165,3731
3174,3452
7408,3267
3177,3361
1142,909
1052,3700
3174,3453
7411,3180
7499,452
7405,3365
7411,3179
7412,3148
6426,946
6446,325
3172,3522
1957,8419
4207,4208
1141,948
1148,731
7396,3654
1151,639
3183,3182
4225,3649
4230,3494
3242,1357
3165,3744
6430,835
3175,3437
7379,4183
7379,4182
2211,555
7470,1368
7402,3476
3175,3438
1148,740
7383,4064
1148,741
7383,4063
2204,773
1068,3223
1142,929
3241,1396
7396,3664
7488,812
3167,3694
6435,692
7395,3699
1141,967
6414,1348
3176,3419
2113,3604
1068,3233
7317,6121
1068,3234
3187,3085
3187,3084
4215,3988
7397,3649
3174,3491
7397,3654
6412,1421
4208,4207
7377,4273
7493,677
3184,3185
1141,983
7476,1210
7320,6046
6426,992
7486,899
1135,1172
3176,3438
7379,4215
3176,3437
7390,3883
6433,781
7412,3199
7379,4229
7412,3206
4307,1157
7377,4290
7412,3205
7407,3360
6426,1002
7388,3953
7384,4076
7495,635
7407,3362
7402,3524
7488,858
7496,608
6426,1010
7415,3118
7499,521
7406,3403
6448,333
6431,860
7377,4300
7488,859
6431,858
7385,4059
7320,6074
7412,3222
3185,3184
3186,3156
7412,3220
3187,3127
7475,1273
3188,3095
7397,3690
3187,3128
1145,896
7412,3229
1148,805
7412,3228
6426,1025
6426,1032
7377,4318
7335,5624
6426,1035
7476,1258
7344,5350
7388,3986
7395,3767
7378,4294
6433,820
3178,3425
1072,3177
7409,3336
1075,3086
6425,1079
4212,4146
6431,892
3165,3835
2098,4144
6426,1046
3174,3555
3242,1449
1135,1232
3189,3095
4241,3249
7387,4026
3177,3469
7389,3970
3187,3161
1142,1019
6452,247
3177,3472
7488,904
7379,4282
6426,1057
7390,3948
7406,3450
6448,380
6426,1062
7412,3264
1068,3323
7395,3797
7412,3274
6435,792
7385,4109
7407,3427
6431,915
1148,850
2219,416
3186,3209
3186,3212
7327,5910
3190,3090
7386,4088
6426,1080
3171,3678
3175,3557
7344,5388
7395,3807
7404,3528
7489,892
7476,1295
3175,3559
7484,1054
7407,3441
3175,3558
7412,3285
6452,276
7476,1306
7403,3569
7407,3444
5295,3378
7409,3380
6426,1085
7315,6294
7417,3132
3175,3567
7396,3790
3175,3566
7406,3478
7491,849
6428,1034
7504,444
7385,4133
6426,1100
6426,1097
7397,3771
7397,3770
6426,1103
1050,3919
7417,3148
7326,5976
7383,4209
7496,705
3172,3678
1153,731
1142,1072
1135,1291
3191,3090
6417,1390
3176,3558
3176,3557
7405,3528
7412,3311
7316,6294
6430,992
3176,3559
7385,4153
3188,3189
7407,3470
6433,896
1153,740
7486,1028
7383,4221
1153,741
