nominated_for_1,nominated_for_2
6367,2418
3077,6106
6376,2146
6433,379
5218,5275
6381,1990
6388,1773
3236,1182
6375,2174
6374,2205
6383,1926
6370,2336
6390,1716
6387,1809
6374,2212
6375,2179
6381,1993
6387,1806
6376,2147
6385,1868
6374,2209
6389,1751
6370,2340
6375,2185
6370,2339
6387,1812
6370,2338
6376,2152
6367,2431
6385,1873
6374,2214
6392,1656
1143,536
6387,1810
6382,1965
6390,1717
6395,1569
6389,1755
6375,2188
6392,1661
6374,2219
3249,788
6385,1877
6396,1535
6389,1752
6392,1665
6387,1819
6381,2005
6381,2011
6379,2073
6381,2010
6369,2382
6375,2196
6397,1513
3192,2566
6381,2008
4243,2751
6375,2201
6367,2448
6389,1766
6376,2169
6380,2044
6373,2261
6381,2013
6396,1548
3082,5980
6397,1516
6373,2260
6379,2074
3193,2538
3208,2076
6382,1987
6394,1615
6373,2266
6368,2421
6370,2358
6396,1551
3249,806
6387,1837
6376,2178
6375,2209
6394,1619
6392,1681
6385,1898
6379,2084
6384,1929
6379,2083
6433,408
6381,2027
6379,2088
6373,2274
6372,2304
6372,2303
6388,1814
6376,2185
6380,2061
6396,1564
6380,2059
6373,2283
6385,1911
4271,1908
6379,2096
4142,5908
6375,2219
6433,421
6396,1567
6385,1908
6387,1846
6368,2442
6369,2411
6392,1698
3219,1755
6383,1976
6374,2255
5308,2531
6397,1540
6381,2036
6433,424
6379,2098
6379,2105
6374,2260
6380,2074
6384,1949
6388,1824
6370,2382
6384,1948
6392,1699
6374,2257
6396,1582
6379,2109
4265,2106
6370,2387
6369,2418
6373,2294
6375,2232
6386,1891
6374,2262
3269,215
6374,2261
6381,2044
6397,1548
6322,3873
6378,2144
6387,1865
6380,2082
4282,1584
6379,2111
6381,2049
6387,1862
6389,1806
6381,2054
6375,2240
6387,1868
6392,1713
6373,2302
6373,2301
6433,441
6380,2084
6397,1556
6370,2393
6379,2121
6369,2431
8466,2953
6378,2151
3201,2332
2145,2303
6373,2304
6370,2397
3223,1652
6385,1939
6378,2156
6387,1877
6397,1567
6372,2342
6373,2310
6370,2403
6385,1937
6398,1534
6375,2246
6370,2408
6392,1726
2170,1534
5312,2435
3208,2126
6375,2257
6373,2319
6378,2164
6372,2349
6380,2100
6397,1572
6388,1851
6390,1796
6397,1578
6381,2074
6385,1949
6381,2073
6372,2352
6373,2321
6385,1948
6392,1738
6393,1707
6372,2358
8468,2919
3208,2135
6370,2418
4267,2074
6375,2262
6389,1828
6384,1990
6373,2331
6372,2362
6369,2455
6381,2083
1097,2044
6379,2144
6388,1864
6374,2304
6398,1560
6396,1622
6373,2335
6388,1869
6370,2427
3208,2143
6390,1806
6416,1000
3202,2332
6369,2456
6381,2084
6379,2146
6387,1898
6370,2432
6397,1595
6376,2246
6373,2338
6370,2431
6379,2152
6397,1594
6393,1717
6371,2399
6374,2306
6373,2336
6381,2088
6399,1537
6394,1691
6380,2125
6433,482
6372,2373
6396,1629
6374,2310
6392,1752
6394,1696
6381,2098
6372,2375
6392,1755
6370,2437
6381,2096
6372,2382
5296,2969
6397,1606
6376,2257
6374,2319
1153,329
6380,2132
6373,2349
6395,1666
6379,2162
6370,2441
6374,2317
6386,1952
6399,1549
6379,2169
4245,2787
6387,1919
6381,2105
6376,2266
6396,1646
6389,1862
6383,2048
6373,2358
6433,498
5331,1893
3079,6166
6372,2388
6381,2109
5339,1642
6382,2077
6433,496
6390,1829
6382,2084
6374,2331
6385,1990
6370,2455
6379,2175
6370,2454
6385,1989
6389,1865
6379,2174
6375,2298
6375,2304
6397,1622
6372,2396
6379,2179
6369,2489
6380,2147
6378,2209
6382,2085
3192,2673
6378,2216
6368,2526
6400,1534
6375,2309
6396,1657
6367,2561
6378,2219
6395,1692
6372,2405
6388,1909
6382,2095
6396,1661
1090,2306
6381,2125
6374,2342
6389,1877
6375,2310
6372,2403
6372,2410
6398,1603
6385,2006
6367,2564
6385,2005
6397,1633
6372,2408
6442,238
6369,2501
6368,2531
6375,2314
6390,1849
6375,2321
6367,2569
6387,1949
6370,2476
6385,2011
2145,2377
6373,2382
6368,2537
6400,1545
6387,1948
6385,2008
6381,2132
6379,2194
3270,271
6379,2201
6368,2542
6372,2418
4246,2787
6393,1765
6384,2044
6379,2199
6367,2570
6397,1646
6373,2390
6390,1862
6379,2203
6374,2358
6396,1676
6400,1552
5367,806
6374,2357
6389,1892
6378,2233
5340,1644
6379,2209
6374,2364
6381,2147
6380,2178
6385,2023
6381,2146
6370,2487
6381,2144
6396,1679
6374,2368
6379,2212
6376,2304
6373,2397
6400,1560
6370,2489
6433,536
6373,2403
6379,2216
6391,1844
6384,2061
6398,1626
2170,1624
6391,1842
6390,1873
6397,1656
6381,2152
4161,5443
6401,1537
6387,1970
6371,2466
6375,2342
1079,2681
3193,2682
6402,1512
6376,2317
6381,2161
6373,2408
4275,1911
6370,2508
6396,1702
6375,2352
6385,2042
6374,2382
6402,1514
3235,1389
6391,1854
6402,1513
8469,2979
4326,334
6388,1954
6379,2233
6402,1520
6374,2387
6381,2169
6392,1828
6388,1952
6389,1920
6396,1703
8468,3006
6380,2206
6381,2175
6397,1679
6381,2174
6374,2391
1100,2044
6385,2049
6399,1615
6374,2390
4147,5890
6396,1707
6375,2358
6373,2427
6367,2613
5315,2456
6379,2240
6393,1806
6372,2457
6381,2178
6367,2611
6390,1898
6368,2580
6387,1990
6396,1711
6375,2362
6372,2455
6372,2462
6373,2431
3269,349
6374,2397
6399,1622
6372,2459
6373,2435
6375,2373
6376,2342
6372,2466
3093,5809
5307,2712
6389,1938
6374,2402
6373,2433
6392,1843
6396,1726
6370,2532
6374,2408
6383,2128
6388,1973
6390,1911
6375,2375
6382,2158
6373,2437
6381,2188
6379,2257
6397,1699
6401,1575
6374,2411
6381,2194
6384,2101
6387,2008
6392,1853
6379,2255
6397,1697
6370,2534
6373,2441
6392,1852
1099,2096
6400,1603
6384,2099
6387,2006
6381,2199
6375,2385
6379,2260
6369,2568
6375,2382
3236,1389
6433,591
6381,2203
6367,2637
6384,2110
6380,2233
6393,1829
6368,2604
6374,2418
6369,2572
6379,2262
6402,1549
6372,2479
6372,2486
6393,1835
6373,2455
6372,2485
6373,2454
6401,1586
6370,2547
6379,2268
6375,2391
6396,1740
4242,2977
6399,1646
6380,2241
6374,2427
992,5428
6398,1682
6387,2023
6392,1868
6381,2209
6397,1713
6373,2457
6372,2487
6379,2270
6400,1626
6442,324
6368,2618
6374,2432
4267,2212
2145,2457
6381,2214
6367,2648
6400,1624
6401,1593
6382,2181
6385,2088
6381,2212
5300,2961
6397,1722
6392,1877
6402,1567
6374,2435
6400,1628
6382,2186
6381,2216
6403,1534
6398,1689
6382,2185
6375,2402
3192,2773
6402,1572
6385,2099
6376,2378
6375,2408
4242,2996
6385,2097
6385,2096
6374,2437
6382,2189
6394,1824
6378,2320
6390,1948
6401,1606
6385,2101
6402,1573
4271,2099
6376,2385
6397,1734
6373,2478
6390,1950
6394,1826
6370,2570
6373,2476
6370,2569
6390,1949
6387,2042
6370,2576
6380,2266
3082,6198
6416,1149
6446,219
4243,2977
6385,2109
6381,2233
6373,2480
6375,2418
6373,2487
6374,2456
6382,2208
6367,2673
6433,627
6389,1990
6373,2486
1157,341
6382,2206
6367,2671
6393,1865
6400,1647
6368,2646
6385,2119
6369,2615
6373,2491
6379,2304
6401,1622
6403,1560
1151,531
6369,2613
6373,2489
6370,2582
6389,1993
6393,1868
6381,2240
6401,1620
4260,2456
6378,2340
6370,2588
6367,2681
6397,1751
6388,2029
6379,2308
6384,2152
6395,1811
6397,1748
6389,2003
6404,1538
5311,2652
6442,359
2169,1748
6401,1629
6259,6031
6397,1752
6396,1783
6402,1597
6369,2627
6379,2317
6381,2255
6401,1634
6378,2346
6374,2470
4326,421
6369,2631
6379,2321
6402,1608
4279,1884
6373,2506
6396,1793
6402,1606
6379,2319
6381,2257
3201,2535
6372,2535
6402,1605
1133,1107
6404,1550
6371,2573
6376,2418
6374,2480
6375,2448
6398,1735
6396,1796
6374,2478
6404,1548
3258,772
6392,1919
6373,2508
6381,2260
6369,2639
6446,252
6402,1615
6401,1646
6399,1707
6380,2296
1103,2044
6375,2450
6372,2543
6378,2357
6392,1923
6402,1613
6394,1861
6384,2178
6382,2240
6385,2147
6400,1682
6446,256
6375,2456
6385,2146
5308,2766
6375,2455
6404,1556
6390,1990
6379,2331
6442,377
6404,1555
6397,1772
6372,2547
6390,1989
6385,2144
6375,2454
5224,5368
6399,1717
6374,2491
6370,2615
6387,2088
4258,2552
6402,1622
6370,2613
6374,2489
6400,1689
4286,1688
6380,2308
6368,2680
6367,2711
6396,1812
1075,2924
3187,2989
6379,2338
6385,2152
6375,2462
6400,1694
6387,2097
6380,2312
6379,2342
6369,2652
6394,1877
6396,1822
6373,2535
6387,2101
6379,2349
3258,794
6404,1573
6373,2534
6403,1603
6372,2564
6389,2037
6402,1633
6380,2315
6396,1819
6371,2594
6390,2012
6389,2043
6374,2508
6380,2321
6379,2352
6389,2042
6373,2538
6368,2692
6373,2536
6376,2443
6372,2567
6382,2257
6389,2040
3202,2535
6379,2357
6402,1644
6375,2480
4250,2820
6385,2169
979,5916
6448,215
5318,2478
6385,2175
6373,2547
6392,1957
6370,2639
6401,1678
6374,2515
1097,2261
6372,2576
6402,1646
6406,1522
6388,2080
3192,2854
6379,2358
6403,1614
6379,2364
6390,2023
6397,1806
6396,1837
6385,2178
6367,2735
1099,2204
3192,2858
6375,2486
6367,2741
6402,1656
6404,1594
6380,2338
992,5523
6397,1810
6369,2678
6372,2585
4284,1778
6397,1809
6375,2491
6380,2335
6381,2304
6381,2310
6378,2403
6372,2588
6403,1626
6402,1657
6381,2308
6379,2377
6370,2656
4289,1630
6383,2252
6394,1911
8473,2993
6379,2375
6395,1878
6386,2157
6368,2715
6402,1661
6401,1699
6373,2567
6387,2133
6383,2257
6374,2536
6397,1822
6400,1729
6387,2132
6385,2194
6404,1605
6374,2535
6381,2317
6374,2534
6370,2658
6372,2595
6385,2199
6399,1765
6370,2663
6381,2321
6390,2042
6373,2569
6372,2599
6379,2382
6401,1707
6372,2606
6374,2543
6370,2667
6372,2605
6375,2512
6404,1613
6375,2511
3192,2882
6400,1735
6387,2138
6397,1828
6389,2083
6406,1556
6448,254
6381,2331
6376,2486
6374,2547
6406,1555
6387,2144
6388,2113
3216,2139
6402,1678
6368,2732
6387,2143
3192,2886
6392,1987
6379,2390
6373,2576
6370,2669
6384,2235
6386,2180
6379,2397
6448,258
6389,2086
6373,2582
6368,2736
6387,2147
6397,1837
6396,1868
3190,2952
6405,1588
6372,2611
6400,1750
6381,2338
6376,2493
6396,1873
6433,725
6386,2182
6401,1716
6385,2212
6389,2088
6442,445
6373,2591
6381,2342
6397,1846
6372,2621
6370,2683
6396,1876
6398,1814
6385,2216
6370,2681
6373,2588
6379,2402
6382,2316
6372,2626
6374,2564
3192,2900
6367,2780
6369,2718
6379,2408
6448,269
6373,2593
6369,2716
6382,2313
6392,2003
6408,1514
6448,273
6406,1575
6402,1699
6379,2411
6381,2349
6396,1884
4263,2470
6379,2410
6375,2534
6394,1945
6433,736
6386,2200
6387,2169
6368,2757
6430,835
6396,1889
6392,2012
6382,2322
6389,2105
6402,1702
6381,2352
6367,2793
6404,1646
6396,1894
6389,2111
6373,2606
6381,2358
6381,2357
6375,2543
6408,1520
6389,2108
6379,2418
6407,1550
6399,1805
6378,2455
6393,1990
6397,1865
6375,2547
6406,1586
6393,1989
6402,1709
6387,2174
6373,2615
6383,2305
6393,1994
3213,2268
6373,2613
6390,2086
6387,2179
6381,2364
6397,1868
6403,1682
6407,1558
6399,1806
6402,1713
6403,1689
6374,2588
6385,2246
6404,1657
6446,355
6404,1656
6448,291
6402,1717
6367,2809
6381,2375
6380,2406
6397,1879
1082,2801
6369,2746
6408,1537
6406,1599
6389,2126
6374,2591
6397,1877
6402,1722
6396,1908
6442,482
6395,1938
4167,5471
6376,2534
6372,2658
2056,5380
6402,1727
6390,2099
6382,2347
6381,2378
3208,2435
6448,300
6381,2377
6396,1911
6390,2097
6374,2593
6382,2352
6397,1887
6409,1514
6374,2599
6381,2382
6446,366
6375,2567
6406,1606
6409,1513
6392,2040
5224,5479
6390,2101
6373,2628
6442,489
6396,1915
6399,1829
6374,2603
6367,2820
6372,2664
6378,2478
6392,2044
6381,2385
6397,1889
6373,2633
6396,1919
6381,2391
6374,2608
6400,1802
6373,2639
6402,1740
6381,2390
6397,1894
6382,2358
5218,5674
6375,2581
6406,1620
6387,2209
6372,2673
6385,2270
6379,2456
6406,1619
6389,2146
6401,1774
3196,2823
6379,2455
6378,2485
6380,2423
6379,2454
6373,2640
6388,2182
6396,1934
6404,1686
6375,2585
6374,2615
6372,2676
6369,2769
6384,2304
6381,2397
6405,1652
6406,1621
6398,1869
6400,1814
6383,2341
3192,2956
6372,2681
6381,2402
6375,2588
6402,1751
4279,2029
6384,2308
6372,2680
6382,2369
6373,2648
6372,2679
6380,2431
6389,2152
6379,2462
6369,2772
6383,2344
6448,329
6374,2622
6396,1940
6397,1908
3278,295
6374,2628
6403,1729
6382,2380
6381,2410
6373,2658
6406,1634
6381,2408
6397,1919
6369,2787
6379,2476
6376,2569
6370,2755
6396,1949
6369,2786
6400,1824
6369,2785
6404,1699
6372,2691
6375,2605
6373,2667
6381,2418
6387,2232
6379,2480
3192,2971
6388,2200
6372,2696
6404,1703
6374,2633
6397,1920
6392,2075
6399,1865
6442,531
6374,2639
6373,2669
6408,1584
6406,1646
6375,2606
6389,2179
6379,2489
6375,2613
6381,2427
6448,349
6376,2581
6399,1868
6369,2798
6387,2240
6385,2302
1100,2296
2138,2885
6392,2084
6375,2611
6379,2486
6402,1780
6380,2462
6381,2431
6390,2152
6446,415
6388,2213
6379,2491
6416,1344
6409,1567
6375,2621
6373,2683
6404,1722
6384,2342
3278,322
6385,2310
6406,1659
6373,2682
6392,2093
6408,1597
6400,1844
6404,1719
6404,1726
6398,1912
6374,2656
6383,2376
6442,547
6385,2314
6402,1786
6396,1972
6381,2437
6410,1537
6392,2095
6369,2815
6375,2629
6394,2040
6379,2505
6374,2658
6381,2441
6375,2627
6406,1665
6375,2626
6394,2037
6375,2633
6402,1796
6387,2261
5312,2817
6372,2725
6392,2105
6367,2880
6408,1608
6376,2599
6379,2506
6384,2358
6380,2482
6389,2203
6369,2823
6379,2513
6401,1831
6408,1613
6376,2605
6372,2728
6389,2201
6395,2015
3223,2044
6380,2486
6367,2889
6381,2455
6393,2083
3197,2853
6381,2454
6372,2732
6404,1740
6376,2608
6408,1615
6392,2111
6413,1460
6400,1869
6376,2613
2056,5459
6410,1558
6389,2209
6370,2798
6381,2457
6390,2178
6381,2456
6393,2084
6367,2890
6385,2332
6448,379
6401,1843
6409,1595
6373,2711
6375,2649
6385,2338
6381,2462
6369,2834
6370,2802
6374,2678
6451,291
6376,2615
6389,2219
6382,2436
6402,1816
6385,2342
6397,1970
6374,2682
6404,1752
6399,1907
6409,1597
6404,1751
6385,2340
6374,2681
6394,2061
1079,2989
6266,6029
6404,1758
6372,2750
6380,2501
6408,1633
6399,1911
3192,3026
6399,1910
6384,2375
6396,2010
6370,2816
6380,2506
6385,2350
6370,2815
6406,1699
6409,1606
6392,2133
4280,2070
6379,2535
6402,1822
2174,1820
6372,2751
6375,2658
6408,1642
6402,1828
6398,1952
6367,2912
6380,2509
6378,2570
6372,2755
6375,2662
6396,2011
6394,2073
6393,2111
6375,2669
5337,2078
6370,2823
6387,2296
6398,1954
6387,2295
6385,2357
6396,2015
6381,2480
6369,2852
3233,1766
6381,2487
6373,2735
6374,2704
6381,2486
6371,2796
3198,2853
998,5518
6379,2547
6369,2857
6372,2764
6401,1865
4257,2792
6391,2174
6374,2701
6368,2894
6406,1716
6372,2770
6381,2491
6409,1622
6387,2304
6381,2489
6386,2334
6404,1776
6411,1558
6402,1837
6385,2364
6370,2829
6401,1868
6375,2681
6411,1564
6397,1998
6376,2649
6433,882
6370,2835
6408,1656
6407,1687
6385,2368
6387,2306
6397,2003
6385,2375
2039,6027
6448,421
6394,2095
6369,2870
6368,2900
6402,1846
6382,2466
6374,2719
6379,2564
6407,1696
6400,1912
6380,2532
6404,1788
6448,424
6374,2718
6409,1633
6369,2873
6398,1973
6386,2345
4271,2375
6379,2569
6433,894
6367,2940
6412,1545
6397,2010
6381,2506
6379,2568
3192,3059
3283,238
6379,2567
6389,2257
6401,1884
6405,1760
6369,2883
6367,2944
6389,2262
6382,2479
6411,1580
6370,2850
6389,2261
6396,2044
6372,2787
6385,2391
6408,1678
6454,252
6381,2515
6409,1646
6385,2390
6401,1894
6381,2513
6372,2792
6412,1552
1154,711
6411,1582
3223,2108
6396,2054
6402,1868
6392,2178
6454,256
6446,504
6372,2798
6389,2270
6369,2890
6408,1681
6373,2766
6378,2610
6369,2889
6399,1959
4178,5273
6402,1865
6376,2671
6370,2857
6402,1872
1079,3042
6404,1809
3192,3075
6392,2179
3258,1031
6367,2961
6392,2186
6392,2185
6379,2588
6376,2681
6386,2371
6396,2061
1005,5341
6387,2339
6374,2741
6393,2152
6387,2338
6368,2933
6373,2777
6376,2683
6402,1877
6387,2342
6388,2318
6381,2535
6404,1822
6396,2070
6389,2287
6385,2411
6370,2876
6385,2410
6372,2813
6381,2534
6375,2720
3284,238
6379,2594
6396,2074
6381,2538
6368,2941
6402,1887
6389,2290
6387,2352
6379,2599
1110,2099
5395,334
5312,2907
6387,2350
6379,2605
6400,1954
6381,2543
6387,2357
6389,2295
6367,2977
6404,1830
6370,2883
6433,930
6396,2077
6392,2201
6389,2294
6403,1859
6400,1952
6372,2820
6380,2572
6402,1889
6379,2602
6372,2819
6409,1679
6384,2454
6382,2516
6381,2547
6372,2826
6399,1989
6396,2082
6446,531
6368,2949
4179,5273
6393,2173
6374,2762
6367,2979
6373,2793
6370,2885
6368,2947
6385,2427
6403,1869
6368,2954
6388,2334
6379,2613
4280,2145
8408,5251
2169,2049
6373,2798
6393,2178
6387,2364
6392,2209
6396,2085
6404,1837
6374,2766
6392,2208
6396,2084
3213,2455
6402,1897
6375,2734
6383,2493
6396,2090
6387,2369
6385,2431
6373,2802
6408,1717
6389,2306
6374,2770
6389,2304
6399,1994
1118,1868
6379,2621
6402,1908
6404,1846
6448,482
6408,1722
6372,2838
6380,2589
6396,2098
6380,2594
2182,1658
6388,2345
6402,1911
6400,1973
6408,1724
6387,2375
6398,2034
6378,2654
6394,2158
4291,1814
6392,2219
6375,2746
6374,2777
6372,2846
6409,1699
6380,2597
6368,2969
6398,2038
6396,2100
6375,2750
6413,1572
6414,1548
6379,2633
6372,2850
6399,2012
6373,2818
6374,2787
6397,2074
6371,2880
4268,2538
6374,2786
6381,2569
6373,2816
3278,459
6374,2792
6404,1862
6448,498
6368,2978
6415,1520
6393,2202
6372,2853
4262,2725
4255,2942
6385,2448
6374,2789
6381,2572
6369,2944
6388,2355
6397,2076
6385,2455
6410,1680
6414,1556
6392,2237
6375,2764
6370,2919
6414,1555
3222,2201
6379,2639
6375,2762
6394,2173
6372,2855
6411,1646
6378,2669
4284,2048
6390,2304
6373,2830
6380,2613
6401,1962
6381,2582
6368,2985
6370,2923
6384,2489
6385,2458
6374,2798
6390,2302
6381,2581
6409,1713
6373,2829
6385,2456
6369,2952
6397,2084
6373,2835
6412,1626
6369,2958
6396,2121
6367,3020
6385,2461
6389,2337
6390,2306
6397,2088
6396,2119
6375,2770
6381,2591
6368,2994
6415,1537
6403,1909
1158,661
1090,2769
6396,2125
6380,2621
6367,3024
6389,2342
6408,1752
6368,2992
4265,2648
6408,1751
6381,2588
5356,1596
6397,2099
6382,2564
1152,851
6379,2656
6380,2625
6385,2470
6403,1912
6381,2594
6370,2935
6381,2593
3244,1537
6404,1886
6381,2599
6374,2816
6392,2257
6396,2133
6388,2381
1097,2561
6372,2876
6396,2132
6404,1884
6387,2411
6401,1976
6373,2844
6374,2820
6415,1549
6381,2603
6411,1673
6370,2944
6385,2478
6381,2602
6384,2509
6373,2850
6409,1734
6415,1548
6392,2261
6375,2787
6397,2105
5350,1793
6375,2786
6385,2476
6380,2631
6378,2693
6399,2042
6397,2111
6398,2080
6382,2576
6379,2669
6374,2824
6389,2358
6381,2606
6380,2637
6374,2823
6368,3009
6382,2574
6381,2605
6414,1582
6410,1705
6367,3038
6397,2108
6385,2480
6378,2704
6411,1681
6385,2486
6389,2362
6415,1556
6376,2764
6385,2485
6378,2701
6404,1895
6402,1964
6381,2615
6385,2491
6372,2894
6376,2770
6410,1715
6403,1932
4291,1869
6381,2613
6374,2830
6389,2364
6415,1558
6375,2798
6396,2147
6390,2340
6409,1751
6379,2681
6369,2990
6400,2029
6396,2153
6387,2432
6374,2835
6406,1843
6387,2431
6383,2555
6414,1594
6410,1717
6407,1817
6375,2809
6400,2034
6404,1910
6368,3026
6402,1972
6378,2715
6374,2839
6390,2342
6448,544
6379,2683
1127,1656
6379,2682
6368,3023
6378,2720
6372,2906
6374,2844
6400,2038
6382,2594
4298,1661
6392,2290
6381,2631
6390,2352
6399,2073
6380,2662
1111,2158
5312,3001
6382,2599
6385,2506
6415,1575
6368,3032
6385,2505
6369,3001
6380,2660
6397,2132
6381,2628
6392,2294
6389,2387
6406,1860
6373,2883
6397,2138
6372,2913
6375,2820
6369,3006
6403,1952
6454,370
6375,2819
3270,772
6380,2663
6381,2639
6459,221
6385,2515
6373,2887
6368,3042
6388,2421
6419,1460
6372,2917
6375,2823
6373,2885
5336,2263
6446,621
6403,1954
6382,2605
6406,1868
6398,2116
6408,1806
6396,2178
6412,1682
6399,2084
6387,2456
6382,2611
6402,1990
6399,2083
6387,2455
2182,1740
6402,1989
6375,2826
6397,2144
6380,2671
6405,1896
5237,5337
6388,2430
6392,2306
5356,1653
6393,2274
6459,228
6411,1715
6372,2924
6387,2459
6400,2056
6379,2707
3096,6178
6387,2458
4278,2302
6382,2620
6460,201
6379,2712
6382,2619
6406,1875
6396,2185
6374,2866
6402,1998
6396,2190
6373,2903
6412,1694
6390,2375
6411,1723
6404,1940
1132,1533
6382,2621
6370,2993
4287,2031
6389,2411
6402,2008
6385,2535
3270,794
6381,2658
6400,2068
6411,1727
6387,2470
6389,2408
4284,2128
6418,1516
6373,2910
6385,2538
6404,1948
6376,2816
4276,2379
6370,3001
6382,2629
6385,2536
6418,1513
6373,2908
6375,2846
6415,1606
6408,1830
6391,2357
6415,1613
6379,2728
6389,2418
3233,1948
6408,1828
6397,2169
6372,2944
6375,2850
6417,1548
6402,2013
6396,2206
6418,1524
6373,2919
6397,2174
6411,1740
6460,221
6381,2669
6399,2111
6414,1646
6382,2638
6378,2762
5348,1923
6459,250
6448,591
6374,2885
6405,1924
5350,1862
3244,1613
6381,2675
6397,2179
6389,2427
5336,2301
6393,2302
6376,2829
6368,3077
6383,2612
3219,2390
6460,224
6393,2301
6369,3045
6379,2735
3238,1804
5330,2485
6387,2486
6404,1959
4183,5275
4271,2547
6407,1873
6414,1656
6402,2028
6402,2027
6381,2678
4167,5777
3222,2301
6373,2925
6392,2336
6372,2956
6404,1963
6393,2304
6415,1622
6381,2683
6415,1629
6459,265
6394,2280
6389,2435
6372,2961
6373,2930
6381,2682
6411,1752
6382,2651
6386,2526
6380,2712
6381,2681
6448,604
6396,2216
6372,2960
6375,2867
6380,2711
6375,2866
6382,2649
6389,2432
6392,2339
6460,238
6373,2935
6408,1849
6386,2531
6379,2748
5340,2190
6389,2437
6385,2561
6397,2189
6380,2716
6376,2839
6379,2746
1171,357
6374,2908
6409,1822
6407,1884
6399,2132
6412,1729
4277,2379
6387,2503
6380,2720
6374,2906
6370,3030
1157,794
6409,1820
6379,2750
6385,2564
6376,2850
6410,1796
6370,3036
6454,431
6374,2910
6414,1670
6385,2569
6460,244
6384,2599
6369,3064
6391,2382
6372,2971
3186,3435
6394,2296
6459,281
6403,2017
6460,250
6392,2358
6398,2172
6374,2916
5339,2233
6398,2170
6397,2201
6372,2976
6373,2944
6409,1828
6412,1735
6385,2572
5331,2479
6374,2920
5340,2205
6419,1524
6384,2609
6408,1865
6418,1555
6379,2764
6374,2918
6402,2050
5312,3071
6402,2049
6374,2917
6415,1646
6394,2304
6374,2924
6391,2397
6459,289
6380,2738
6398,2180
6382,2676
6393,2335
6454,443
6374,2923
6404,1993
6410,1806
6400,2116
6374,2922
6459,287
6373,2953
6380,2735
6448,627
6384,2611
6401,2084
6412,1750
6382,2680
6404,1998
6381,2711
6393,2338
6399,2152
6415,1656
6390,2431
6370,3051
6382,2679
6392,2369
6372,2989
5317,2927
3258,1217
6414,1686
6396,2244
6378,2801
6372,2987
6405,1971
6382,2684
6380,2746
6372,2993
6376,2869
6375,2900
6408,1877
6385,2589
6372,2992
6374,2930
6382,2681
6373,2960
6381,2712
6404,2006
6419,1540
6385,2594
6408,1881
6380,2749
6410,1818
6404,2003
3208,2777
6378,2816
6373,2971
6408,1886
6372,3001
6392,2380
6448,643
6390,2448
6382,2696
6398,2200
6372,3006
6401,2106
6419,1548
6389,2478
6414,1703
6411,1796
6401,2105
6374,2942
6411,1795
6379,2787
6379,2786
6393,2352
6375,2910
6411,1794
6396,2266
6374,2948
6370,3072
6399,2173
6393,2358
6379,2792
6460,281
6397,2233
3223,2325
6374,2945
6385,2611
6388,2518
6402,2084
6402,2083
6415,1680
6419,1556
6419,1555
6415,1679
6409,1865
6380,2764
6375,2919
6415,1678
5315,3011
1085,3071
6375,2925
6370,3080
6402,2088
6460,289
1167,531
6390,2458
6406,1962
6389,2489
6382,2706
