film_release_region_1,film_release_region_2
1709,141
2769,51
2555,6684
1712,51
2769,52
1710,117
2769,59
1711,92
1711,95
2555,6700
1708,190
1713,35
5727,6676
2769,71
2769,75
5727,6679
2771,12
5727,6684
2769,76
2771,17
1709,170
1711,108
2769,78
1711,110
5727,6689
2770,51
1713,51
1713,52
2769,84
2769,87
2769,89
5727,6694
1713,59
2769,92
2769,95
2771,35
5729,6642
2721,1585
2769,97
1711,126
5729,6643
5729,6647
2771,41
2769,108
2769,111
1713,78
2769,110
2771,51
1714,51
2769,117
2771,54
2769,118
2771,59
2769,127
1713,95
2769,126
2769,132
5729,6679
2769,135
5729,6676
2500,8476
2771,75
2500,8475
2769,138
2769,141
1713,108
1711,170
5729,6684
1713,110
2771,82
5729,6694
2500,8487
2771,89
2771,92
2771,95
5729,6702
5729,6700
2771,97
1666,1585
5729,6705
1713,132
1713,135
2771,104
2769,171
2769,170
2771,110
1713,141
2773,51
1716,51
2769,176
2771,117
2771,118
2771,127
5729,6734
2771,126
2769,190
2771,132
2771,135
2771,138
2771,141
1713,170
2774,51
1717,51
5947,12
2771,171
2771,170
2772,141
2775,51
1718,51
2771,176
5947,23
5947,29
2771,186
1669,1585
5947,41
2771,190
5947,38
2776,41
5948,12
5947,52
2776,50
5947,51
5948,23
5947,54
5948,29
5947,59
5735,6644
5735,6642
5947,76
5949,14
5949,12
5735,6647
5947,75
5948,50
5947,78
2776,78
2505,8479
5949,23
5948,51
5948,52
5947,89
5947,87
5948,61
5948,59
5949,28
5949,29
5949,35
5947,95
2776,95
5735,6676
5947,108
5948,75
2565,6647
5735,6679
5735,6684
5949,50
5949,51
5947,110
2776,110
5947,111
5947,117
5735,6689
5949,52
1721,51
5948,84
2778,51
5949,58
5948,89
5949,59
5947,118
5735,6694
5948,92
5949,61
5948,97
5948,95
5947,127
5947,132
5949,71
2776,132
5949,75
5947,135
5947,141
2565,6676
2776,135
5949,76
2565,6679
5948,108
2507,8479
5948,111
2779,51
5948,117
2565,6684
5948,118
5949,84
1722,51
2565,6689
5949,89
5948,126
5949,95
5948,127
5949,97
2565,6700
5735,6734
5948,132
5948,138
5948,135
5949,104
5948,141
5949,110
1724,12
5949,111
2776,170
5947,170
5949,108
5947,171
5949,109
5949,118
2567,6655
2780,51
1723,51
1723,52
5949,117
5949,126
5949,127
1723,59
5947,186
1724,29
5949,128
5947,190
1724,35
5949,135
5949,132
2568,6644
5948,170
2567,6679
2568,6647
5680,8482
5949,140
5948,171
5949,141
2781,51
2567,6684
1724,51
1724,52
2568,6655
5948,179
5948,186
1724,59
5948,190
1723,92
1723,95
2732,1585
5949,166
5949,170
2568,6676
5949,171
1724,75
2568,6679
1723,108
1724,78
5954,23
2568,6684
1723,110
5949,179
5949,176
2782,51
1725,51
1724,84
5949,186
1724,89
5954,35
5949,190
1724,92
2733,1585
1724,95
1723,127
1724,97
2784,12
1724,104
5954,51
1724,108
5954,52
1723,141
1724,110
2783,51
5954,59
1724,118
1724,126
1725,95
1724,127
5954,75
1724,132
1724,135
5954,78
1723,170
1724,141
1725,110
2784,50
2784,52
1727,51
2784,51
5954,92
5954,95
2784,59
2568,6767
5957,12
2571,6679
1724,170
5954,110
1724,171
5957,23
1728,51
5954,117
5957,29
2784,92
5957,35
1724,186
5954,132
2784,95
1724,190
5954,135
2784,108
5957,50
5957,51
5954,141
2784,110
5957,52
1729,51
2786,51
5957,59
2784,118
2784,117
5957,61
5908,1585
2784,127
5957,75
1517,6644
1516,6676
2784,135
5954,170
1516,6679
2784,141
2787,51
1516,6684
1730,51
1516,6689
5957,89
5957,95
5957,92
5957,97
5746,6642
5746,6647
2575,6644
5957,110
1517,6676
2575,6647
5957,111
2784,170
5957,108
5957,109
1517,6679
1517,6684
5957,118
1731,51
2788,51
5957,117
2784,179
5957,126
5957,127
2784,190
5957,135
2576,6642
5957,132
2576,6644
5746,6679
5957,138
2576,6643
2575,6676
2575,6679
5746,6684
2576,6647
5957,141
2575,6684
2575,6689
5746,6689
5746,6694
2576,6664
2575,6700
2576,6676
5957,170
5957,171
2576,6679
2576,6684
5957,179
5957,176
2576,6689
5957,186
2576,6694
5957,190
5749,6642
2576,6700
5749,6647
2576,6705
405,8479
2791,51
5749,6664
5749,6679
5749,6676
2578,6679
5749,6684
2520,8482
2578,6684
1522,6664
2578,6700
5965,12
1522,6676
5965,23
2793,51
1522,6684
1736,51
1522,6689
5965,35
1522,6700
5965,50
5965,51
5965,54
5965,52
2794,51
5965,61
5916,1585
5965,75
2582,6644
2582,6643
2578,6767
2796,12
5965,78
2582,6647
5966,51
2522,8510
2796,18
2796,17
2795,51
1738,51
2796,23
5965,89
5965,95
5965,92
2796,29
5965,97
2746,1585
2796,35
2796,38
2582,6676
5965,110
5965,108
2582,6679
2582,6684
2796,50
2796,52
5965,118
2796,51
5965,117
2582,6689
2796,58
5965,126
2582,6694
5965,127
2796,59
2796,61
2582,6700
5965,132
5965,138
2582,6705
2796,71
2796,76
2796,75
2796,78
5965,141
2796,80
2797,51
2796,82
1740,51
2796,84
2796,86
2796,87
2796,89
2796,92
2796,95
2796,97
5965,166
2796,104
5965,170
2796,108
2796,110
2796,109
2796,111
5965,176
2798,51
1741,51
2796,116
2796,118
2796,117
5965,186
5965,190
2796,126
2796,127
2796,132
2796,135
2796,138
2586,6647
2796,140
2796,141
2799,51
1742,51
2586,6676
2796,170
2796,171
2586,6684
2796,176
1743,51
2800,51
2801,23
2796,177
2796,179
2796,186
2796,187
2586,6700
2801,35
2796,190
2801,51
2801,52
2801,59
2589,6643
2589,6644
1531,6676
2589,6647
1746,12
1531,6679
2801,78
1531,6684
1746,23
1531,6689
2801,92
2801,95
1531,6700
5760,6676
2589,6676
5760,6679
2589,6679
2801,108
2801,110
5760,6684
2803,51
2589,6684
1746,51
1531,6717
2589,6689
2801,118
1746,59
5760,6705
2589,6700
2754,1585
2801,135
1746,75
2590,6679
2801,140
2590,6684
2804,52
2804,51
2804,59
1746,92
2590,6700
1746,97
2801,170
1746,110
2805,51
1748,51
1746,117
1746,118
5977,29
2804,92
5927,1585
2801,186
1746,126
1746,127
2756,1585
1746,132
1746,135
5977,51
1746,141
2806,51
5977,59
5928,1585
2804,126
5977,71
2804,132
5977,75
2804,135
1751,12
1746,170
2807,51
2593,6684
5977,90
1751,23
1746,179
5977,95
1746,186
1701,1585
2758,1585
2593,6700
2595,6642
5980,12
2595,6644
2804,170
1751,51
1751,52
5980,23
5977,117
5980,29
5977,126
5977,127
1751,59
2804,186
5980,35
5977,138
2595,6676
2595,6679
5980,50
1751,75
1751,76
5977,141
1751,78
2809,51
5980,51
2595,6684
1538,6684
5980,52
1752,51
2595,6689
5980,61
1751,87
5980,59
2595,6694
1751,92
1751,95
2595,6700
1751,97
1538,6700
2595,6702
5980,71
2595,6705
2593,6767
2597,6642
2597,6644
2597,6647
5980,75
5980,76
1751,108
5980,80
2596,6684
1751,110
5977,179
1753,51
5980,89
1751,117
5980,92
5980,97
5980,95
1751,127
1751,132
2812,12
5980,109
1751,135
2597,6676
5980,110
2597,6679
1755,12
5980,108
5980,111
2812,17
1751,141
2811,51
5980,117
2597,6684
5980,118
1754,51
1755,20
2597,6689
2812,23
1755,23
5980,126
1755,29
2812,29
1751,155
5980,127
2812,36
1755,35
2812,35
2597,6700
1755,36
2597,6702
5980,132
1755,38
2597,6705
2599,6643
5980,138
5980,135
2812,41
2599,6644
1755,41
5980,141
2599,6647
5980,140
1751,170
2812,50
1755,49
2812,52
2812,51
1755,51
1755,52
5769,6689
1755,54
1755,59
2812,59
1755,60
1755,61
2600,6642
2600,6644
5980,170
2812,71
2599,6676
2599,6679
2812,76
1755,75
2600,6647
2812,75
2812,78
5980,171
1755,76
1755,78
2813,51
2599,6684
5980,176
1755,82
1756,51
2812,84
5980,179
2599,6689
1755,84
1757,23
1755,86
5980,186
1755,87
2812,90
1755,89
2812,89
2812,92
5935,1585
1757,29
2599,6694
5980,190
1755,92
1757,32
2812,95
1755,95
1755,97
2812,97
2599,6700
5986,12
2599,6705
2812,104
2600,6676
2812,108
2600,6679
1755,108
2812,110
1755,109
1755,110
5986,23
2600,6684
2812,111
1755,111
1757,51
2814,51
1757,52
2812,118
2600,6689
2812,117
1755,118
5986,29
1757,59
2812,126
2600,6700
1755,126
1755,127
2812,127
1708,1585
2812,132
1755,132
2812,135
1755,135
1759,12
1757,75
5986,51
2543,8479
5986,52
1755,140
1755,141
5986,50
2812,141
1758,51
1757,84
5986,59
1759,23
1757,89
5986,61
1755,154
1757,92
1757,95
1709,1585
5986,75
2812,170
1755,170
1757,108
5986,84
2812,171
1755,171
1757,110
1759,51
2816,51
1759,52
1755,176
1755,177
2812,177
5986,92
1757,117
2812,179
1755,179
1757,118
5986,89
1755,181
1759,58
5986,95
1759,59
1755,183
2812,186
1759,61
1755,186
2812,190
5986,97
1757,127
1755,190
1755,192
1757,132
5986,108
5989,12
1757,135
1759,75
1759,76
5986,110
1759,78
5989,23
1757,141
2817,51
1760,51
5986,117
5986,118
1759,89
5989,29
5986,127
1759,90
5989,35
1759,92
5986,126
1759,95
5986,132
1759,97
1711,1585
5986,135
2605,6644
2605,6647
1762,12
5989,50
5989,51
1757,170
5986,141
1759,108
1759,109
1760,78
1759,110
1759,111
5989,52
2818,51
5989,59
1759,117
1757,179
1759,118
1757,186
1759,126
2769,1585
1759,127
5989,75
5777,6647
1759,132
5986,171
2605,6676
1759,135
2605,6679
5986,170
1759,141
5986,179
2819,51
5989,86
2605,6684
1762,51
5718,8491
2605,6689
1762,54
5989,89
5718,8490
5989,95
5989,92
5986,186
5718,8497
5986,190
1760,127
5777,6679
5777,6676
1760,135
5989,108
1759,170
5777,6684
2605,6717
5989,118
1763,51
2820,51
5989,117
5989,126
5989,127
1759,183
1762,92
1759,186
1762,95
2771,1585
1759,190
5989,135
5989,132
1551,6642
1551,6644
5720,8482
5989,141
1762,108
2821,51
1764,51
1762,127
2605,6767
1762,132
5989,170
1762,135
1551,6676
1766,12
1551,6679
1762,141
5989,179
5989,176
1766,23
1766,29
5777,6767
1553,6644
2824,12
1767,12
1553,6647
5994,51
1762,170
5994,52
1494,8479
2823,51
1766,51
1766,52
2824,23
1767,23
1766,59
1767,29
2824,29
1766,61
2824,36
2824,35
1767,35
1767,36
2611,6643
2611,6642
2611,6644
2611,6647
1553,6676
1766,75
1553,6679
1766,76
2824,50
5995,51
2824,52
1553,6684
1767,51
2824,51
1767,52
5994,92
1553,6689
5994,89
1766,87
2824,58
1766,89
5994,95
1767,58
1767,59
2824,59
1766,92
2824,61
1766,95
1766,97
1553,6700
1767,71
2611,6676
1766,104
2611,6679
2824,75
1767,75
2824,78
1766,108
1767,78
1766,109
2553,8480
1766,111
2611,6684
2611,6689
1767,84
1766,117
1766,118
1767,89
2824,89
2824,92
1767,90
5947,1585
2611,6694
1767,92
1766,126
5994,132
2824,95
1767,95
1766,127
2824,97
2611,6700
2776,1585
2611,6702
2611,6705
1766,132
1766,135
1767,104
2824,108
1766,138
5994,141
1767,108
2824,110
2553,8510
1767,109
1767,110
1766,141
2824,111
2826,51
2824,118
2824,117
1767,117
1767,118
1767,126
2824,127
1767,127
2824,132
2614,6644
1767,132
2824,135
1767,135
5994,170
2614,6647
5998,51
2824,140
1766,170
1766,171
1767,140
1767,141
2824,141
2827,51
1766,176
1766,186
5949,1585
1766,190
2614,6676
2824,170
2614,6679
1767,170
2614,6684
2824,176
2828,51
1771,51
1767,176
1767,177
2824,179
2614,6689
1767,179
2824,186
1767,186
2614,6700
2824,190
2614,6702
1767,190
1772,51
5729,8475
2831,12
5729,8489
1724,1585
2831,51
1774,51
717,51
2831,59
2831,75
1562,6647
1775,51
2832,51
2831,89
2831,92
2831,95
2831,108
2831,110
2833,51
1562,6684
2831,117
2831,127
2831,126
5792,6642
2831,132
5792,6644
2831,135
5792,6647
1778,12
2831,141
2834,51
1778,35
5792,6676
1778,41
5792,6679
2831,170
5792,6684
2835,51
5792,6689
1778,50
1778,51
1778,52
1778,54
5792,6694
1778,59
2831,186
5957,1585
2831,190
2837,12
1778,75
1778,76
1778,78
1779,51
1778,86
1778,89
1778,92
1778,95
1778,97
1778,108
1778,110
2837,51
5735,8515
1780,51
2837,52
2565,8487
1778,117
1778,118
1778,126
1778,127
2565,8503
1778,132
1778,135
1778,140
1778,141
2838,51
1781,51
2837,89
2565,8521
2837,92
2837,95
2837,97
1780,95
2567,8479
2837,109
1778,170
2837,108
2837,110
2836,141
2839,51
1782,51
2837,117
2837,118
1778,186
2837,127
1778,190
2568,8476
2568,8475
2837,141
2568,8479
2840,51
1783,51
2568,8493
1785,12
2568,8510
2837,170
2841,51
1784,51
2837,179
1785,23
2568,8526
2837,186
2837,190
1785,51
2842,51
1785,52
1785,58
1785,59
1787,12
1785,75
1785,78
2841,110
1786,51
1785,89
1785,92
1785,95
1785,108
1785,109
1787,51
1785,118
1785,127
1785,132
1785,135
1785,138
1785,141
2845,51
1516,8483
5804,6642
2796,1585
5804,6643
5804,6647
1785,170
1785,171
1789,51
1785,183
1785,186
1785,190
5804,6672
5804,6676
2848,12
5804,6681
2575,8475
2633,6676
5804,6679
2575,8476
5804,6684
5804,6689
2633,6684
1790,51
2575,8487
1791,23
5804,6694
2848,23
2848,29
5804,6700
2848,35
2848,41
1577,6676
1577,6679
5804,6717
6019,51
1577,6684
2848,52
2848,51
1791,51
2848,54
1791,52
1791,54
1577,6689
2848,59
1791,59
2848,61
5804,6734
2848,71
2576,8503
2848,76
1791,75
2848,75
2848,78
1578,6679
1578,6684
1792,51
2848,84
2848,86
1578,6689
2848,89
2848,92
1791,95
2848,95
1578,6700
2848,97
2848,104
2578,8476
2848,108
1579,6679
2578,8477
2578,8480
2848,110
1791,108
6019,110
2848,109
2578,8479
1791,110
2848,111
6019,117
1579,6684
1793,51
2848,118
2848,126
2801,1585
1791,127
2848,127
1579,6700
2848,132
5750,8475
2848,135
1791,135
2848,138
1791,140
2848,141
1791,141
2851,51
1790,183
1792,127
2848,166
2848,170
2638,6679
2848,171
2638,6684
1795,51
2852,51
2848,177
2848,179
2848,186
1791,186
2848,190
1746,1585
1791,190
2853,51
1796,51
2804,1585
1583,6676
1583,6684
2854,51
1797,51
1583,6700
6027,12
2855,51
6027,23
5977,1585
2643,6644
2643,6647
6027,52
6027,50
6027,51
2856,51
1800,23
6027,59
1800,29
2643,6664
1800,35
1800,41
6027,75
2643,6676
2643,6679
6027,78
2857,51
2643,6684
1800,51
1800,52
2643,6689
6027,87
6027,92
1800,59
6027,95
5816,6642
1751,1585
2643,6705
5816,6643
1800,75
1800,76
6029,51
6027,110
1800,78
6027,117
2858,51
1801,51
6027,118
1800,86
1800,87
1800,89
1800,90
5980,1585
1800,92
6027,126
6027,127
6027,132
1800,95
5816,6676
6027,141
5816,6679
6030,51
1800,108
1800,110
2859,51
5816,6689
5816,6694
1800,117
1800,118
1800,127
1800,132
1800,135
6027,170
1800,138
1800,140
1800,141
6031,51
1803,51
2860,51
5816,6734
6027,190
1531,8503
1800,170
2861,51
2589,8487
2862,23
1800,179
1800,186
1755,1585
1800,190
2812,1585
2862,38
2589,8503
2649,6644
2649,6647
2590,8479
2862,52
1805,51
2862,51
1803,117
2862,61
2864,12
2649,6676
2649,6679
2863,51
2649,6684
1806,51
2649,6689
2864,25
2862,95
1757,1585
2649,6700
2862,111
2864,51
2864,59
5986,1585
2593,8479
2865,51
2865,52
2864,87
2864,92
2864,95
1759,1585
2862,170
1595,6679
2864,110
1595,6684
1809,51
2866,51
2864,117
2865,92
2865,95
2864,127
1811,12
2866,75
2867,51
1810,51
2595,8485
1811,23
2595,8488
1811,29
5989,1585
1811,35
1811,36
2595,8502
2865,135
2864,170
2596,8479
1811,50
2868,51
1811,51
1811,52
1811,54
2864,179
1811,59
2864,186
1811,61
1811,75
1811,76
1811,78
2869,51
1811,86
1811,89
1811,92
1811,95
1811,97
2865,190
5769,8479
1811,108
1811,110
1811,111
2870,51
1813,51
1811,118
1811,126
1811,127
1811,132
1811,135
1811,138
1811,140
1811,141
1814,51
6044,12
1816,12
1811,170
1815,51
1811,177
1811,179
1813,117
1811,186
1813,127
1766,1585
1811,190
1813,132
2874,12
6044,51
2873,51
1602,6684
6044,52
1816,51
2873,52
1816,52
1602,6689
6044,59
2873,59
1816,59
2874,29
2874,32
1767,1585
2824,1585
2874,41
2875,12
2874,52
2874,51
1813,179
2874,59
6044,92
1816,92
2873,92
2873,95
6044,95
1816,95
2876,12
2661,6676
6044,110
2661,6679
6044,108
2874,75
2874,78
1816,108
2873,108
1815,141
1816,110
2875,51
2661,6684
1818,51
2875,52
2876,23
2875,59
6044,126
2874,89
2874,92
2661,6694
6044,127
2874,95
2874,97
6044,132
1816,132
6044,135
2873,135
1816,135
2874,108
2873,141
2874,110
2875,78
1816,141
2876,52
2876,51
1819,51
2874,118
2874,117
2876,59
2875,92
2874,126
2875,95
2874,127
2874,132
6044,170
1607,6644
2874,135
2874,138
2876,75
1607,6647
2605,8479
2876,78
1816,170
2873,170
2875,108
2874,141
2875,110
2877,51
1820,51
2875,117
2875,118
2876,92
6044,190
2873,186
2875,127
2875,126
2876,95
1816,190
5777,8475
2875,132
2875,135
5777,8479
2665,6644
1607,6676
2665,6647
5777,8476
2874,170
2876,108
2875,141
2876,110
6050,23
1607,6684
2874,177
2876,118
1607,6689
2874,179
6050,29
6050,35
2874,186
2874,190
1607,6700
2876,132
6050,41
1609,6642
1609,6643
1609,6644
2876,135
2665,6676
2665,6679
1609,6647
6050,51
2875,170
6050,50
2876,141
2879,51
2665,6684
1822,51
6050,54
6050,59
2665,6689
6050,60
2879,59
2876,155
2665,6700
2875,190
2665,6705
6050,75
6050,76
1609,6676
2881,12
2876,170
1609,6679
6051,51
6050,82
6050,87
1609,6684
2880,51
1823,51
2881,23
6050,92
6050,89
6050,90
6050,95
6050,93
1609,6694
1551,8496
6050,97
2881,35
6050,104
5839,6642
6050,108
5839,6647
1822,108
2881,51
1824,51
2881,52
6050,117
6050,127
6050,126
6050,132
5839,6676
6050,135
6050,140
2881,75
5839,6684
6050,141
5839,6689
2882,51
2881,95
6050,162
1553,8503
6050,171
6050,170
6050,176
2881,110
6050,179
1826,51
2611,8484
6050,183
2881,118
6050,186
6050,190
5839,6734
1553,8531
2881,141
2884,51
1778,1585
1615,6647
2881,170
1828,51
1616,6642
1616,6643
1615,6676
1616,6647
1615,6679
1615,6684
1829,51
2885,92
2614,8497
1615,6700
1615,6705
1616,6676
1616,6679
1616,6681
2887,51
1616,6684
1830,51
1616,6689
1616,6694
5846,6642
5846,6647
6059,51
1831,51
5846,6676
1616,6734
5846,6679
5846,6683
5846,6684
1619,6647
2889,51
1832,51
1830,117
5846,6694
1619,6676
1619,6679
1619,6684
1619,6689
1619,6705
1562,8479
2891,51
1834,51
1835,51
2892,51
2893,51
1834,127
2681,6642
2681,6644
2681,6647
6065,51
2894,51
1837,51
2896,12
2681,6676
2681,6679
1839,12
6066,51
2896,17
2895,51
2681,6684
1838,51
2681,6689
2896,23
2681,6694
1839,29
2896,29
2896,35
2681,6700
2681,6705
1626,6642
1626,6644
2896,41
6065,110
1626,6647
2896,52
2896,51
1839,51
2896,54
2896,58
2896,59
1839,59
2896,71
1627,6644
1626,6676
2896,76
1839,75
2896,75
1627,6647
1626,6679
2896,78
2895,108
1839,78
2896,82
1626,6684
1840,51
2896,84
1626,6689
1839,86
2896,89
1839,89
2896,92
1626,6694
1839,92
1627,6664
1839,95
2896,95
2848,1585
2896,97
1626,6702
2896,104
1626,6705
1627,6676
2896,108
1627,6679
2895,141
1839,108
2896,110
2896,109
1839,110
2896,111
1627,6684
2896,116
2896,118
1627,6689
2896,117
1839,117
1839,118
1627,6694
2896,126
1839,126
2896,128
1839,127
2896,127
1627,6700
2896,132
1839,132
1629,6644
1839,135
2896,135
2896,138
1629,6647
2896,140
2896,141
1839,141
2685,6684
1842,51
1629,6676
2901,12
1844,12
2896,170
1629,6679
1839,170
2901,17
2896,171
1629,6684
2896,176
1843,51
2900,51
1839,177
2896,179
1629,6689
2901,29
2896,186
2896,187
2896,190
1629,6700
1839,190
2688,6644
2901,51
1844,51
1844,52
2901,54
2901,59
1844,59
2901,61
2688,6676
2901,75
1844,75
6073,51
2688,6679
2901,78
2901,84
2688,6689
2901,89
2901,92
1844,92
2901,95
1844,95
2901,97
2901,108
1844,108
2901,111
1844,110
2903,51
1846,51
2903,52
2901,118
2903,59
2901,127
2901,126
1844,127
1844,132
2901,132
2901,135
1844,135
1848,12
2902,110
2901,141
1844,141
1847,51
2903,89
2903,92
2903,95
2902,127
2633,8479
2901,170
1844,170
2905,51
1848,51
2901,176
1848,52
2901,179
1848,59
6027,1585
1844,186
2901,190
5864,6647
2903,141
1577,8482
1849,51
2906,51
1848,87
1848,92
1848,95
1800,1585
5864,6679
2903,170
1578,8479
1848,110
5864,6689
1850,51
1848,132
1638,6644
1852,12
1638,6647
1579,8479
5865,6684
1848,141
2908,51
1851,51
1852,23
5867,6644
5867,6642
5867,6643
1638,6676
5867,6647
1638,6679
1848,170
2909,51
1638,6684
1852,51
1852,52
1852,59
1638,6694
1848,190
5867,6676
2697,6642
2696,6676
2697,6644
2697,6647
1854,12
5867,6684
1852,76
2696,6679
6081,51
2638,8479
2696,6684
5867,6689
1853,51
5867,6694
1852,89
1852,92
1852,95
2697,6676
2697,6679
6082,51
1852,108
5867,6717
1852,110
2911,51
1640,6684
1854,50
2697,6684
1854,51
1854,52
2697,6689
1852,118
1854,59
1852,127
2697,6700
2697,6702
2697,6705
1852,132
1852,135
1583,8479
1854,78
1852,141
2912,51
1855,51
1854,92
1854,95
2914,12
2699,6676
2699,6679
1854,108
1852,170
1854,110
1856,51
2914,23
1854,117
2914,29
2864,1585
1852,190
1854,132
1854,135
1854,141
2914,52
2914,51
2914,59
2914,61
2702,6642
2699,6734
2702,6644
2914,75
2702,6647
1854,170
2915,51
1858,51
2914,89
2914,92
2914,95
2914,97
2702,6676
2914,108
2702,6679
2914,110
2702,6684
1856,141
2916,51
2914,118
2914,117
2702,6694
2914,127
2914,132
1647,6642
1647,6643
2914,135
2914,141
1647,6664
1811,1585
1647,6676
2914,170
1647,6679
1647,6684
1861,51
2918,51
1647,6694
5876,6676
5876,6684
2919,51
1862,51
1650,6642
1650,6644
1650,6647
2920,51
1863,51
1650,6676
1861,135
1650,6679
2921,51
1650,6684
1650,6689
1650,6694
1651,6664
1650,6700
1650,6702
2709,6644
2709,6647
6093,51
1651,6679
2922,51
1865,51
1651,6689
6044,1585
1816,1585
1650,6734
2709,6676
2709,6679
6094,51
2923,51
2709,6684
1866,51
2709,6689
2709,6700
2874,1585
2925,12
1595,8479
2924,51
2925,35
2875,1585
5882,6684
2925,51
1868,51
2925,52
2925,59
5882,6700
2876,1585
2926,51
1869,51
2925,87
2925,92
2925,95
2928,12
2925,108
2925,110
2927,51
1870,51
599,6684
2925,118
2928,29
2925,126
2925,135
2925,141
2928,52
2928,51
1871,51
2928,54
2928,61
6050,1585
5887,6644
5887,6643
2930,12
2928,76
2928,75
2928,78
2925,170
2929,51
1872,51
2928,86
2928,89
2928,92
2928,95
2925,190
2928,97
5887,6676
5887,6679
1874,12
2928,108
5887,6684
2928,110
5887,6689
2928,111
2930,52
1873,51
2928,118
1874,23
2930,59
1874,29
2881,1585
2928,127
1874,36
2928,132
1874,41
2928,135
2717,6679
1870,170
2928,141
1660,6684
1874,51
1874,52
1874,58
1874,59
2930,92
1874,61
2930,95
1874,75
2928,170
1874,76
2930,110
1875,51
2932,51
1874,86
2928,179
1874,89
2928,186
1874,92
2928,190
1874,95
1874,104
1874,108
1874,109
2930,141
1874,110
1874,111
1876,51
1874,117
1874,118
1874,126
1874,127
1874,132
1874,135
1874,141
2934,51
1877,51
2721,6676
1874,170
2721,6684
1874,177
1874,179
1874,183
1874,186
1874,190
1666,6644
1607,8475
1880,12
1607,8476
1666,6647
2936,51
1880,23
1880,29
2938,12
1666,6676
1666,6679
2933,170
2937,51
1666,6684
1880,51
1880,52
2938,23
1666,6689
1880,58
1880,59
1666,6694
1880,61
1666,6700
1880,75
1880,78
1609,8482
2938,52
2938,51
1880,89
2938,59
1880,92
1880,95
1609,8496
1880,97
1669,6643
1669,6647
6110,51
1880,108
1880,109
1880,110
2939,51
1882,51
1880,117
1880,118
2938,87
2938,92
2938,95
1880,127
1880,132
1880,135
1669,6676
2938,108
2938,110
5839,8482
1880,141
1669,6684
2938,132
1669,6705
1671,6647
2938,140
1880,170
2937,170
2939,110
6112,51
2941,51
1880,179
2939,118
1880,186
1880,190
1671,6676
2938,170
2939,141
1671,6684
1885,51
1671,6694
1671,6700
1886,51
2939,186
1888,12
2944,51
2732,6642
2732,6647
1885,141
1888,51
1839,1585
2896,1585
2732,6676
2733,6644
2733,6647
1890,12
2732,6679
2732,6684
1889,51
2946,51
2732,6689
2732,6694
1888,92
1888,95
2733,6676
2733,6679
1888,108
1888,110
2947,51
2733,6684
1890,51
1890,52
2733,6689
1890,59
2733,6694
1888,127
1888,132
1888,135
1888,141
2948,51
1890,92
1890,95
1890,97
2733,6744
2949,51
1892,51
1890,117
1888,179
1890,118
1890,126
1890,127
1890,132
5908,6644
1894,12
1894,17
1890,141
2950,51
1893,51
1894,23
1894,29
1894,35
1844,1585
1894,36
5908,6676
5908,6679
1681,6647
1890,170
5908,6684
2951,51
5908,6689
1894,50
1894,51
1894,52
1894,54
1894,58
1894,59
5908,6700
1890,190
1894,71
1681,6676
1894,75
1894,76
1681,6679
1894,78
1894,80
1681,6684
2952,51
1894,82
1894,84
1894,86
1894,87
1894,89
1894,90
1894,92
1894,95
1894,97
1894,104
1894,108
1894,109
1894,110
2953,51
1894,111
1894,117
1894,118
1894,126
1894,127
1894,128
1894,132
1894,135
1894,138
1894,140
1894,141
1897,51
1848,1585
1894,166
1626,8475
1894,170
1894,171
1626,8481
2955,51
1898,51
1894,176
1894,177
1894,179
1894,186
1894,187
1894,190
1626,8499
1627,8475
1626,8506
1627,8476
2956,51
1899,51
1627,8487
2958,12
2957,51
1900,51
2958,23
1627,8521
1627,8523
5916,6642
1627,8527
6130,12
5916,6643
5916,6647
1902,12
6130,23
2958,52
1901,51
2958,51
1629,8484
1902,23
6130,29
6131,12
2746,6642
2746,6643
5916,6676
1903,12
5916,6679
2958,75
2746,6647
6130,51
6130,52
6130,50
2959,51
5916,6689
1902,51
6130,54
1902,52
6131,23
6130,59
6131,28
1903,23
5916,6694
6131,29
2958,87
1902,59
6130,61
2958,92
2958,95
6131,35
1903,35
6130,75
2746,6676
6132,12
1903,41
1904,12
1902,75
2958,108
2746,6679
2958,110
6131,52
2746,6684
6131,51
1903,50
2960,51
1903,51
6131,54
1903,52
6132,23
6132,29
6131,61
6130,92
2746,6689
6131,58
6130,89
6131,59
2746,6694
6130,95
1902,89
1903,59
6132,38
1902,95
6132,35
2958,127
1854,1585
6131,71
6130,108
2962,12
2958,135
6131,75
6132,50
1903,75
6131,78
6130,110
1903,78
6132,54
1902,110
6132,51
2961,51
1904,50
6132,52
1904,51
1903,82
6131,89
6132,58
6131,86
2962,23
6132,61
6131,92
1902,117
1902,118
6132,59
1903,89
6130,127
6132,66
6131,97
2962,29
1904,61
1903,92
6131,95
6130,126
6130,132
1903,95
1902,127
2962,35
1903,97
6130,135
1902,132
6131,108
1903,104
6132,75
6132,76
1904,75
2958,170
1903,108
6130,141
6131,110
6131,111
1903,109
1903,110
2962,50
1902,141
6131,116
6131,117
2962,52
2962,51
6132,84
6132,89
6131,118
1903,117
1903,118
2962,59
6132,92
6132,97
6131,128
1904,92
6131,126
6132,95
6131,127
6131,132
1904,95
1903,126
1903,127
1903,132
6131,135
6130,171
1903,135
6131,141
6132,110
6131,138
6132,108
2962,75
6130,170
