award_1,award_2
2028,6402
2027,6432
8129,13875
2028,6404
6255,6439
2025,6498
6255,6444
4142,6409
6074,12054
2028,6409
8188,12063
3960,12057
8364,6607
3960,12058
8188,12064
2028,6414
3960,12055
6074,12057
6255,6451
6255,6457
2029,6388
6255,6456
3960,12063
2028,6421
3960,12070
4106,7544
6074,12071
4138,6549
8371,6396
8335,7512
2029,6400
4144,6374
3960,12081
4138,6563
4143,6409
4142,6437
4113,7336
6255,6470
4144,6376
2028,6440
6255,6477
4144,6381
4144,6379
3960,12089
2029,6412
8188,12091
8371,6418
6223,7475
3960,12091
8365,6607
8368,6524
4138,6578
4144,6397
6221,7547
8365,6613
4113,7356
4144,6396
6255,6504
4145,6379
6017,13881
4145,6381
8335,7570
4138,6604
8335,7573
4144,6421
2029,6451
2030,6419
4144,6423
4144,6424
8368,6563
2030,6429
2025,6591
4146,6374
4146,6380
2030,6440
4144,6439
2031,6421
4146,6389
4145,6421
2029,6485
4146,6396
4113,7416
2028,6526
4143,6495
4146,6408
6078,12055
8368,6604
2031,6440
2029,6504
8192,12058
6078,12064
8192,12063
6255,6581
8192,12064
4109,7571
4146,6421
8170,12758
2034,6368
4147,6404
4144,6496
4146,6439
4113,7460
2031,6468
8192,12091
6078,12091
6260,6449
8192,12089
4146,6458
2034,6398
2034,6400
4147,6431
4149,6374
4144,6527
4117,7370
4149,6379
8371,6563
4149,6376
2028,6596
4149,6380
4149,6381
2028,6602
8371,6578
4116,7415
4116,7416
4113,7515
6262,6431
4149,6396
4147,6462
2036,6374
2036,6373
4150,6374
4150,6381
2036,6381
6260,6514
8376,6449
4113,7538
4149,6423
6259,6553
4149,6424
4114,7515
4113,7544
4117,7426
4144,6591
2037,6374
4116,7460
4117,7429
2035,6449
2037,6389
4145,6578
4150,6423
2036,6421
4145,6582
2034,6485
2031,6578
6259,6584
4146,6549
2034,6487
2037,6394
2038,6368
5996,14746
6266,6373
2037,6408
2036,6439
4149,6472
4116,7500
8376,6514
4117,7478
4146,6578
6025,13870
2038,6398
8347,7431
2038,6400
4120,7400
8379,6449
2039,6379
8349,7373
2036,6471
2038,6412
8347,7444
2035,6514
4120,7415
4120,7416
8347,7450
8197,12101
2037,6458
2035,6522
2040,6369
6267,6412
6268,6381
6268,6379
2035,6537
8349,7412
8141,13860
2039,6418
2040,6389
2040,6392
2039,6423
2040,6394
2041,6369
4152,6465
2038,6464
2040,6404
2040,6406
4120,7460
2040,6408
8347,7503
2040,6411
2040,6414
8349,7448
6268,6421
6267,6451
8379,6514
2040,6419
4154,6421
2039,6452
2038,6485
4149,6580
2038,6487
2042,6367
2042,6370
2042,6369
2042,6374
8384,6375
2042,6373
6268,6439
2038,6504
2042,6379
2040,6445
2042,6385
4151,6545
2041,6418
2042,6387
8352,7390
2042,6390
2042,6389
6269,6431
4149,6613
2041,6431
2042,6399
2043,6370
4154,6465
3951,12758
2043,6374
4157,6379
2042,6410
6269,6446
2040,6474
4157,6381
4126,7347
12398,13056
2042,6415
4119,7568
2043,6389
4126,7355
4119,7572
8352,7417
2042,6423
2040,6488
2042,6426
2040,6494
6272,6372
2042,6431
2044,6369
4127,7336
2043,6404
2040,6497
2044,6376
6269,6475
2040,6502
8349,7527
2041,6473
2044,6380
2044,6379
6269,6478
2044,6381
2044,6384
2043,6414
2042,6452
4157,6421
2044,6392
6266,6584
4157,6424
2043,6424
2042,6458
2044,6396
8352,7461
6272,6404
6273,6373
2043,6435
4128,7336
2043,6439
8204,12052
6269,6504
4127,7376
2044,6411
6272,6421
4154,6541
6272,6419
2044,6419
4157,6455
2044,6421
2044,6424
6243,7329
2044,6423
2044,6426
6269,6520
4128,7356
2044,6427
8204,12080
2044,6431
4160,6374
8380,6620
8385,6467
2046,6376
6272,6440
2044,6440
4127,7412
4160,6396
4161,6368
4160,6405
4157,6498
2047,6373
6239,7497
2044,6470
2046,6407
4161,6380
2044,6473
4161,6381
4127,7444
8388,6419
4160,6423
4161,6396
4127,7450
2046,6427
4161,6403
4161,6400
2045,6470
4161,6412
2048,6383
4131,7347
2043,6543
2047,6418
4161,6423
4161,6424
6277,6373
6276,6404
2049,6375
6243,7431
6239,7555
2049,6379
8358,7412
2049,6381
6275,6448
4161,6444
6277,6385
4162,6413
2045,6506
2049,6385
2046,6477
2047,6453
2047,6456
4133,7325
2050,6372
2049,6402
4161,6470
8392,6375
4163,6413
4161,6472
4164,6386
6272,6578
4163,6421
2048,6450
2049,6418
2049,6421
2049,6423
4161,6485
8392,6401
4128,7515
2050,6402
6279,6378
2049,6440
4133,7373
4158,6604
6279,6387
6273,6573
6243,7509
6279,6392
4128,7538
4158,6608
8386,6614
2049,6451
2048,6482
4162,6485
6273,6584
6280,6374
6279,6404
2050,6429
4128,7550
2047,6528
4165,6405
4166,6374
4159,6591
2048,6500
2050,6437
6279,6414
6277,6476
4133,7412
4133,7417
6276,6526
8395,6375
6279,6430
4167,6372
6280,6404
6279,6445
2050,6472
2048,6536
2049,6504
4133,7443
4133,7444
8391,6519
6279,6464
4133,7459
8389,6589
2047,6586
4165,6465
6282,6380
4167,6409
6280,6440
6279,6470
8391,6534
2054,6381
3985,12060
3985,12065
2054,6396
8363,7432
6279,6494
4133,7485
6280,6468
2054,6419
8363,7445
2056,6368
2051,6524
2054,6440
2054,6439
4133,7525
4133,7529
4133,7536
2056,6400
3988,12053
3988,12054
4133,7557
2056,6412
3988,12058
6278,6606
2051,6574
8363,7509
3988,12064
6279,6596
4138,7429
8159,13860
6103,12061
6248,7569
6286,6396
2056,6451
6282,6527
8401,6381
2054,6527
2059,6380
6287,6386
8364,7543
6252,7475
2056,6485
2056,6487
8371,7335
8365,7521
6250,7550
6282,6558
4168,6563
2056,6504
2059,6410
8364,7568
6284,6517
6282,6583
6283,6550
2061,6369
6283,6563
2061,6380
2061,6384
2054,6604
6252,7546
2061,6394
2060,6425
2061,6396
2062,6369
6290,6373
2060,6436
6290,6379
8372,7373
2061,6410
2061,6417
6257,7416
6285,6555
2061,6426
2061,6431
8371,7429
2061,6436
6289,6446
2060,6488
2062,6431
4171,6587
8372,7429
6291,6412
2061,6470
2061,6473
4171,6600
6289,6478
2061,6474
6256,7499
4177,6418
8402,6514
4177,6420
8406,6402
2061,6488
2062,6468
4171,6623
2061,6502
6257,7500
2064,6425
6289,6525
8406,6432
4178,6440
4177,6468
8372,7503
3997,12055
3997,12058
3997,12057
3997,12063
3997,12060
3997,12070
3997,12071
4175,6550
3997,12069
3997,12074
4181,6371
2061,6555
8408,6402
4180,6403
4179,6440
2065,6439
4175,6563
8371,7568
3997,12091
3997,12089
8371,7574
4148,7412
4175,6578
2064,6488
4181,6398
8408,6432
2064,6498
4151,7335
4175,6604
4147,7475
6291,6553
4181,6425
4177,6549
4183,6367
2068,6400
4183,6373
4183,6370
2067,6438
8411,6380
4000,12057
6295,6449
6291,6573
4000,12058
4183,6385
8170,13863
4147,7499
12398,13863
8411,6389
4183,6387
4000,12060
4180,6485
4000,12065
6293,6519
4177,6578
4183,6393
4183,6390
4000,12063
4000,12070
8411,6396
8411,6408
4183,6399
2070,6372
4184,6381
4000,12089
8411,6423
4183,6425
4181,6487
2070,6396
4183,6426
8412,6397
2070,6402
4183,6435
8412,6418
4147,7555
4185,6381
4153,7378
4184,6421
4183,6453
2070,6419
8412,6422
2070,6421
2069,6455
8413,6402
4183,6455
2068,6487
8411,6470
8231,12052
8414,6380
2071,6407
2070,6440
4184,6439
8231,12061
2068,6504
8231,12056
2069,6474
8414,6396
8413,6432
8231,12075
2069,6488
6301,6369
4183,6491
2071,6428
8231,12082
8231,12085
2073,6373
8412,6468
2070,6468
2071,6436
2073,6379
6266,7465
2073,6381
8415,6382
4153,7446
8415,6392
8414,6423
4187,6391
4187,6397
2073,6394
2073,6399
2074,6370
4153,7456
8414,6444
8415,6406
8416,6375
2074,6373
4151,7529
8415,6419
2074,6380
2074,6379
2074,6381
8231,12119
2073,6415
8181,13670
4187,6420
4187,6418
8415,6429
6301,6426
2073,6423
6301,6431
8414,6465
2074,6396
6119,12070
4153,7481
8231,12141
2074,6397
8412,6524
2075,6369
2069,6555
4183,6555
3983,12758
8415,6438
8414,6470
6266,7527
8175,13879
2073,6444
6302,6419
2074,6421
2073,6452
4186,6488
2074,6424
2074,6423
2075,6392
4183,6584
4151,7574
6302,6429
2076,6370
2074,6432
8415,6464
2076,6369
6302,6440
4153,7522
4187,6468
2076,6373
4186,6498
2076,6376
2074,6439
6301,6478
4158,7373
6269,7475
4183,6603
4007,12066
2076,6397
6305,6368
2075,6430
2074,6470
8414,6533
4191,6378
8414,6545
2076,6411
2077,6382
4191,6388
8414,6541
8412,6604
4158,7412
8387,7391
2076,6421
2076,6424
2076,6423
8419,6406
2076,6427
2077,6396
2076,6432
4191,6404
2076,6431
2076,6435
4190,6440
2076,6439
4191,6414
8237,12066
8419,6419
4158,7444
6299,6606
2076,6452
6269,7546
8419,6438
3987,12758
2076,6468
4187,6563
4193,6377
2077,6440
2077,6452
6307,6396
4187,6578
8417,6522
8422,6379
4191,6462
8419,6466
8422,6374
8422,6376
4194,6377
8422,6381
4191,6475
2080,6388
8422,6389
6305,6485
4189,6545
8423,6372
4189,6549
4195,6368
2080,6398
2073,6615
8181,13880
4195,6373
8181,13881
4195,6370
2075,6559
4189,6563
2076,6527
2081,6375
6307,6439
2081,6374
8422,6408
8422,6417
4195,6381
8421,6447
4158,7536
8181,13897
8387,7512
8181,13898
4189,6578
8422,6421
4012,12065
2076,6543
8422,6423
8422,6424
6310,6368
4195,6396
4191,6519
4195,6400
4195,6398
4195,6399
4189,6589
2081,6404
4164,7373
4195,6413
4189,6599
2082,6380
8422,6458
8423,6429
2081,6421
8422,6456
6310,6400
4196,6397
2082,6396
4195,6426
8424,6406
2083,6369
2081,6431
2076,6586
2083,6370
2082,6404
2083,6373
2083,6374
6276,7465
2079,6501
2083,6379
8424,6419
8387,7566
2083,6381
4196,6418
4195,6453
2083,6389
4164,7412
4195,6451
8387,7570
4193,6519
2083,6393
8387,7573
4195,6461
4194,6489
4197,6397
8424,6438
2083,6399
2084,6370
4160,7547
2084,6372
4164,7429
2083,6402
8422,6506
2084,6373
2082,6435
2084,6375
4195,6470
2083,6408
2084,6380
2084,6379
2083,6410
2084,6382
2084,6381
2083,6415
4197,6418
4191,6608
2083,6418
2083,6421
4160,7568
2084,6392
2083,6423
4194,6519
2082,6453
4160,7574
2082,6456
2084,6393
2083,6424
4195,6487
4160,7572
2084,6396
2077,6613
2083,6426
4198,6397
6311,6431
2084,6397
2083,6431
2084,6399
2084,6402
2085,6371
2084,6401
2085,6372
2084,6406
2085,6375
4196,6468
2083,6439
6277,7499
2084,6409
8426,6422
2083,6445
2085,6382
2082,6477
2084,6415
8426,6418
2084,6419
2084,6421
2084,6424
4199,6397
2085,6396
2083,6458
2084,6432
2086,6369
2083,6464
4195,6527
2081,6526
2086,6374
2082,6497
4197,6468
2083,6468
6308,6563
2084,6440
2085,6409
2084,6439
6311,6478
4199,6418
2086,6390
4017,12066
6311,6489
2086,6389
2084,6455
8428,6397
6277,7555
4198,6468
8422,6591
2084,6470
2086,6408
8428,6418
8426,6480
2086,6410
4018,12055
6283,7376
4018,12058
6308,6608
4196,6549
8429,6403
4018,12071
8422,6613
4018,12072
4018,12070
6310,6558
2086,6431
2088,6372
4199,6468
2088,6374
2088,6375
2084,6502
4018,12081
4202,6383
2088,6379
2088,6381
2088,6385
2088,6387
2088,6389
6285,7352
6310,6583
6316,6395
2088,6397
2088,6402
8399,7373
2088,6404
8428,6468
4197,6563
2088,6408
2088,6409
2086,6473
2088,6414
4203,6383
2088,6418
4196,6604
4197,6578
2088,6419
2084,6543
3962,13864
2085,6515
2088,6421
2088,6423
6283,7450
8427,6522
8399,7390
3998,12758
4198,6563
4173,7336
2088,6440
4020,12085
8399,7412
6135,12055
2089,6410
2087,6474
6318,6387
6316,6447
4202,6450
6135,12069
8429,6485
3963,13862
4198,6578
6135,12072
2090,6396
8428,6524
8431,6432
4205,6368
2084,6586
2090,6404
6316,6467
2088,6468
4199,6563
8249,12092
8399,7443
2090,6414
4205,6386
4198,6604
6135,12091
2090,6418
8399,7450
4205,6391
8433,6397
4203,6450
2090,6419
8403,7329
4199,6578
4169,7512
8434,6375
4205,6400
6313,6595
2085,6591
2090,6440
4174,7373
2089,6474
4199,6604
6320,6394
8435,6368
4173,7426
4200,6590
4176,7341
4175,7373
4170,7535
4174,7412
6092,13489
4204,6480
2089,6517
2093,6392
8433,6468
6322,6375
2093,6406
8436,6392
4173,7469
4175,7412
8400,7503
2093,6419
4205,6487
4208,6397
4174,7451
6285,7544
4203,6556
4203,6554
2093,6430
2094,6402
4202,6591
4175,7429
6319,6504
2093,6440
4026,12054
2095,6382
4208,6418
4026,12057
4176,7407
2088,6602
4026,12058
4026,12063
4208,6422
8254,12063
6290,7419
2095,6392
6317,6587
2095,6394
4175,7450
4026,12070
4175,7451
2093,6464
2094,6436
2096,6374
8438,6375
2096,6373
2094,6435
2096,6375
8437,6419
2096,6379
6294,7315
2096,6381
6317,6600
4026,12089
2096,6385
2094,6452
8438,6401
8436,6464
6324,6397
4205,6549
2097,6367
2095,6429
2095,6428
4177,7426
6317,6623
2093,6494
2096,6404
6325,6379
8439,6375
4205,6563
8437,6438
4208,6468
4176,7460
2094,6470
4028,12053
2095,6438
4028,12054
6325,6381
6290,7465
6325,6380
6325,6385
4174,7529
6293,7376
2097,6385
2097,6387
4204,6604
2095,6451
4173,7571
2097,6390
4028,12069
3970,13865
6325,6396
4028,12074
6320,6556
4028,12072
2098,6370
6141,12110
2098,6372
2094,6498
6324,6442
2098,6373
2098,6375
2096,6440
2094,6502
2096,6439
2098,6379
2098,6381
6325,6423
4205,6604
8440,6397
4211,6418
2095,6483
4212,6397
6296,7329
2098,6396
2095,6488
2099,6367
4176,7518
2099,6369
4176,7515
4213,6368
2098,6402
6325,6439
4213,6374
4182,7336
6320,6592
2099,6372
8440,6420
4182,7341
4213,6380
8440,6422
4206,6603
6294,7412
4212,6418
2099,6385
2099,6384
8440,6418
4212,6422
4213,6389
2099,6390
2098,6421
4210,6485
6325,6457
4177,7509
2099,6397
4175,7574
4213,6396
2098,6429
4213,6403
4213,6400
4183,7336
2100,6371
2100,6373
2098,6435
2099,6406
4183,7341
2098,6440
4213,6408
8440,6442
2099,6411
2100,6380
2099,6410
2097,6474
2099,6415
2099,6417
2099,6419
4213,6423
8441,6429
4213,6421
4183,7356
2100,6396
2099,6426
8440,6468
2101,6367
2099,6431
2096,6526
2098,6468
4212,6468
8441,6447
2099,6440
6325,6510
2101,6385
2101,6384
4182,7412
2101,6387
8260,12061
4208,6604
2094,6603
4182,7416
6324,6549
6294,7478
2101,6390
8443,6401
2099,6458
8260,12080
2102,6370
2102,6369
4210,6558
4209,6589
4213,6470
2101,6408
4209,6599
2099,6473
8260,12085
2101,6415
2101,6417
6324,6578
4183,7416
4211,6549
4213,6485
4211,6550
6293,7550
2097,6555
4182,7460
8444,6416
4211,6563
6330,6417
2102,6419
6330,6421
4212,6549
2101,6452
6293,7574
4211,6578
2101,6458
8442,6492
8446,6380
8446,6374
6330,6439
4218,6374
2103,6407
6332,6381
2103,6409
6332,6379
8446,6396
6300,7386
8446,6389
4212,6578
6325,6615
8262,12101
4218,6400
2098,6584
2103,6431
2098,6586
4013,12758
2105,6370
2105,6372
2105,6375
2105,6374
8446,6408
2105,6376
8440,6604
2105,6379
2105,6381
4183,7500
4187,7375
4219,6386
4212,6604
2105,6389
8446,6421
2100,6543
6332,6424
4188,7352
2105,6392
8446,6434
4213,6580
2105,6397
6300,7425
2105,6401
2105,6402
4214,6563
6328,6565
8446,6439
6332,6439
2105,6409
4188,7373
2105,6408
2105,6415
2105,6414
2102,6509
8448,6397
2100,6574
2105,6418
2105,6421
4215,6549
2105,6423
4183,7538
2105,6424
4213,6615
2105,6427
8446,6467
4215,6550
2105,6426
8449,6375
8444,6523
2105,6431
2106,6401
2105,6432
4187,7429
4187,7426
4215,6565
2105,6439
2106,6408
4215,6563
2105,6440
4189,7373
4188,7407
8448,6418
6331,6514
2105,6452
4215,6578
8447,6467
8450,6375
2105,6458
4187,7451
8449,6401
4215,6589
2103,6527
2105,6468
2105,6473
4189,7407
2105,6472
6301,7475
4189,7412
2108,6389
6153,12064
4217,6550
2106,6458
4222,6397
2108,6397
4189,7426
2108,6404
2109,6373
6337,6378
2105,6496
6153,12081
2109,6374
4189,7429
4191,7373
2109,6379
2108,6409
2109,6381
4191,7376
6153,12091
2108,6414
2109,6385
4222,6418
4189,7444
4222,6422
4189,7450
8446,6561
2108,6430
2108,6431
6337,6404
6337,6414
6155,12055
6338,6381
2110,6384
2108,6445
4191,7412
2109,6418
2109,6421
6338,6396
6337,6431
4224,6398
6301,7546
2108,6458
6155,12071
4219,6550
2111,6367
2111,6369
2111,6370
4222,6468
2111,6373
2111,6374
2109,6439
4219,6563
2111,6379
2109,6440
2108,6473
4189,7503
2111,6389
6308,7352
4224,6426
4220,6550
2111,6393
2111,6392
4189,7509
2105,6580
2111,6397
4187,7574
6309,7329
6338,6429
2111,6399
6338,6440
6340,6378
6338,6439
2111,6402
6340,6376
8454,6375
6340,6381
2112,6375
6308,7373
4220,6563
8453,6419
2111,6410
2108,6506
2111,6415
2105,6601
2111,6414
4225,6419
2111,6419
2111,6418
4223,6485
2111,6421
6308,7383
2111,6423
8454,6401
6340,6396
4224,6455
2111,6424
2107,6551
2105,6613
2111,6426
8455,6368
6304,7515
2113,6368
8455,6379
6340,6404
8455,6381
6336,6534
6338,6471
6340,6414
2111,6439
6340,6413
2111,6440
6337,6504
6340,6421
6308,7412
2112,6419
2113,6388
6308,7417
2107,6577
6340,6424
6340,6427
4228,6374
6308,7429
2113,6403
4221,6589
6336,6566
8456,6375
6340,6441
2112,6438
2111,6468
2112,6440
4224,6517
8455,6424
6341,6431
4191,7544
8272,12108
4228,6396
6340,6470
8455,6439
4191,7555
8273,12092
6341,6446
4194,7465
8453,6508
4222,6604
4228,6421
6341,6454
8273,12101
8454,6486
4228,6423
8273,12098
6340,6494
6308,7485
6341,6462
2116,6368
6344,6374
4024,12758
8457,6403
4196,7429
4045,12109
6340,6509
4229,6418
6344,6389
6308,7509
6309,7478
4231,6368
2116,6398
6308,7515
2116,6400
4231,6373
4231,6370
8455,6496
6340,6527
6344,6408
4231,6374
4231,6380
4231,6381
4231,6379
2116,6412
6309,7503
8459,6391
8458,6418
6308,7536
4231,6396
6309,7515
6308,7544
4226,6549
6341,6520
6344,6436
2115,6464
4231,6403
4226,6563
4201,7341
8457,6485
8459,6418
4231,6421
8459,6420
6339,6606
8219,13861
4231,6423
2115,6488
8461,6376
8461,6379
8219,13874
2118,6404
8461,6374
8458,6468
4231,6435
8460,6416
2118,6408
8461,6381
4232,6417
2119,6385
4232,6421
8461,6389
2118,6419
2116,6485
4231,6455
2116,6487
2119,6396
8461,6408
8459,6468
6347,6407
2118,6440
4232,6439
12449,13860
2116,6504
4233,6417
4231,6485
2119,6421
4233,6421
2119,6429
6311,7546
4231,6496
2120,6401
4233,6439
4201,7431
2118,6468
4201,7429
4052,12053
4052,12054
2121,6379
2119,6440
4052,12058
4205,7315
8461,6456
6348,6426
8462,6422
4234,6421
4052,12063
4201,7450
2121,6396
8464,6375
8458,6563
4205,7336
4053,12055
4205,7341
4052,12089
4053,12058
8461,6477
4053,12057
4053,12063
4052,12091
8458,6578
2121,6423
6349,6431
4053,12070
4053,12071
4205,7356
8462,6468
8460,6523
4053,12072
4053,12081
4232,6535
4053,12091
4053,12089
4206,7355
8459,6578
4231,6580
4234,6485
4231,6584
8466,6381
4233,6535
4205,7400
8466,6379
2120,6501
8463,6482
4205,7407
8459,6604
4205,7412
4231,6613
8282,12109
4205,7423
2125,6369
8467,6383
4205,7431
4205,7429
2125,6381
2125,6380
6351,6451
4205,7450
8461,6580
2125,6396
8466,6439
4209,7329
2126,6369
2126,6374
2124,6438
8468,6391
2125,6415
4240,6388
2126,6389
6351,6488
2125,6423
6351,6487
8461,6613
2125,6427
2125,6426
2125,6431
2125,6432
6324,7335
2126,6408
6354,6414
4209,7373
2125,6444
8467,6450
4209,7383
2125,6453
8470,6368
4209,7394
6356,6374
8470,6375
4211,7335
2125,6470
8469,6419
2125,6473
8470,6382
6354,6445
4242,6382
2128,6383
4205,7538
4242,6392
4209,7412
4059,12063
6318,7569
4209,7423
4059,12070
8469,6440
2128,6401
6352,6534
2128,6406
6356,6408
6350,6606
4059,12091
4243,6392
4240,6485
4209,7444
6354,6494
4242,6429
2125,6528
2128,6438
6355,6471
4240,6504
2127,6477
6354,6509
2128,6450
6352,6575
4239,6549
6356,6456
4242,6464
4239,6563
6356,6477
2128,6482
4239,6578
2125,6581
8471,6468
8474,6375
4245,6397
4243,6464
2132,6370
2132,6369
8473,6403
2128,6500
2130,6438
2132,6380
2132,6381
4239,6599
2125,6601
1903,13485
4239,6608
2132,6387
6324,7509
2132,6396
6327,7425
4246,6397
2132,6397
8474,6401
4041,12758
2132,6399
2133,6370
2133,6376
4215,7373
2132,6409
4064,12057
4064,12058
4064,12055
2132,6415
2133,6387
4246,6418
4211,7509
6328,7416
4064,12064
6328,7415
2132,6424
2133,6392
2132,6426
2132,6428
2133,6396
2128,6554
2132,6430
2128,6556
2132,6432
2132,6431
6362,6375
6362,6374
6362,6373
4214,7429
2132,6439
6362,6381
2132,6441
2132,6444
4064,12089
8473,6485
6362,6385
4215,7412
2133,6419
4064,12091
6324,7574
4215,7416
4212,7509
4217,7352
4215,7415
2133,6427
6362,6404
6362,6402
4215,7429
2133,6435
2128,6592
4249,6378
2132,6470
2132,6472
2133,6440
2132,6473
4217,7373
8471,6578
6362,6421
4211,7572
4249,6394
2133,6457
6362,6431
4211,7574
6362,6429
2133,6461
4215,7460
1930,12758
2133,6464
2133,6470
2134,6441
2132,6506
6360,6514
4217,7417
4245,6549
4220,7329
2137,6372
4245,6563
4249,6441
4215,7500
4245,6578
4215,7509
4249,6455
4217,7444
4246,6549
4250,6425
4250,6426
4215,7515
2138,6370
2138,6369
2138,6374
4246,6563
2138,6373
2136,6438
2138,6375
6334,7376
4216,7499
2138,6387
4250,6455
4246,6578
2138,6397
4222,7329
8447,7434
6335,7368
2136,6466
4249,6497
2137,6437
8240,13862
4252,6421
4221,7383
4249,6515
2138,6419
4221,7386
2138,6424
4217,7515
2136,6490
2136,6492
2138,6432
4216,7547
2138,6431
8448,7426
2137,6464
2136,6495
2139,6407
4216,7555
2138,6439
8299,12061
4071,12064
4221,7412
4221,7423
8299,12077
4255,6376
4071,12081
2138,6468
4255,6374
4255,6381
2134,6593
8299,12085
2137,6509
4071,12091
4219,7509
4222,7432
8299,12119
2136,6562
4249,6593
4249,6596
4249,6602
4226,7315
4220,7503
2140,6449
4220,7509
2136,6586
2143,6370
4051,12758
2143,6387
4226,7352
4255,6458
2136,6613
2144,6374
4258,6374
2144,6375
2144,6378
2143,6411
2144,6379
2144,6381
4258,6385
2144,6385
2144,6387
2140,6514
4257,6421
2141,6487
2143,6424
2140,6522
2144,6397
2144,6402
2143,6432
2144,6404
2145,6372
2145,6375
2144,6414
2140,6537
2144,6419
2144,6421
2144,6424
2144,6423
2144,6432
2144,6431
2146,6369
4260,6374
6343,7336
2144,6433
4255,6527
2146,6374
6343,7341
2146,6373
2146,6376
4260,6381
2143,6470
2144,6439
4260,6379
2146,6379
2146,6381
4227,7407
2146,6385
2144,6452
2146,6389
2147,6369
6342,7394
4077,12072
2146,6402
2147,6370
2147,6373
2144,6468
2146,6408
8219,14748
2147,6376
4229,7375
2147,6381
2146,6411
2147,6380
4077,12091
2147,6385
2147,6387
2140,6606
2146,6419
2146,6421
2146,6423
4260,6424
2146,6427
2147,6396
2146,6431
2147,6402
6343,7400
2146,6435
6343,7398
4260,6439
2147,6411
4230,7375
6193,12058
2146,6452
2147,6421
6193,12064
2147,6424
4021,13865
2147,6427
4226,7515
4262,6397
2149,6368
4226,7518
2147,6435
4263,6374
2147,6439
6193,12091
4262,6418
6345,7386
4258,6548
2147,6452
4263,6396
4022,13865
8458,7426
8455,7521
4263,6408
4227,7525
2147,6470
4081,12055
4081,12058
2149,6412
4229,7469
4081,12057
4081,12063
4081,12060
4081,12064
4263,6423
4081,12070
4081,12071
6345,7425
4081,12072
8459,7426
8456,7521
4081,12081
2151,6378
4227,7558
4227,7559
4081,12091
4230,7469
4227,7562
4081,12089
4264,6421
4261,6519
6343,7515
2152,6367
2152,6374
2151,6404
2152,6376
4231,7465
2152,6379
2152,6381
4259,6599
2152,6384
2152,6385
2152,6390
2152,6389
4228,7568
6343,7538
4265,6426
2149,6487
2146,6580
2152,6393
2146,6586
2152,6399
4231,7487
2152,6408
2152,6407
4266,6412
2152,6410
2150,6474
2152,6411
4260,6599
2152,6415
2152,6418
4084,12060
2152,6422
4265,6452
2152,6421
4265,6453
2152,6423
4262,6552
4267,6397
2152,6426
4266,6425
4266,6426
2152,6427
2153,6396
2152,6431
4231,7521
4261,6589
4262,6563
2152,6435
4261,6599
2153,6413
4267,6418
6141,13860
2152,6452
4266,6455
4266,6453
2152,6453
4262,6578
2152,6456
4265,6491
2152,6458
8227,14747
2153,6443
2152,6473
4265,6510
4262,6604
2152,6477
2150,6549
4267,6468
2156,6378
2153,6470
2150,6563
4239,7352
6201,12071
4265,6548
2153,6490
4271,6372
2153,6495
6347,7550
2157,6372
