derivationally_related_form_1,derivationally_related_form_2
38053,3848
37771,12591
9484,37543
37570,18832
37964,6653
3412,29173
20112,35770
37742,13533
31386,13955
26380,38064
7794,24414
31144,21448
18005,35546
2188,1600
31555,8732
18694,14209
5938,16422
16990,1485
11865,29303
34,2844
32726,37953
1229,31337
33090,26669
16606,13414
25243,7810
20746,16149
33746,6377
15869,36253
13708,37715
18035,34667
2175,2035
12675,4210
18897,7938
1991,7746
3985,11468
5728,22977
3710,20003
33513,13633
12497,9762
3640,22190
31161,21008
14811,3562
12497,9761
12587,6979
25075,13086
22454,28802
13708,37772
22833,17044
24710,24418
7702,27370
3703,20272
32751,37273
38180,44
3589,23810
24294,37304
12588,6980
6287,5706
35445,19339
12190,19325
23116,8302
35445,19340
14848,2477
13719,37483
13985,29236
26877,22804
27537,2344
37578,18733
29027,21691
31446,12233
26627,30547
30969,27016
13784,35483
23117,8312
10217,14999
11740,33320
17989,36200
8062,16264
35920,4627
29397,10250
11719,33989
1600,19994
29397,10249
4311,1492
33272,21187
12351,14393
35956,3522
30821,31636
13708,37871
6379,2928
15845,37170
22669,22222
6026,13874
3712,20072
10218,14999
8489,3057
10644,1789
14769,4995
2150,2969
35591,14863
9933,23849
14809,3766
1440,24989
33599,11118
27413,6272
33041,28420
31635,6461
23325,1919
35111,29790
29593,4220
14533,12336
6416,1821
37479,21923
22720,20696
57,2353
25341,4973
7845,23069
8459,4037
24331,36310
8125,14396
12779,1197
20559,22173
4297,1997
1505,23018
18914,7621
3822,16737
2071,5486
22272,34607
22215,36380
10365,10529
35099,30218
30625,37838
1929,9899
37145,32335
35702,11529
5372,34241
22820,17638
1646,18679
31644,6237
38018,5278
16953,2932
37871,9814
24712,24542
10050,20313
1931,9864
27370,7702
10114,18343
8137,14088
37638,17081
31835,351
20063,37604
6119,11124
6119,11123
37419,23853
4268,2971
37659,16411
7861,22669
22189,37271
16322,22538
16002,32459
35390,21264
31178,20755
16391,20391
37273,28436
12666,4811
37632,17284
22695,21593
4321,1370
35419,20357
8516,2396
31343,15646
14821,3562
10094,19028
12164,20388
37413,24127
20154,34847
16118,28891
3688,21011
25025,14940
27602,590
21038,7461
24519,30625
24971,16609
20371,28137
13908,31883
14136,24837
11952,27006
15813,38374
2074,5542
31338,15850
3234,35117
33648,9806
31338,15849
29185,17086
32748,37676
18330,25910
22739,20303
25390,3655
31126,22443
14039,27859
14764,5384
28929,25010
16091,29797
12029,24641
37168,31782
11985,26000
1153,34125
9879,25761
6141,10568
31678,5372
37125,33092
2032,6882
24900,18882
11748,33368
23376,590
9493,37732
37859,10345
32750,37651
2041,6606
8418,5524
3167,37244
37933,8059
35394,21265
14218,22350
29600,4267
84,1752
24741,23822
32745,37854
15896,35878
8546,1582
23376,591
22331,32986
20415,26851
9927,24304
12748,2402
23160,7313
23210,5761
37539,20297
1973,8747
1973,8746
12610,6681
9588,34842
15835,37798
11825,31026
5958,16300
4102,8297
37721,14710
9675,32161
5340,35474
1974,8746
23339,1787
27526,3089
1815,13690
37701,15352
27354,8413
37667,16411
36986,37522
13861,33488
27425,6211
37828,11423
28506,38233
31477,11668
37828,11424
8234,11327
37551,19983
16786,8365
25173,10510
33218,23241
1953,9432
35649,13418
26543,33572
1887,11483
14085,26558
18566,18713
3548,25530
25380,4084
32967,31028
37435,23591
20273,31354
3995,11674
10478,7315
29508,7214
12164,20579
18205,29919
18087,33578
4346,808
12273,17218
16787,8366
12080,23202
1368,27603
20800,15027
9710,31144
8139,14309
26907,22345
29436,9480
16408,20133
18005,36163
27149,14835
16131,28710
38084,3523
9489,38017
23195,6359
10524,5946
38016,5644
15967,33833
2227,1017
20083,37300
11769,32903
16700,11101
37620,17964
18484,21335
16486,17739
37645,17193
18190,30470
37972,7029
11689,35390
37477,22375
6068,13031
14930,463
18728,13786
28761,30444
22189,37564
31727,4060
12036,24647
22928,14686
11799,31992
3166,37474
12569,8135
2172,2766
11702,35018
35938,4579
1134,34943
29597,4569
6186,9405
1966,9162
30672,36798
1958,9416
35231,26546
5271,37787
37856,10713
33372,18644
29573,5318
1355,28121
25450,2086
26552,33461
14787,4950
1029,38230
26537,33920
7855,23233
3546,25745
28737,31252
22715,21322
12269,17478
37977,6986
6344,4553
20555,22770
31416,13752
7754,26398
37614,18224
10571,4608
26806,25614
7860,23107
38141,1889
22427,30284
31356,15632
3787,18307
29191,17208
3457,28540
14779,5235
20452,26014
16172,27620
37238,29915
16464,18571
37802,12429
24970,17028
5469,31728
25222,9216
37332,27005
38041,5026
20823,14505
2216,1503
37407,24681
35819,8377
27196,13550
17964,37620
1240,31767
26421,37603
11869,29952
22580,25595
2181,2603
33467,15792
29590,4894
31300,17418
16906,4874
33702,8511
22347,32817
14763,5778
1049,37706
37820,11903
1253,31390
14823,3935
3711,20736
9635,33702
1111,35801
8384,6943
37710,15363
24459,32914
8507,3131
14345,18774
7409,37179
14879,2214
20656,19753
26407,38082
37821,11900
26995,19856
30637,38023
37693,15872
5283,37558
5829,20639
13713,38383
5749,23117
30747,34603
28964,24340
16590,14742
25017,15650
2251,496
37638,17626
35139,29563
16612,14075
16612,14076
5477,31572
14273,21040
7692,28446
38183,719
38182,756
35341,23291
26806,25735
4242,4343
31835,932
1901,11376
31835,931
33716,8170
1612,20340
2172,2980
23214,6035
22323,33677
12090,23215
37298,28177
37686,16149
29637,3548
35695,12345
7828,24274
33116,26758
24500,31744
35876,6775
8609,67
37605,18718
32933,32479
10152,17788
8401,6534
1893,11670
19090,2862
2153,3613
37481,22544
28978,24003
28978,24004
32906,33348
29191,17419
31303,17482
8586,830
31705,5045
8303,9611
8303,9612
16660,12680
32936,32404
29200,17154
8491,3780
8491,3781
20915,11868
5703,24680
31652,6703
2252,592
23340,2231
21192,3273
35201,27769
4307,2426
33941,1268
27515,3895
16821,7728
37737,14671
5791,21971
1826,13817
35750,10733
20756,16810
10457,8409
16767,9418
13940,31510
31597,8437
5472,31875
27598,1330
3295,33833
23116,9197
33580,12519
33614,11468
10475,7860
1967,9468
1126,35551
20350,29428
16334,22851
4206,5609
10103,19408
5784,22233
3473,28336
95,1986
27566,2353
10008,22371
35596,15590
10222,15739
5709,24569
30796,33320
37308,28028
26797,26212
33634,10856
4333,1705
3650,22883
35806,9101
31250,19262
33677,9571
33850,4211
12603,7492
1133,35385
3647,22992
1729,16912
21004,9213
37141,33247
28616,35384
23069,10758
1500,24029
18252,29016
26590,32680
24379,35681
1047,38083
28927,25761
37772,13708
31523,10845
25010,16140
33267,22301
22710,21919
3731,20434
18349,26039
5985,16103
5278,38018
20797,15689
38172,1360
1955,9963
4346,1379
6009,15361
18557,19582
5999,15675
27359,8864
24672,26651
35041,32865
31590,8795
20444,26635
18342,26264
38153,1943
37662,17161
29130,19514
9692,32277
21220,2603
14429,16512
1048,38107
35551,17109
1725,17122
32978,31336
22325,33878
31787,2704
37123,33920
1486,24537
21220,2602
7959,20480
16512,17478
16369,21930
33467,16162
12223,19388
21089,6673
32881,34331
12698,4671
1208,33176
1506,23941
18888,9397
32920,33169
27603,1368
10412,10003
7960,20480
6119,12019
11802,32450
1447,25782
38177,1248
30749,34934
4070,10009
6221,8875
27298,10836
33041,29407
37880,10509
12731,3676
29198,17495
35119,30566
37354,26820
33238,23344
27526,3781
35342,23630
22914,15699
22975,13806
10057,21057
15959,34700
20570,22849
16186,27685
14074,27620
10697,1233
19182,340
20463,26163
26466,36700
5653,26536
59,3345
7413,37521
16500,17957
17987,37399
14242,22427
18244,29451
37472,23215
37475,23122
29701,1966
12789,1940
21108,6208
35267,26040
5761,23210
20622,21267
35419,21334
16316,23682
37807,12816
4084,9670
8049,17829
29664,3131
37828,12170
31657,6881
10647,2825
1600,21142
15873,37424
14117,26339
24336,37221
33285,21934
7810,25243
20699,18895
13901,33042
22632,24534
37560,20524
10220,16087
6288,6903
7417,37440
5837,20891
7528,34002
20199,34433
16503,17936
16739,10620
26880,23928
10142,18512
4304,2889
24476,32912
18397,24753
37982,7436
44,3881
31302,17910
13955,31386
33029,29940
22344,33487
34977,35093
24763,24036
18981,6674
29613,4754
2165,3681
24682,26538
12616,7397
9684,32751
3174,37955
30743,35300
14814,4797
24581,29705
11905,29455
20794,16025
9845,27773
1063,37876
32865,35041
27613,1275
37357,26866
14489,14890
37480,23051
27110,16863
12396,14250
117,1681
18149,32507
28592,36447
5592,28563
1822,14367
10531,6531
10396,10715
10577,5107
20802,15821
11703,35735
37287,29088
1394,27642
16526,17294
24765,24029
31386,15386
37950,8511
9868,27103
1509,24087
1666,19219
23322,3256
7406,37887
32894,34180
5688,25618
16668,12913
37259,29981
22285,35414
20954,11143
14659,9668
37277,29425
4277,3839
2274,397
9538,37353
15873,37574
7952,20997
33855,4420
22945,14972
24432,34403
9543,37220
1773,15945
3834,17592
29770,21
3343,32820
27067,18274
33570,13303
16494,18363
27602,1685
5958,17294
35025,33738
28570,37211
2275,398
12587,8402
1423,26813
27602,1684
35735,11703
5812,21832
20931,11903
5514,31076
38109,3654
20997,9845
32793,37380
22879,17044
2006,8753
8561,2160
33235,23718
1185,34215
9507,38379
30664,37865
23189,7450
38144,2593
24689,26508
15872,37693
12054,24973
27593,2037
12341,16091
7409,37905
12549,9650
18224,30319
35204,28253
20198,34667
23017,12812
31585,9369
3846,17311
29074,21671
20462,26496
33235,23739
3895,15796
26781,27215
5597,28569
10258,15158
16110,30358
33162,26043
37500,22641
23082,10838
7727,28090
6277,7503
24531,31443
36100,484
34992,34832
4009,12280
31504,11916
1649,19909
7845,24439
18594,18897
1897,12227
16426,20595
33432,17706
16535,17218
37384,26270
23300,4112
11632,38128
2196,2974
6441,2448
33111,27666
13903,33272
37899,10311
34979,35267
22770,20555
16201,27588
31314,17830
25032,15959
35967,4650
37675,17277
25251,9201
12427,13527
18074,35070
1875,12958
16919,5340
23063,11483
1693,18603
11860,31113
27122,16749
16447,19993
11961,27979
27122,16748
37453,24154
37117,34570
21172,4585
29601,5425
22288,35545
33565,13646
12296,17612
34932,36808
24734,25253
6221,9335
14812,5162
27356,9504
31271,19212
37941,9071
12096,23817
27548,3548
16920,5340
12513,10889
23320,3569
10664,2692
27067,18478
18559,20081
7869,23797
37024,37522
37658,17866
1787,15744
15935,35904
8304,10327
12020,26203
8438,6176
1935,11164
3512,27817
8635,80
31826,2057
27253,12746
3851,17321
4220,5882
12466,12405
29451,10167
24900,20178
28665,34526
2242,1675
35075,32444
25350,6220
21025,9222
26450,37649
12048,25381
26920,23108
34002,149
31550,10668
22913,16264
4375,1117
10462,9024
4042,11443
28573,37408
12154,22117
13903,33435
31211,21163
37176,32857
37031,37353
23386,1618
29772,263
12609,8021
12137,22650
16079,31531
37464,23934
35812,9612
24379,36367
18224,30562
18359,26376
6424,3158
26459,37418
18236,30194
5478,32488
12776,2861
34937,36776
14220,23629
12045,25519
18075,35208
20602,22395
22384,32689
33003,31204
37302,29011
15890,37397
23151,8917
14296,21282
20260,33019
5674,26426
23017,13088
7402,38400
12274,18434
37450,24403
5819,21939
9539,37692
28570,37576
18216,30866
35649,14739
32781,38111
7883,23499
13940,32354
35307,25349
3935,14823
6218,9585
4081,10300
6368,4951
36054,2175
35100,31751
23181,8054
27367,9364
14773,6552
7419,37916
26869,24798
38055,5732
22699,22992
26932,22862
10642,3556
23159,8754
24445,34423
16322,24096
20997,10241
10651,3287
37367,27041
160,824
37906,10336
27468,6238
20746,18035
1301,30996
29552,7198
26979,21419
6475,1679
1690,18943
12519,10930
35546,18005
33702,9635
20219,34367
6015,15953
28616,36225
18991,6923
26990,21094
7409,38274
161,824
31887,352
37841,12381
14855,4076
36090,1168
25094,14345
14101,27458
37196,32419
20530,24753
154,1061
18924,9007
9624,35170
8530,3547
29058,22530
3738,21036
35985,4405
35985,4404
37760,14918
28617,36225
22510,28926
12164,21984
36072,1752
29783,95
1244,32837
37519,22443
27649,732
24553,31169
13939,32515
11727,35551
12280,18422
28622,36100
22339,34265
24547,31348
3575,26134
22955,15187
3221,37113
28783,31125
18427,24477
31142,23530
8142,15637
16990,3490
14829,4950
34903,38034
22461,30498
8142,15638
28733,32671
9534,38033
20809,16192
25534,796
74,3612
21185,4542
37650,18391
18752,14429
29358,13313
18445,23958
37965,8673
1877,13281
24327,38215
21188,4458
37760,15038
3578,26092
26510,36105
13903,33700
10241,16148
6037,15406
24336,37958
37578,20664
6066,14510
1773,16525
35164,29998
38180,2041
3784,19726
9972,24499
22443,31126
10124,19802
3633,24409
38051,6043
22722,22471
6182,10931
35925,6419
25396,5136
2186,3737
37792,14050
20717,19108
16823,8752
29100,21377
33573,13779
44,4619
29627,5064
31728,5469
2073,7259
2012,9149
22231,37733
37973,8491
22489,29732
29781,285
35414,22285
3987,13466
33191,25667
7871,24147
28982,25073
14768,6945
20871,14373
4096,10103
11681,37116
4295,3941
9637,34952
6535,39
9901,26764
29782,286
6383,4762
29371,13048
37192,32714
1524,24331
8646,164
22906,16846
37181,33065
29593,6182
14773,6842
1864,13801
26669,31285
20775,17397
18859,11254
8201,13972
33988,1019
28556,38316
30996,28242
30921,30565
10568,6141
35209,28693
8262,12095
18181,32303
14526,14527
15890,37779
22568,27367
31720,5829
3391,32049
18771,14028
18686,16653
7421,38201
22470,30422
28918,27146
9612,35812
35938,6126
6491,1496
37819,13351
24666,27910
28897,27823
33462,17383
28675,34702
31574,10369
14527,14526
13796,37200
21277,1885
37604,20063
12649,7216
1367,29284
16443,20690
5884,20331
2098,6632
5448,33851
4173,7845
35786,10870
9939,25719
33001,31704
23173,8687
18369,26537
8616,1197
22222,38172
37162,33790
29024,23912
18047,36510
18653,17731
7421,38246
1946,11368
27391,9018
12574,9585
20166,36387
14031,29953
22510,29258
4174,7845
35635,15580
4144,8782
38221,990
8617,1197
29281,15981
26546,35231
13798,37192
33539,15063
1187,34923
19156,2163
28706,33797
11659,37971
5850,21452
9733,32154
1602,22070
10546,6948
30796,34562
10396,11607
18137,33771
20493,26272
35551,18221
1721,18395
6535,231
1194,34736
6167,11653
184,515
28707,33797
22253,37265
34988,35692
35140,30984
31857,1706
3720,21985
18588,19844
10181,18315
28780,31575
13794,37381
8418,7425
25382,5839
27067,19134
10270,15558
25261,9581
7736,28576
38002,7827
16793,9968
27574,3437
16751,11262
33851,5448
1724,18365
28880,28501
15904,37539
35551,18330
26702,30506
6462,2576
37156,34084
10064,21984
16709,12610
16754,11216
37489,23765
23006,13999
19173,1752
1345,30149
10467,9506
37397,26667
14788,6640
26607,33461
30838,33369
31791,3825
37933,10059
38238,604
27078,18856
37873,11917
7940,22318
27642,1394
146,1799
33065,29870
28799,31058
11685,37312
10766,267
1418,27910
1200,34667
22663,24689
29129,20854
18149,33548
35377,23776
26636,32601
3,6245
11775,34541
16791,10103
14801,6268
12535,10976
8606,1714
7436,37982
13794,37500
4321,3485
12545,10690
8605,1757
30764,35731
25517,1776
12439,13986
33769,8130
24665,28187
37259,30989
23216,7597
35968,5477
1101,37797
7451,37557
8536,3934
22259,37267
33664,11419
1258,32949
37878,11858
6372,5494
6372,5493
22972,15187
2238,2577
1826,15351
16099,31649
14776,7125
38192,2103
7903,23581
11982,28202
4256,5565
33161,26999
18005,38109
35442,21857
37615,20030
11933,29726
13915,33832
4389,1452
37054,37429
8361,9392
33405,19454
27393,9247
3935,15540
37950,9635
3226,37520
38165,2975
3548,27548
12085,25046
23251,6593
194,455
26987,21841
28900,28068
7522,35445
8608,1780
14969,1198
2151,5346
28669,35247
33492,16835
1345,30337
38230,1029
5995,17258
25283,9169
1115,37471
34023,379
33786,7728
2013,9634
22268,37090
26827,26827
7824,26103
3498,29141
12072,25488
15924,37167
8469,6119
20533,25350
24897,21136
5996,17258
18774,14345
16264,26622
27340,10969
7670,30903
11972,28611
9667,34532
31844,2411
32942,33926
2083,7500
12021,27103
35517,19616
37747,16067
14960,1554
3881,17324
18877,11197
26476,37777
35641,15829
4273,5180
28682,34951
3711,22632
2107,6818
22530,29058
9794,30666
14259,23335
35222,28824
38136,4024
7503,36158
35510,19898
33962,2352
7783,27481
38162,3227
11769,34996
4429,394
15961,36128
20937,12944
21094,8082
33098,29184
31240,21229
13926,33682
37686,18035
3557,27442
12409,15169
21266,2742
11702,37098
3430,31382
16610,16030
20398,29664
10614,5297
25218,11318
126,2742
15928,37164
12547,10906
8482,5852
23088,11834
29363,13920
11806,33900
3298,35497
22710,23547
24414,36254
3206,38359
20462,27719
33750,8984
12409,15213
1241,33738
31497,13313
7837,25871
5880,21008
169,1443
37703,17524
6119,13603
6119,13602
33777,8200
30817,34407
33925,3589
18733,15812
9994,24575
37842,13239
12050,26370
20215,35400
12280,19253
37855,12841
22241,38132
15894,38308
10273,15945
29476,10497
16264,26848
80,4258
21358,6
10010,24111
59,4911
35162,30820
38137,4129
14262,23376
8234,13635
37562,21958
37418,26459
7598,33363
37885,11986
18490,23386
1168,36090
36091,2068
125,2888
28819,30867
9776,31396
26669,32008
10583,6378
29181,19673
10050,22897
16231,27908
2320,393
3248,37164
27618,2608
37232,32261
33757,8913
3330,34629
15009,256
32848,37096
1821,15881
33958,2690
22764,22000
22473,31020
9815,30219
4133,9748
35807,10880
36012,4530
8589,2696
8032,19960
4367,2506
29619,6115
2250,2601
4294,4774
20871,15187
13784,38277
20183,36502
10043,23172
28894,28633
8303,11588
20389,30141
1355,30368
15918,37661
16640,15279
2008,10127
37526,23165
2163,5325
8443,7257
4401,1487
20844,16054
37055,37806
26997,21917
37966,9572
29340,14822
16211,28600
36091,2141
4144,9485
11979,28739
21344,585
20924,13606
14306,22151
12753,4755
31871,1926
37732,16863
36049,3475
26496,37488
20906,14195
9870,28625
14073,29406
27695,346
3697,23376
10530,8174
33220,25694
4124,10148
10530,8175
20166,37131
3673,24135
35192,30101
22428,32568
31920,455
37599,21000
37851,13186
8338,10616
25424,5242
20444,28540
12538,11491
6516,1569
18035,37686
13961,32914
183,1286
36154,281
26477,38154
13807,37697
8360,9943
37894,11881
16340,24721
12635,8491
20158,37424
12453,14142
2314,773
25420,5372
19168,2582
22831,20121
7754,28750
5710,26574
7754,28751
33725,10094
4320,4133
9593,37285
10581,6652
37087,36957
4300,4762
29743,2447
10690,3286
29762,1887
21289,2403
5364,37317
25184,12734
4343,3434
1985,11000
35032,35105
21171,6056
4077,11690
32827,37926
31192,23082
37874,12544
33833,6742
37564,22189
20216,35681
27360,10827
28615,37459
8636,1449
8636,1450
16447,21443
9572,37966
33670,11844
6094,14713
23070,12759
12125,24368
22278,37316
1135,37379
20611,23455
38150,4016
37176,34208
18876,11695
37134,35551
38096,5729
5482,33707
18257,30909
14227,24756
14309,22213
22259,37913
37631,20157
12513,12361
37820,14273
31646,9080
35711,14115
26498,37593
35893,8477
37921,11144
6165,12557
38268,392
35765,12497
16308,25818
4220,7341
3473,30507
6483,2730
3390,33081
12447,14454
31460,14898
176,1649
10127,20846
37342,29172
22321,36050
27185,16340
65,5099
21150,6814
5346,37999
4213,7585
37324,29736
15922,37834
32889,36123
3562,27773
31517,13140
80,4648
6483,2763
3227,38162
14702,10122
20386,30520
22455,31914
18297,29761
33290,23739
18293,29888
20157,37631
18466,24515
35121,32522
33860,6081
